country,year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2016,,,,,10.582677,,,
Albania,2017,,,,,11.078833,,,
Albania,2018,,,,,11.596249,,,
Argentina (urban),1980,35.479446,,,,,,,
Argentina (urban),1986,38.42675,,,,,,,
Argentina (urban),1987,35.12409,,,,,,,
Argentina (urban),1991,24.924353,,,,,,,
Argentina (urban),1992,,25.136711,,,,,,
Argentina (urban),1993,,25.189575,,,,,,
Argentina (urban),1994,,24.886272,,,,,,
Argentina (urban),1995,,23.641157,,,,,,
Argentina (urban),1996,,23.160503,,,,,,
Argentina (urban),1997,,24.266981,,,,,,
Argentina (urban),1998,,,23.563654,,,,,
Argentina (urban),1999,,,22.461815,,,,,
Argentina (urban),2000,,,21.970245,,,,,
Argentina (urban),2001,,,20.234465,,,,,
Argentina (urban),2002,,,14.212213,,,,,
Argentina (urban),2003,,,,20.09143,,,,
Argentina (urban),2004,,,,21.657,,,,
Argentina (urban),2005,,,,23.82205,,,,
Argentina (urban),2006,,,,26.409048,,,,
Argentina (urban),2007,,,,27.24092,,,,
Argentina (urban),2008,,,,27.881386,,,,
Argentina (urban),2009,,,,28.855806,,,,
Argentina (urban),2010,,,,29.738611,,,,
Argentina (urban),2011,,,,31.632318,,,,
Argentina (urban),2012,,,,31.348795,,,,
Argentina (urban),2013,,,,31.374292,,,,
Argentina (urban),2014,,,,29.261862,,,,
Argentina (urban),2016,,,,30.362976,,,,
Argentina (urban),2017,,,,31.788855,,,,
Argentina (urban),2018,,,,28.649738,,,,
Argentina (urban),2019,,,,27.90027,,,,
Argentina (urban),2020,,,,24.338793,,,,
Argentina (urban),2021,,,,26.444706,,,,
Argentina (urban),2022,,,,24.976166,,,,
Argentina (urban),2023,,,,25.002167,,,,
Argentina (urban),2024,,,,25.94391,,,,
Armenia,1996,7.7797003,,,,,,,
Australia,1981,41.714382,,,,,,,
Australia,1985,,43.103413,,,,,,
Australia,1989,,,44.29865,,,,,
Australia,1995,,,,40.79103,,,,
Australia,2001,,,,46.9962,,,,
Australia,2003,,,,48.46614,,,,
Australia,2004,,,,52.74916,,,,
Australia,2008,,,,66.694,,,,
Australia,2010,,,,66.45396,,,,
Australia,2014,,,,71.04167,,,,
Australia,2016,,,,69.40093,,,,
Australia,2018,,,,70.2995,,,,
Australia,2020,,,,72.71122,,,,
Austria,1994,,62.793842,,,,,,
Austria,1995,,61.458187,,,,,,
Austria,1996,,58.965557,,,,,,
Austria,1997,,58.90663,,,,,,
Austria,1998,,61.768032,,,,,,
Austria,1999,,63.60506,,,,,,
Austria,2000,,61.815754,,,,,,
Austria,2003,,,65.60813,,,,,
Austria,2004,,,69.23686,,,,,
Austria,2005,,,66.17237,,,,,
Austria,2006,,,67.743675,,,,,
Austria,2007,,,70.556076,,,,,
Austria,2008,,,71.735916,,,,,
Austria,2009,,,74.286736,,,,,
Austria,2010,,,75.03737,,,,,
Austria,2011,,,73.63026,,,,,
Austria,2012,,,71.94708,,,,,
Austria,2013,,,75.471855,,,,,
Austria,2014,,,74.30841,,,,,
Austria,2015,,,74.03092,,,,,
Austria,2016,,,77.38432,,,,,
Austria,2017,,,76.348366,,,,,
Austria,2018,,,77.14864,,,,,
Austria,2019,,,78.69562,,,,,
Austria,2020,,,78.89992,,,,,
Austria,2021,,,78.7537,,,,,
Austria,2022,,,82.42672,,,,,
Austria,2023,,,81.63124,,,,,
Belarus,1993,6.5706863,,,,,,,
Belarus,1995,9.809915,,,,,,,
Belgium,1985,39.645508,,,,,,,
Belgium,1988,41.689903,,,,,,,
Belgium,1992,44.8613,,,,,,,
Belgium,1995,,53.758797,,,,,,
Belgium,1997,52.86021,,,,,,,
Belgium,2000,,63.429676,,,,,,
Belgium,2003,,,56.856724,,,,,
Belgium,2004,,,61.351097,,,,,
Belgium,2005,,,61.281044,,,,,
Belgium,2006,,,60.24341,,,,,
Belgium,2007,,,61.994034,,,,,
Belgium,2008,,,62.82563,,,,,
Belgium,2009,,,63.476463,,,,,
Belgium,2010,,,63.00803,,,,,
Belgium,2011,,,61.47276,,,,,
Belgium,2012,,,63.219543,,,,,
Belgium,2013,,,63.087955,,,,,
Belgium,2014,,,63.844505,,,,,
Belgium,2015,,,64.60016,,,,,
Belgium,2016,,,63.901875,,,,,
Belgium,2017,,,64.608574,,,,,
Belgium,2018,,,66.12359,,,,,
Belgium,2019,,,68.41863,,,,,
Belgium,2020,,,68.14166,,,,,
Belgium,2021,,,70.83817,,,,,
Belgium,2022,,,68.391205,,,,,
Belgium,2023,,,69.923615,,,,,
Belize,1993,12.820062,,,,,,,
Belize,1994,12.464017,,,,,,,
Belize,1996,,,10.020626,,,,,
Belize,1997,10.357277,,,,,,,
Belize,1998,9.433745,,,,,,,
Belize,1999,9.457006,,,,,,,
Bolivia,1997,,15.279806,,,,,,
Bolivia,1999,,,13.381238,,,,,
Bolivia,2000,,,,12.495586,,,,
Bolivia,2001,,,,12.957267,,,,
Bolivia,2002,,,,12.950739,,,,
Bolivia,2004,,,,,14.897599,,,
Bolivia,2005,,,,,,15.848194,,
Bolivia,2006,,,,,,16.882208,,
Bolivia,2007,,,,,,16.817507,,
Bolivia,2008,,,,,,17.635242,,
Bolivia,2009,,,,,,18.642483,,
Bolivia,2011,,,,,,20.479885,,
Bolivia,2012,,,,,,20.961798,,
Bolivia,2013,,,,,,23.107645,,
Bolivia,2014,,,,,,23.23518,,
