country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,3.9310687,,,,,,,,,,,,,,,
Albania,2002,,3.72681,,,,,,,,,,,,,,
Albania,2005,,4.239303,,,,,,,,,,,,,,
Albania,2008,,4.894871,,,,,,,,,,,,,,
Albania,2012,,4.6928935,,,,,,,,,,,,,,
Albania,2014,,,3.9085512,,,,,,,,,,,,,
Albania,2015,,,5.1787176,,,,,,,,,,,,,
Albania,2016,,,5.0020223,,,,,,,,,,2.9522858,,,
Albania,2017,,,5.219715,,,,,,,,,,3.1880069,,,
Albania,2018,,,,5.82765,,,,,,,,,3.64982,,,
Albania,2019,,,,6.410731,,,,,,,,,,,,
Albania,2020,,,,6.526878,,,,,,,,,,,,
Algeria,1988,2.786905,,,,,,,,,,,,,,,
Algeria,1995,,2.8248441,,,,,,,,,,,,,,
Algeria,2011,,,4.9477873,,,,,,,,,,,,,
Angola,2000,1.3423696,,,,,,,,,,,,,,,
Angola,2008,,2.0810845,,,,,,,,,,,,,,
Angola,2018,,,1.218828,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,9.459183,,,,,,,
Argentina (urban),1986,,,,,,,,,10.718312,,,,,,,
Argentina (urban),1987,,,,,,,,,8.424089,,,,,,,
Argentina (urban),1991,,,,,,,,,6.252322,,,,,,,
Argentina (urban),1992,,,,,,,,,,6.4231405,,,,,,
Argentina (urban),1993,,,,,,,,,,6.0570717,,,,,,
Argentina (urban),1994,,,,,,,,,,5.841337,,,,,,
Argentina (urban),1995,,,,,,,,,,4.90056,,,,,,
Argentina (urban),1996,,,,,,,,,,4.445955,,,,,,
Argentina (urban),1997,,,,,,,,,,4.7277107,,,,,,
Argentina (urban),1998,,,,,,,,,,,4.2508974,,,,,
Argentina (urban),1999,,,,,,,,,,,4.0910172,,,,,
Argentina (urban),2000,,,,,,,,,,,3.7452734,,,,,
Argentina (urban),2001,,,,,,,,,,,2.7779546,,,,,
Argentina (urban),2002,,,,,,,,,,,2.0515115,,,,,
Argentina (urban),2003,,,,,,,,,,,,3.4697943,,,,
Argentina (urban),2004,,,,,,,,,,,,4.0528727,,,,
Argentina (urban),2005,,,,,,,,,,,,4.576028,,,,
Argentina (urban),2006,,,,,,,,,,,,5.326233,,,,
Argentina (urban),2007,,,,,,,,,,,,5.7986717,,,,
Argentina (urban),2008,,,,,,,,,,,,5.979328,,,,
Argentina (urban),2009,,,,,,,,,,,,6.4207006,,,,
Argentina (urban),2010,,,,,,,,,,,,6.975989,,,,
Argentina (urban),2011,,,,,,,,,,,,7.831839,,,,
Argentina (urban),2012,,,,,,,,,,,,8.133299,,,,
Argentina (urban),2013,,,,,,,,,,,,8.180702,,,,
Argentina (urban),2014,,,,,,,,,,,,7.670965,,,,
Argentina (urban),2016,,,,,,,,,,,,7.7637687,,,,
Argentina (urban),2017,,,,,,,,,,,,8.402974,,,,
Argentina (urban),2018,,,,,,,,,,,,7.345808,,,,
Argentina (urban),2019,,,,,,,,,,,,6.7846394,,,,
Argentina (urban),2020,,,,,,,,,,,,5.930735,,,,
Argentina (urban),2021,,,,,,,,,,,,7.023633,,,,
Argentina (urban),2022,,,,,,,,,,,,7.1147003,,,,
Argentina (urban),2023,,,,,,,,,,,,6.484092,,,,
Argentina (urban),2024,,,,,,,,,,,,6.9407554,,,,
Armenia,1996,,,,,,,,,2.1527195,,,,,,,
Armenia,1999,,2.3399801,,,,,,,,,,,,,,
Armenia,2001,,2.2147098,,,,,,,,,,,,,,
Armenia,2002,,2.474137,,,,,,,,,,,,,,
Armenia,2003,,2.6770446,,,,,,,,,,,,,,
Armenia,2004,,2.9757538,,,,,,,,,,,,,,
Armenia,2005,,3.494517,,,,,,,,,,,,,,
Armenia,2006,,3.6742165,,,,,,,,,,,,,,
Armenia,2007,,3.8577323,,,,,,,,,,,,,,
Armenia,2008,,4.309167,,,,,,,,,,,,,,
Armenia,2009,,3.9088864,,,,,,,,,,,,,,
Armenia,2010,,3.8736815,,,,,,,,,,,,,,
Armenia,2011,,3.882741,,,,,,,,,,,,,,
Armenia,2012,,4.0359535,,,,,,,,,,,,,,
Armenia,2013,,4.025359,,,,,,,,,,,,,,
Armenia,2014,,4.053269,,,,,,,,,,,,,,
Armenia,2015,,4.2504897,,,,,,,,,,,,,,
Armenia,2016,,4.251139,,,,,,,,,,,,,,
Armenia,2017,,4.4245768,,,,,,,,,,,,,,
Armenia,2018,,4.256534,,,,,,,,,,,,,,
Armenia,2019,,,4.2147994,,,,,,,,,,,,,
Armenia,2020,,,4.5927362,,,,,,,,,,,,,
Armenia,2021,,,4.3519135,,,,,,,,,,,,,
Armenia,2022,,,4.192923,,,,,,,,,,,,,
Armenia,2023,,,4.400785,,,,,,,,,,,,,
Australia,1981,,,,,,,,,17.239305,,,,,,,
Australia,1985,,,,,,,,,,17.369389,,,,,,
Australia,1989,,,,,,,,,,,17.617859,,,,,
Australia,1995,,,,,,,,,,,,16.720465,,,,
Australia,2001,,,,,,,,,,,,19.044264,,,,
Australia,2003,,,,,,,,,,,,19.58619,,,,
Australia,2004,,,,,,,,,,,,22.143272,,,,
Australia,2008,,,,,,,,,,,,25.830814,,,,
Australia,2010,,,,,,,,,,,,25.982912,,,,
Australia,2014,,,,,,,,,,,,28.64163,,,,
Australia,2016,,,,,,,,,,,,27.712742,,,,
Australia,2018,,,,,,,,,,,,27.269371,,,,
Australia,2020,,,,,,,,,,,,28.236105,,,,
Austria,1994,,,,,,,,,,27.363325,,,,,,
Austria,1995,,,,,,,,,,26.845901,,,,,,
Austria,1996,,,,,,,,,,26.477652,,,,,,
Austria,1997,,,,,,,,,,26.464558,,,,,,
Austria,1998,,,,,,,,,,27.341345,,,,,,
Austria,1999,,,,,,,,,,28.977497,,,,,,
