country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,8.442033,,,,,,,
Albania,2002,,8.628334,,,,,,
Albania,2005,,9.753929,,,,,,
Albania,2008,,10.682071,,,,,,
Albania,2012,,10.127717,,,,,,
Albania,2014,,,10.791827,,,,,
Albania,2015,,,13.030742,,,,,
Albania,2016,,,13.335877,,,,,
Albania,2017,,,13.207341,,,,,
Albania,2018,,,,14.170699,,,,
Albania,2019,,,,14.631819,,,,
Albania,2020,,,,14.8471575,,,,
Algeria,1988,8.074406,,,,,,,
Algeria,1995,,8.057786,,,,,,
Algeria,2011,,,10.453507,,,,,
Angola,2000,8.38026,,,,,,,
Angola,2008,,7.401682,,,,,,
Angola,2018,,,6.2180524,,,,,
Armenia,1999,,5.8629184,,,,,,
Armenia,2001,,5.5708966,,,,,,
Armenia,2002,,5.843683,,,,,,
Armenia,2003,,6.006046,,,,,,
Armenia,2004,,7.4464407,,,,,,
Armenia,2005,,8.205036,,,,,,
Armenia,2006,,7.9198685,,,,,,
Armenia,2007,,8.821986,,,,,,
Armenia,2008,,9.017011,,,,,,
Armenia,2009,,8.014208,,,,,,
Armenia,2010,,8.182075,,,,,,
Armenia,2011,,8.352532,,,,,,
Armenia,2012,,8.6526985,,,,,,
Armenia,2013,,8.978105,,,,,,
Armenia,2014,,9.208322,,,,,,
Armenia,2015,,9.871495,,,,,,
Armenia,2016,,10.392157,,,,,,
Armenia,2017,,10.110851,,,,,,
Armenia,2018,,10.10834,,,,,,
Armenia,2019,,,9.087722,,,,,
Armenia,2020,,,8.58978,,,,,
Armenia,2021,,,8.941559,,,,,
Armenia,2022,,,8.8647175,,,,,
Armenia,2023,,,8.848503,,,,,
Azerbaijan,1995,6.137846,,,,,,,
Azerbaijan,2001,,7.4934044,,,,,,
Azerbaijan,2002,,9.457272,,,,,,
Azerbaijan,2003,,9.852747,,,,,,
Azerbaijan,2004,,10.139338,,,,,,
Azerbaijan,2005,,11.274604,,,,,,
Bangladesh,1983,3.4545991,,,,,,,
Bangladesh,1985,3.8135316,,,,,,,
Bangladesh,1988,3.5017283,,,,,,,
Bangladesh,1991,,3.4234407,,,,,,
Bangladesh,1995,,4.1562796,,,,,,
Bangladesh,2000,,,4.292051,,,,,
Bangladesh,2005,,,4.790782,,,,,
