country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,1856845,,,,,,,
Albania,2002,,1860622,,,,,,
Albania,2005,,1505531,,,,,,
Albania,2008,,1280414,,,,,,
Albania,2012,,1331294,,,,,,
Albania,2014,,,1343223,,,,,
Albania,2015,,,944027,,,,,
Albania,2016,,,945425,,,,,
Albania,2017,,,938568,,,,,
Albania,2018,,,,691578,,,,
Albania,2019,,,,613498,,,,
Albania,2020,,,,565560,,,,
Algeria,1988,16328665,,,,,,,
Algeria,1995,,18561995,,,,,,
Algeria,2011,,,15490615,,,,,
Angola,2000,11370906,,,,,,,
Angola,2008,,15775762,,,,,,
Angola,2018,,,25185311,,,,,
Armenia,1999,,2672230,,,,,,
Armenia,2001,,2744739,,,,,,
Armenia,2002,,2708576,,,,,,
Armenia,2003,,2701948,,,,,,
Armenia,2004,,2410089,,,,,,
Armenia,2005,,2225660,,,,,,
Armenia,2006,,2088821,,,,,,
Armenia,2007,,1854974,,,,,,
Armenia,2008,,1736712,,,,,,
Armenia,2009,,1992237,,,,,,
Armenia,2010,,2008766,,,,,,
Armenia,2011,,1908533,,,,,,
Armenia,2012,,1802771,,,,,,
Armenia,2013,,1735224,,,,,,
Armenia,2014,,1662559,,,,,,
Armenia,2015,,1522288,,,,,,
Armenia,2016,,1372553,,,,,,
Armenia,2017,,1571284,,,,,,
Armenia,2018,,1566320,,,,,,
Armenia,2019,,,1691826,,,,,
Armenia,2020,,,1722243,,,,,
Armenia,2021,,,1688104,,,,,
Armenia,2022,,,1654056,,,,,
Armenia,2023,,,1687777,,,,,
Azerbaijan,1995,6159612,,,,,,,
Azerbaijan,2001,,5926995,,,,,,
Azerbaijan,2002,,4389852,,,,,,
Azerbaijan,2003,,4020158,,,,,,
Azerbaijan,2004,,3960578,,,,,,
Azerbaijan,2005,,3015427,,,,,,
Bangladesh,1983,94156827,,,,,,,
Bangladesh,1985,97541106,,,,,,,
Bangladesh,1988,104686268,,,,,,,
Bangladesh,1991,,111635894,,,,,,
Bangladesh,1995,,115558277,,,,,,
Bangladesh,2000,,,124208520,,,,,
Bangladesh,2005,,,130278126,,,,,
Bangladesh,2010,,,134827830,,,,,
Bangladesh,2016,,,137866505,,,,,
Bangladesh,2022,,,,121103583,,,,
Barbados,2016,44106,,,,,,,
Belarus,1998,,9406392,,,,,,
Belarus,1999,,9247149,,,,,,
Belarus,2000,,8921064,,,,,,
Belarus,2001,,7994167,,,,,,
Belarus,2002,,7504869,,,,,,
Belarus,2003,,7182017,,,,,,
Belarus,2004,,6272298,,,,,,
Belarus,2005,,4564245,,,,,,
Belarus,2006,,3526213,,,,,,
Belarus,2007,,2696089,,,,,,
Belarus,2008,,2285997,,,,,,
Belarus,2009,,2117607,,,,,,
Belarus,2010,,1710748,,,,,,
Belarus,2011,,1377605,,,,,,
Belarus,2012,,866809,,,,,,
Belarus,2013,,551948,,,,,,
Belarus,2014,,506990,,,,,,
Belarus,2015,,645570,,,,,,
Belarus,2016,,697900,,,,,,
Belarus,2017,,583119,,,,,,
Belarus,2018,,410303,,,,,,
Belarus,2019,,363580,,,,,,
Belarus,2020,,247910,,,,,,
Belize,1995,,98032,,,,,,
Belize,2018,,,,75188,,,,
Benin,2003,7638769,,,,,,,
Benin,2011,,9596092,,,,,,
Benin,2015,,10588164,,,,,,
Benin,2018,,,11058654,,,,,
Benin,2021,,,11833351,,,,,
Bhutan,2003,485335,,,,,,,
Bhutan,2007,,441803,,,,,,
Bhutan,2012,,348115,,,,,,
Bhutan,2017,,320898,,,,,,
Bhutan,2022,,,78548,,,,,
Bosnia and Herzegovina,2001,844560,,,,,,,
Bosnia and Herzegovina,2004,402866,,,,,,,
Bosnia and Herzegovina,2007,,271558,,,,,,
Bosnia and Herzegovina,2011,,303849,,,,,,
Botswana,1985,972875,,,,,,,
Botswana,1993,1147789,,,,,,,
Botswana,2002,,1243654,,,,,,
Botswana,2009,,1254986,,,,,,
Botswana,2015,,1408802,,,,,,
Bulgaria,1989,0,,,,,,,
Bulgaria,1994,825277,,,,,,,
Bulgaria,1995,,,,1796949,,,,
Bulgaria,1997,,,5216903,,,,,
Bulgaria,2001,,,,2864780,,,,
Bulgaria,2003,,,,,2897661,,,
Bulgaria,2007,,,,,1375980,,,
Burkina Faso,1994,10002376,,,,,,,
Burkina Faso,1998,,10918957,,,,,,
Burkina Faso,2003,,12447900,,,,,,
Burkina Faso,2009,,,15069332,,,,,
Burkina Faso,2014,,,,17231825,,,,
Burkina Faso,2018,,,,,18522358,,,
Burkina Faso,2021,,,,,20189884,,,
Burundi,1992,5803221,,,,,,,
Burundi,1998,,6146077,,,,,,
Burundi,2006,,7750199,,,,,,
Burundi,2013,,10315379,,,,,,
Burundi,2020,,,12344294,,,,,
Cameroon,1996,12049517,,,,,,,
Cameroon,2001,,12595509,,,,,,
Cameroon,2007,,14910419,,,,,,
Cameroon,2014,,16037887,,,,,,
Cameroon,2021,,,20268453,,,,,
Cape Verde,2001,371801,,,,,,,
Cape Verde,2007,,369587,,,,,,
Cape Verde,2015,,,333038,,,,,
Central African Republic,1992,2998004,,,,,,,
Central African Republic,2008,,4213784,,,,,,
Central African Republic,2021,,,4911303,,,,,
Chad,2003,9125007,,,,,,,
Chad,2011,11286789,,,,,,,
Chad,2018,,14792105,,,,,,
Chad,2022,,16515189,,,,,,
China,1990,,1126662619,,,,,,
China,1993,,1161012918,,,,,,
China,1996,,1173856096,,,,,,
China,1999,,1183343372,,,,,,
China,2002,,1143266781,,,,,,
China,2005,,1065858492,,,,,,
China,2008,,966933651,,,,,,
China,2010,,884209601,,,,,,
China,2011,,843112118,,,,,,
China,2012,,785713301,,,,,,
China,2013,,,704173876,,,,,
China,2014,,,641060143,,,,,
China,2015,,,584852825,,,,,
China,2016,,,537286009,,,,,
China,2017,,,507308291,,,,,
China,2018,,,451962981,,,,,
China,2019,,,406444076,,,,,
China,2020,,,415614368,,,,,
China,2021,,,296155573,,,,,
China,2022,,,303983858,,,,,
China (rural),1990,,829783828,,,,,,
China (rural),1993,,831927816,,,,,,
China (rural),1996,,812211798,,,,,,
China (rural),1999,,797617798,,,,,,
China (rural),2002,,760480921,,,,,,
China (rural),2005,,704615857,,,,,,
China (rural),2008,,644452339,,,,,,
China (rural),2010,,599922598,,,,,,
China (rural),2011,,573658978,,,,,,
China (rural),2012,,540406604,,,,,,
China (rural),2013,,,471755436,,,,,
China (rural),2014,,,426670300,,,,,
China (rural),2015,,,386665689,,,,,
China (rural),2016,,,352370657,,,,,
China (rural),2017,,,323496095,,,,,
China (rural),2018,,,277887533,,,,,
China (rural),2019,,,244262886,,,,,
China (rural),2020,,,238507645,,,,,
China (rural),2021,,,163536004,,,,,
China (rural),2022,,,159159571,,,,,
China (urban),1990,,296878810,,,,,,
China (urban),1993,,329085193,,,,,,
China (urban),1996,,361644305,,,,,,
China (urban),1999,,385725580,,,,,,
China (urban),2002,,382785845,,,,,,
China (urban),2005,,361242686,,,,,,
China (urban),2008,,322481335,,,,,,
China (urban),2010,,284287046,,,,,,
China (urban),2011,,269453122,,,,,,
China (urban),2012,,245306710,,,,,,
China (urban),2013,,,232418512,,,,,
China (urban),2014,,,214389859,,,,,
China (urban),2015,,,198187135,,,,,
China (urban),2016,,,184915377,,,,,
China (urban),2017,,,183812179,,,,,
China (urban),2018,,,174075476,,,,,
China (urban),2019,,,162181190,,,,,
China (urban),2020,,,177106719,,,,,
China (urban),2021,,,132619571,,,,,
China (urban),2022,,,144824277,,,,,
Comoros,2004,445591,,,,,,,
Comoros,2014,,545855,,,,,,
Congo,2005,3287474,,,,,,,
Congo,2011,3872919,,,,,,,
Cote d'Ivoire,1985,6118349,,,,,,,
Cote d'Ivoire,1986,7069962,,,,,,,
Cote d'Ivoire,1987,8070809,,,,,,,
Cote d'Ivoire,1988,9300385,,,,,,,
Cote d'Ivoire,1992,,11778074,,,,,,
Cote d'Ivoire,1995,,13197967,,,,,,
Cote d'Ivoire,1998,,14920360,,,,,,
Cote d'Ivoire,2008,,,19173751,,,,,
Cote d'Ivoire,2015,,,22769898,,,,,
Cote d'Ivoire,2018,,,,22152926,,,,
Cote d'Ivoire,2021,,,,24436989,,,,
Croatia,1998,,17243,,,,,,
Croatia,1999,,,193997,,,,,
Croatia,2000,,,175962,,,,,
Croatia,2001,,,242543,,,,,
Croatia,2004,,25581,,,,,,
Croatia,2008,,38775,,,,,,
Croatia,2009,,41411,,,,,,
Croatia,2010,,42231,,,,,,
Democratic Republic of Congo,2004,58422908,,,,,,,
Democratic Republic of Congo,2012,72673066,,,,,,,
Democratic Republic of Congo,2020,,94040879,,,,,,
Djibouti,2002,670787,,,,,,,
Djibouti,2012,,749186,,,,,,
Djibouti,2013,,,804334,,,,,
Djibouti,2017,,,,852258,,,,
East Timor,2001,772261,,,,,,,
East Timor,2007,989427,,,,,,,
East Timor,2014,1134228,,,,,,,
Egypt,1990,43768925,,,,,,,
Egypt,1995,51415513,,,,,,,
Egypt,1999,,46524057,,,,,,
Egypt,2004,,,58081778,,,,,
Egypt,2008,,,61975545,,,,,
Egypt,2010,,,,57200237,,,,
Egypt,2012,,,,57112187,,,,
Egypt,2015,,,,56561712,,,,
Egypt,2017,,,,70223680,,,,
Egypt,2019,,,,,67330154,,,
Egypt,2021,,,,65608210,,,,
Equatorial Guinea,2022,1063875,,,,,,,
Estonia,1995,,577757,,,,,,
Estonia,1998,,472749,,,,,,
Estonia,2000,,,501199,,,,,
Estonia,2001,,,534219,,,,,
Estonia,2002,,,496004,,,,,
Estonia,2003,,,460212,,,,,
Estonia,2004,,,358397,,,,,
Eswatini,1994,951251,,,,,,,
Eswatini,2000,,948959,,,,,,
Eswatini,2009,,975314,,,,,,
Eswatini,2016,,912951,,,,,,
Ethiopia,1995,,55972164,,,,,,
Ethiopia,1999,,64860848,,,,,,
Ethiopia,2004,,73924676,,,,,,
Ethiopia,2010,,85615461,,,,,,
Ethiopia,2015,,94631115,,,,,,
Ethiopia,2021,,114172728,,,,,,
Ethiopia (rural),1981,31459953,,,,,,,
Fiji,2002,451528,,,,,,,
Fiji,2008,442259,,,,,,,
Fiji,2013,428292,,,,,,,
Fiji,2019,,561047,,,,,,
Gabon,2005,833426,,,,,,,
Gabon,2017,,708990,,,,,,
Gambia,1998,1325269,,,,,,,
Gambia,2003,,1427309,,,,,,
Gambia,2010,,,1642364,,,,,
Gambia,2015,,,,1765766,,,,
Gambia,2020,,,,1971653,,,,
Georgia,1996,2693223,,,,,,,
