country,year,mean,median,mld,gini,polarization,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile1_thr,decile2_thr,decile3_thr,decile4_thr,decile5_thr,decile6_thr,decile7_thr,decile8_thr,decile9_thr,headcount_40_median,headcount_50_median,headcount_60_median,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_gap_index_40_median,poverty_gap_index_50_median,poverty_gap_index_60_median,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,spl,spr,pg,cpi,ppp,headcount_100,headcount_1000,headcount_2000,headcount_300,headcount_3000,headcount_4000,headcount_420,headcount_500,headcount_700,headcount_830,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_300,headcount_ratio_3000,headcount_ratio_4000,headcount_ratio_420,headcount_ratio_500,headcount_ratio_700,headcount_ratio_830,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_300,income_gap_ratio_3000,income_gap_ratio_4000,income_gap_ratio_420,income_gap_ratio_500,income_gap_ratio_700,income_gap_ratio_830,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_300,poverty_gap_index_3000,poverty_gap_index_4000,poverty_gap_index_420,poverty_gap_index_500,poverty_gap_index_700,poverty_gap_index_830,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_300,avg_shortfall_3000,avg_shortfall_4000,avg_shortfall_420,avg_shortfall_500,avg_shortfall_700,avg_shortfall_830,total_shortfall_100,total_shortfall_1000,total_shortfall_2000,total_shortfall_300,total_shortfall_3000,total_shortfall_4000,total_shortfall_420,total_shortfall_500,total_shortfall_700,total_shortfall_830,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,bottom50_share,middle40_share,palma_ratio,s80_s20_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio,top1_thr,top1_share,top1_avg,top90_99_share
Albania,1996,8.442033,7.4193306,0.119104326,0.27010342,0.24129327,3.8817883,5.2792296,6.370657,7.5240254,8.346224,9.24573,10.778961,12.611617,15.250771,20.710997,3.9310687,4.9895897,5.756649,6.6360745,7.4193306,8.557355,9.788168,11.381599,14.009768,90212,239127,468949,2.8475664,7.548123,14.802514,14.569795,17.258772,19.726994,0.4148853,1.3027133,2.920094,0.4323925,0.6402427,0.87816656,39006.992,153099.31,411815.3,5.01,0.20390193,4.2094283,0.3724766,50.772305,0,2267999,3111557,94022,3161263,3165260,376215,640640,1384102,1856845,0.0,71.59013,98.21732,2.9678411,99.78631,99.91247,11.875356,20.22202,43.689644,58.611904,,37.18323,59.265453,14.818174,72.086136,78.99122,19.316141,22.485441,28.715986,31.97784,0.0,26.619524,58.208935,0.43977898,71.93209,78.92207,2.2938592,4.5470085,12.545909,18.742826,,3.718323,11.85309,0.4445452,21.625841,31.596487,0.81127787,1.1242721,2.010119,2.6541607,0.0,8433153.0,36881570.0,41797.03,68364970.0,100011095,305214.9,720253.6,2782209.8,4928365.0,3.2770183,4.456743,5.3781295,6.351807,7.0459094,7.805276,9.099634,10.646769,12.874751,17.484291,31.401924,47.88708,0.8983026,3.925521,3.5638573,1.8882792,1.8873571,22.089111,3.2639053,27.553995,17.44709
Albania,2002,8.628334,7.1171546,0.1648116,0.3173898,0.26898164,3.5234532,4.8484454,5.852072,6.73763,7.640787,8.838444,10.232465,11.986897,14.999922,25.339884,3.72681,4.653591,5.4212823,6.2358346,7.1171546,8.158232,9.485931,11.335605,14.888265,98007,256479,488789,3.2122831,8.406373,16.020554,17.488306,18.726814,20.632385,0.5617735,1.5742441,3.3054245,0.4978679,0.6664082,0.8810632,48794.54,170919.7,430654.03,4.859,0.22440396,4.42931,0.6539548,50.772305,1415,2232706,2919981,127981,3012616,3042546,459561,750124,1505524,1860622,0.046370625,73.179245,95.7054,4.194722,98.74161,99.72257,15.062597,24.586086,49.345104,60.983803,40.273975,39.582886,61.321167,17.172302,72.59133,78.8076,20.60031,23.306217,29.930809,34.60247,0.018678298,28.966457,58.687664,0.7203282,71.67784,78.58898,3.1029391,5.730087,14.769389,21.101904,0.40273976,3.9582887,12.264234,0.5151691,21.7774,31.523043,0.8652129,1.1653109,2.0951567,2.8720052,569.8768,8837695.0,35811330.0,65931.85,65606940.0,95910306,397618.12,874127.6,3154308.8,5343716.0,3.0401533,4.1834006,5.0493627,5.8134522,6.592726,7.626105,8.828913,10.342696,12.942433,21.864098,28.602386,46.057728,1.2088716,4.8184776,3.9949083,2.0918844,1.9097176,32.413456,4.9708257,42.889946,20.369059
Albania,2005,9.753929,8.300112,0.15441276,0.30595654,0.25452867,3.487046,4.9362955,5.9658203,6.9354653,7.9654226,9.03909,10.406513,12.102874,14.829844,24.331627,4.239303,5.3666677,6.331617,7.2309785,8.300112,9.396186,10.941478,12.854214,16.43014,123320,270779,502189,4.0950017,8.991532,16.67577,16.873285,20.325966,21.970509,0.69095886,1.8276169,3.663754,0.56020063,0.84353894,1.094146,69083.94,228412.64,549468.1,5.45,0.20997505,3.8609967,0.70272,50.772305,0,1939733,2840148,79811,2968376,2996856,283768,508979,1138661,1505531,0.0,64.41114,94.3105,2.6502175,98.56845,99.51416,9.42284,16.901241,37.810593,49.992928,,35.324097,56.767017,15.321558,69.049194,76.20842,20.330582,21.988163,27.379345,31.164537,0.0,22.752651,53.53725,0.40605482,68.06072,75.83817,1.9157208,3.7162747,10.352292,15.5800705,,3.5324097,11.353403,0.45964673,20.714758,30.48337,0.8538844,1.0994081,1.9165542,2.5866568,0.0,6851931.5,32245346.0,36684.863,61489190.0,91354268,242305.06,559575.6,2182305.5,3894292.0,3.40124,4.8148274,5.819019,6.764804,7.769417,8.816665,10.150439,11.805058,14.464925,23.732897,29.290049,46.378323,1.1410106,4.649161,3.87567,1.9795083,1.9578953,32.715214,4.775336,46.578285,19.556292
Albania,2008,10.682071,8.9390335,0.14889339,0.2998467,0.24731112,3.7382982,5.143395,6.098502,6.9847255,7.901133,8.937947,10.288301,11.9204645,14.5468025,24.44043,4.894871,6.033317,6.9748726,7.9665155,8.9390335,10.182643,11.87059,13.805105,17.503983,66653,213023,416140,2.2614958,7.2277145,14.119289,14.557065,16.53358,19.20988,0.32920554,1.1949975,2.7123,0.52050436,0.7389711,1.0303066,34693.18,157417.84,428751.8,5.77,0.17260982,3.450628,0.7643803,50.772305,0,1730550,2758024,24383,2893258,2924241,173212,320700,893076,1280414,0.0,58.716167,93.57756,0.8273079,98.16591,99.21715,5.8769546,10.88108,30.301338,43.44341,,31.657469,53.331837,16.435265,66.68077,74.38184,14.507875,18.69011,23.67428,27.231995,0.0,18.588055,49.90662,0.13596822,65.457794,73.799545,0.85261977,2.0336883,7.173627,11.830509,,3.165747,10.666367,0.49305794,20.004232,29.752737,0.6093308,0.93450546,1.6571996,2.2602556,0.0,5478483.0,29418096.0,12022.232,57877404.0,87004172,105543.4,299695.9,1480005.1,2894062.8,3.9932766,5.494211,6.514463,7.4611335,8.440046,9.547579,10.990037,12.733524,15.538998,26.10744,29.866055,45.693516,1.1127028,4.389617,3.5759842,1.9581516,1.8262041,38.25207,5.61508,59.980682,18.82535
Albania,2012,10.127717,8.768968,0.13841707,0.28960484,0.24998792,3.6604352,5.1925364,6.146083,7.0334992,8.079974,9.261775,10.513341,12.29249,14.890212,22.929655,4.6928935,5.7760563,6.644682,7.619505,8.768968,9.935803,11.447167,13.511883,17.042887,101294,224871,430501,3.492413,7.7531123,14.842823,19.973211,20.8615,21.673386,0.69754714,1.617413,3.2169394,0.7005778,0.9146691,1.1403193,70964.33,205682.55,490908.6,5.684,0.18918204,3.6345751,0.8548524,50.772305,699,1751554,2735508,52050,2862423,2890412,189559,367156,981832,1331294,0.024100756,60.390068,94.314835,1.7945902,98.690605,99.6556,6.5356,12.658806,33.851585,45.900337,11.551824,33.33443,54.4352,21.196653,67.51989,75.06791,21.125864,21.082624,24.825024,29.130117,0.002784003,20.130684,51.34046,0.38039076,66.63578,74.80937,1.3807048,2.6688075,8.4036665,13.370824,0.11551824,3.333443,10.88704,0.63589954,20.255966,30.027163,0.88728625,1.0541312,1.7377516,2.4177997,80.747246,5838705.5,29781584.0,33098.574,57981148.0,86790871,168193.1,387030.6,1706180.1,3218802.5,3.7071853,5.2588534,6.2245784,7.123329,8.183169,9.380064,10.647614,12.449486,15.080385,23.222506,30.112528,46.957817,1.0407171,4.271997,3.6316373,1.9435455,1.868563,31.333857,4.1118374,41.643524,18.817818
Albania,2014,10.791827,8.827485,0.19866157,0.34598896,0.3243097,2.8540807,4.174344,5.2298417,6.304867,7.5132675,8.93382,10.591204,12.727552,16.126854,25.54417,3.9085512,5.085088,6.189861,7.4695783,8.827485,10.467719,12.46853,15.076863,20.279427,216960,413209,642412,7.509593,14.302338,22.235682,19.105904,22.75876,25.78945,1.434776,3.2550316,5.7344604,0.6746283,1.0045131,1.3659359,146367.36,415073.88,877493.6,5.714,0.25435326,3.8391902,0.88558424,50.772305,0,1657332,2587509,106207,2819118,2867530,361091,562465,1056759,1343223,0.0,57.364906,89.56094,3.6761396,97.577576,99.25326,12.498381,19.468485,36.57738,46.492706,,38.85331,55.634705,17.282625,66.301575,73.72429,21.985828,24.854872,31.434145,34.851936,0.0,22.288168,49.82697,0.6353305,64.69548,73.17376,2.7478707,4.838869,11.497792,16.203611,,3.885331,11.126941,0.51847875,19.890472,29.489716,0.9234047,1.2427436,2.20039,2.8927107,0.0,6439283.5,28791060.0,55066.074,56073588.0,84562642,333433.12,698999.8,2325282.2,3885555.5,3.0800745,4.50488,5.6439548,6.8041034,8.108189,9.641224,11.429844,13.735354,17.403822,27.566826,26.0764,48.37943,1.3760699,5.9289274,5.1884766,2.297305,2.2585056,37.63697,4.2426925,45.786407,21.301477
Albania,2015,13.030742,10.6873455,0.17549548,0.32753733,0.30036378,3.1547363,4.546781,5.5666924,6.5791516,7.6198263,8.886631,10.475902,12.525942,15.870479,24.77386,5.1787176,6.5999846,7.918185,9.199945,10.6873455,12.535031,14.858512,18.022335,23.84755,142897,310087,540449,4.9604883,10.764287,18.761019,19.091166,21.488256,23.260038,0.94701546,2.3130565,4.3638186,0.8161355,1.1482621,1.4915285,116623.32,356061.16,806095.06,6.644,0.2020212,3.0298226,0.9023764,50.772305,0,1308080,2420018,32116,2743521,2837650,135941,245378,657612,944027,0.0,45.408344,84.00788,1.1148642,95.23791,98.50547,4.719039,8.517996,22.828173,32.770725,,31.629192,49.44637,10.852859,60.821598,68.74703,18.692,21.19179,25.181599,28.192001,0.0,14.362298,41.538857,0.12099491,57.925213,67.71958,0.88207954,1.8051145,5.7485,9.238721,,3.1629193,9.889274,0.32558575,18.246479,27.498812,0.785064,1.0595895,1.7627119,2.3399363,0.0,4137351.5,23932222.0,10456.513,50059600.0,78032004,106722.38,259999.95,1159180.5,2208963.0,4.1108556,5.924793,7.253813,8.573123,9.929199,11.579939,13.650877,16.322231,20.68041,32.282177,27.467188,47.758953,1.2482194,5.277446,4.604914,2.231382,2.063705,44.296993,3.9049637,50.88457,20.868896
Albania,2016,13.335877,10.9340105,0.18758059,0.33736297,0.31438035,2.9695864,4.351269,5.4228764,6.428808,7.5197735,8.896704,10.520704,12.704036,16.140213,25.04603,5.0020223,6.5503545,7.9278755,9.196131,10.9340105,12.870123,15.322636,18.964993,24.637026,189031,366837,577118,6.572461,12.754677,20.065971,18.648163,22.542297,25.512579,1.2256457,2.875194,5.11935,0.8155968,1.2323886,1.6737288,154173.08,452085.72,965939.0,6.767,0.21463983,3.0385175,0.91388565,50.772305,0,1290395,2363050,32805,2717021,2820336,168243,287207,663017,945425,0.0,44.866104,82.16159,1.1406198,94.46891,98.061104,5.8496895,9.98597,23.05262,32.871754,,32.65724,49.706802,12.702438,60.493885,68.368935,17.525518,20.83005,26.703136,29.190907,0.0,14.652038,40.839893,0.14488487,57.147907,67.04332,1.0251886,2.0800855,6.155776,9.595565,,3.2657242,9.94136,0.38107315,18.148165,27.347574,0.7360717,1.0415025,1.8692195,2.4228454,0.0,4214074.0,23491932.0,12501.105,49308948.0,77129346,123838.914,299126.8,1239324.4,2290618.5,3.960204,5.8027987,7.2318816,8.5733795,10.028277,11.864534,14.030282,16.941946,21.524391,33.401077,26.692312,48.261658,1.3063492,5.625879,4.925413,2.253247,2.185918,45.534103,3.9570973,52.771362,21.088932
Albania,2017,13.207341,10.84116,0.17990847,0.33055663,0.30852225,3.0917737,4.458799,5.4791036,6.5082407,7.604893,8.908579,10.544003,12.717416,16.081602,24.60559,5.219715,6.6068134,7.8922677,9.29324,10.84116,12.738681,15.239275,18.6856,24.178703,151469,334884,550249,5.2713103,11.654407,19.14936,21.121582,21.469471,24.363068,1.1133853,2.5021367,4.6653748,0.9159298,1.1637698,1.5847435,138734.97,389727.88,872003.5,6.721,0.2096293,3.0287595,0.93204147,50.772305,0,1285058,2386634,41505,2725551,2830207,135399,247600,665552,938568,0.0,44.721672,83.05794,1.4444441,94.85269,98.49483,4.712046,8.616797,23.162056,32.663357,,32.138508,49.28947,15.29183,60.45671,68.31118,20.882233,21.678255,25.23017,28.574942,0.0,14.372878,40.938816,0.22087938,57.34481,67.28299,0.98398316,1.8679715,5.8438287,9.33354,,3.2138507,9.857894,0.4587549,18.137014,27.324472,0.87705374,1.0839127,1.766112,2.37172,0.0,4129984.8,23527186.0,19040.621,49433356.0,77333914,118752.195,268376.8,1175439.4,2226020.8,4.083411,5.888888,7.236439,8.595655,10.044042,11.765864,13.925824,16.796324,21.23952,32.497444,27.14281,48.2516,1.2593763,5.388623,4.6321883,2.230269,2.076964,43.595726,3.8803327,51.24888,20.725258
Albania,2018,14.170699,12.386626,0.15240441,0.30148283,0.26593012,3.1707358,4.7677765,5.9737453,7.073073,8.134095,9.344978,10.749898,12.595945,15.45517,22.734581,5.82765,7.659059,9.263575,10.745103,12.386626,14.148034,16.362328,19.632803,24.819462,172266,336753,534536,6.009877,11.748401,18.648508,21.343851,23.764204,26.184834,1.2827415,2.7919111,4.883077,1.0575132,1.4717916,1.9460504,182173.56,495630.25,1040234.0,7.493,0.19025144,2.7019148,0.95094377,50.772305,0,997374,2321691,28951,2723095,2825206,101251,181373,471053,691578,0.0,34.79563,80.99742,1.0100294,95.00133,98.56368,3.532371,6.3276043,16.433752,24.127262,,30.04798,44.71294,10.216701,56.822388,65.75972,18.874905,21.050919,24.943262,27.40064,0.0,10.455388,36.216335,0.103190824,53.982018,64.81521,0.6667315,1.3320193,4.0991125,6.611024,,3.004798,8.942588,0.306501,17.046717,26.303886,0.792746,1.0525459,1.7460283,2.2742531,0.0,2996907.2,20761926.0,8873.511,46419828.0,74313899,80266.33,190903.42,822471.9,1572823.5,4.493154,6.756273,8.465215,10.023039,11.526582,13.242488,15.233357,17.849335,21.901056,32.21649,29.119427,48.145992,1.0833558,4.8106937,4.258914,2.0037305,2.1254923,42.47258,3.4687247,49.154255,19.265856
