country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,14.009768,,,,,,,
Albania,2002,,14.888265,,,,,,
Albania,2005,,16.43014,,,,,,
Albania,2008,,17.503983,,,,,,
Albania,2012,,17.042887,,,,,,
Albania,2014,,,20.279427,,,,,
Albania,2015,,,23.84755,,,,,
Albania,2016,,,24.637026,,,,,
Albania,2017,,,24.178703,,,,,
Albania,2018,,,,24.819462,,,,
Albania,2019,,,,25.424175,,,,
Albania,2020,,,,25.672035,,,,
Algeria,1988,14.290602,,,,,,,
Algeria,1995,,14.864154,,,,,,
Algeria,2011,,,17.06644,,,,,
Angola,2000,16.473812,,,,,,,
Angola,2008,,14.269852,,,,,,
Angola,2018,,,12.165963,,,,,
Armenia,1999,,9.996844,,,,,,
Armenia,2001,,9.932629,,,,,,
Armenia,2002,,10.127645,,,,,,
Armenia,2003,,9.635679,,,,,,
Armenia,2004,,12.545368,,,,,,
Armenia,2005,,13.51968,,,,,,
Armenia,2006,,12.891319,,,,,,
Armenia,2007,,15.072728,,,,,,
Armenia,2008,,14.969996,,,,,,
Armenia,2009,,13.3834505,,,,,,
Armenia,2010,,13.51317,,,,,,
Armenia,2011,,13.763862,,,,,,
Armenia,2012,,14.0841,,,,,,
Armenia,2013,,15.069013,,,,,,
Armenia,2014,,15.129479,,,,,,
Armenia,2015,,15.669337,,,,,,
Armenia,2016,,17.322844,,,,,,
Armenia,2017,,16.182983,,,,,,
Armenia,2018,,16.108616,,,,,,
Armenia,2019,,,14.487823,,,,,
Armenia,2020,,,13.504635,,,,,
Armenia,2021,,,14.424606,,,,,
Armenia,2022,,,14.198376,,,,,
Armenia,2023,,,13.969169,,,,,
Azerbaijan,1995,10.714822,,,,,,,
Azerbaijan,2001,,13.281335,,,,,,
Azerbaijan,2002,,14.602303,,,,,,
Azerbaijan,2003,,15.38952,,,,,,
Azerbaijan,2004,,15.635397,,,,,,
Azerbaijan,2005,,17.700483,,,,,,
Bangladesh,1983,5.428219,,,,,,,
Bangladesh,1985,5.9943357,,,,,,,
Bangladesh,1988,5.6155524,,,,,,,
Bangladesh,1991,,5.459469,,,,,,
Bangladesh,1995,,7.0061097,,,,,,
Bangladesh,2000,,,7.532516,,,,,
Bangladesh,2005,,,8.285154,,,,,
Bangladesh,2010,,,8.833988,,,,,
Bangladesh,2016,,,9.56411,,,,,
Bangladesh,2022,,,,12.70871,,,,
Barbados,2016,32.14031,,,,,,,
Belarus,1998,,7.2956796,,,,,,
Belarus,1999,,7.758982,,,,,,
Belarus,2000,,8.478399,,,,,,
Belarus,2001,,10.350222,,,,,,
Belarus,2002,,11.404972,,,,,,
Belarus,2003,,11.715039,,,,,,
Belarus,2004,,12.752592,,,,,,
Belarus,2005,,15.754676,,,,,,
Belarus,2006,,18.41923,,,,,,
Belarus,2007,,21.570745,,,,,,
Belarus,2008,,21.495192,,,,,,
Belarus,2009,,21.855335,,,,,,
Belarus,2010,,25.172716,,,,,,
Belarus,2011,,25.150604,,,,,,
Belarus,2012,,27.728998,,,,,,
Belarus,2013,,30.58028,,,,,,
Belarus,2014,,32.06856,,,,,,
Belarus,2015,,28.92212,,,,,,
Belarus,2016,,27.385193,,,,,,
Belarus,2017,,28.547548,,,,,,
Belarus,2018,,30.629765,,,,,,
