country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,20.710997,,,,,,,
Albania,2002,,25.339884,,,,,,
Albania,2005,,24.331627,,,,,,
Albania,2008,,24.44043,,,,,,
Albania,2012,,22.929655,,,,,,
Albania,2014,,,25.54417,,,,,
Albania,2015,,,24.77386,,,,,
Albania,2016,,,25.04603,,,,,
Albania,2017,,,24.60559,,,,,
Albania,2018,,,,22.734581,,,,
Albania,2019,,,,23.613953,,,,
Albania,2020,,,,22.755613,,,,
Algeria,1988,29.624128,,,,,,,
Algeria,1995,,26.888584,,,,,,
Algeria,2011,,,22.862358,,,,,
Angola,2000,40.168198,,,,,,,
Angola,2008,,32.30165,,,,,,
Angola,2018,,,39.62174,,,,,
Armenia,1999,,29.62441,,,,,,
Armenia,2001,,29.054943,,,,,,
Armenia,2002,,28.995821,,,,,,
Armenia,2003,,28.195316,,,,,,
Armenia,2004,,31.683737,,,,,,
Armenia,2005,,30.77339,,,,,,
Armenia,2006,,24.44852,,,,,,
Armenia,2007,,25.1116,,,,,,
Armenia,2008,,23.673841,,,,,,
Armenia,2009,,22.912731,,,,,,
Armenia,2010,,25.031858,,,,,,
Armenia,2011,,23.956472,,,,,,
Armenia,2012,,24.53651,,,,,,
Armenia,2013,,24.678698,,,,,,
Armenia,2014,,25.742498,,,,,,
Armenia,2015,,26.73322,,,,,,
Armenia,2016,,25.27453,,,,,,
Armenia,2017,,28.368557,,,,,,
Armenia,2018,,29.197302,,,,,,
Armenia,2019,,,25.232918,,,,,
Armenia,2020,,,21.451658,,,,,
Armenia,2021,,,23.55188,,,,,
Armenia,2022,,,22.992569,,,,,
Armenia,2023,,,22.878227,,,,,
Azerbaijan,1995,26.769892,,,,,,,
Azerbaijan,2001,,29.495562,,,,,,
Azerbaijan,2002,,23.183138,,,,,,
Azerbaijan,2003,,23.582264,,,,,,
Azerbaijan,2004,,24.350721,,,,,,
Azerbaijan,2005,,24.182793,,,,,,
Bangladesh,1983,21.865631,,,,,,,
Bangladesh,1985,23.405548,,,,,,,
Bangladesh,1988,24.582228,,,,,,,
Bangladesh,1991,,23.282,,,,,,
Bangladesh,1995,,28.074661,,,,,,
Bangladesh,2000,,,27.862013,,,,,
Bangladesh,2005,,,27.992825,,,,,
Bangladesh,2010,,,26.921165,,,,,
Bangladesh,2016,,,26.834944,,,,,
Bangladesh,2022,,,,25.472048,,,,
Barbados,2016,25.782362,,,,,,,
Belarus,1998,,24.913055,,,,,,
Belarus,1999,,24.03546,,,,,,
Belarus,2000,,24.039766,,,,,,
Belarus,2001,,23.987226,,,,,,
Belarus,2002,,24.016233,,,,,,
Belarus,2003,,22.625843,,,,,,
Belarus,2004,,21.338913,,,,,,
Belarus,2005,,21.78956,,,,,,
Belarus,2006,,22.393064,,,,,,
Belarus,2007,,23.56434,,,,,,
Belarus,2008,,22.32832,,,,,,
Belarus,2009,,22.570702,,,,,,
Belarus,2010,,22.84286,,,,,,
Belarus,2011,,21.850897,,,,,,
Belarus,2012,,21.78921,,,,,,
Belarus,2013,,22.05661,,,,,,
Belarus,2014,,22.551128,,,,,,
Belarus,2015,,21.19524,,,,,,
Belarus,2016,,21.266428,,,,,,
Belarus,2017,,21.269018,,,,,,
Belarus,2018,,21.388706,,,,,,
Belarus,2019,,21.319176,,,,,,
Belarus,2020,,20.72444,,,,,,
Belize,1995,,44.119392,,,,,,
Belize,2018,,,,29.997482,,,,
Benin,2003,31.084284,,,,,,,
Benin,2011,,34.47216,,,,,,
Benin,2015,,37.58329,,,,,,
Benin,2018,,,30.041811,,,,,
Benin,2021,,,27.157635,,,,,
Bhutan,2003,32.21597,,,,,,,
Bhutan,2007,,29.365276,,,,,,
Bhutan,2012,,30.737484,,,,,,
Bhutan,2017,,27.931229,,,,,,
Bhutan,2022,,,22.70336,,,,,
Bosnia and Herzegovina,2001,24.748814,,,,,,,
Bosnia and Herzegovina,2004,26.355522,,,,,,,
Bosnia and Herzegovina,2007,,25.108654,,,,,,
Bosnia and Herzegovina,2011,,25.137257,,,,,,
Botswana,1985,42.930748,,,,,,,
Botswana,1993,50.395157,,,,,,,
Botswana,2002,,49.99036,,,,,,
Botswana,2009,,46.467773,,,,,,
Botswana,2015,,42.92554,,,,,,
Bulgaria,1989,20.028248,,,,,,,
Bulgaria,1994,20.99202,,,,,,,
Bulgaria,1995,,,,26.343048,,,,
Bulgaria,1997,,,22.76897,,,,,
Bulgaria,2001,,,,24.905876,,,,
Bulgaria,2003,,,,,23.615255,,,
Bulgaria,2007,,,,,22.154726,,,
Burkina Faso,1994,39.436283,,,,,,,
Burkina Faso,1998,,42.705784,,,,,,
Burkina Faso,2003,,33.776512,,,,,,
Burkina Faso,2009,,,32.045467,,,,,
Burkina Faso,2014,,,,29.599487,,,,
Burkina Faso,2018,,,,,35.335205,,,
Burkina Faso,2021,,,,,30.180424,,,
Burundi,1992,26.584759,,,,,,,
Burundi,1998,,32.47406,,,,,,
Burundi,2006,,27.953928,,,,,,
Burundi,2013,,31.024065,,,,,,
Burundi,2020,,,29.863708,,,,,
Cameroon,1996,36.129715,,,,,,,
Cameroon,2001,,33.629833,,,,,,
Cameroon,2007,,33.035305,,,,,,
Cameroon,2014,,35.03972,,,,,,
Cameroon,2021,,,31.147375,,,,,
Cape Verde,2001,42.636074,,,,,,,
Cape Verde,2007,,37.138603,,,,,,
Cape Verde,2015,,,32.289444,,,,,
Central African Republic,1992,47.20408,,,,,,,
Central African Republic,2008,,46.198906,,,,,,
Central African Republic,2021,,,33.141003,,,,,
Chad,2003,30.706749,,,,,,,
Chad,2011,32.431396,,,,,,,
Chad,2018,,29.699617,,,,,,
Chad,2022,,29.52502,,,,,,
China,1990,,25.794586,,,,,,
China,1993,,26.622543,,,,,,
China,1996,,27.297884,,,,,,
China,1999,,29.386732,,,,,,
China,2002,,31.430292,,,,,,
China,2005,,30.860788,,,,,,
China,2008,,31.965733,,,,,,
China,2010,,32.632317,,,,,,
China,2011,,31.817892,,,,,,
China,2012,,31.542345,,,,,,
China,2013,,,30.281559,,,,,
China,2014,,,29.693361,,,,,
China,2015,,,29.412514,,,,,
China,2016,,,29.34975,,,,,
China,2017,,,29.864386,,,,,
China,2018,,,29.433182,,,,,
China,2019,,,29.496235,,,,,
China,2020,,,29.364485,,,,,
China,2021,,,28.240372,,,,,
China,2022,,,28.355509,,,,,
China (rural),1990,,25.945627,,,,,,
China (rural),1993,,23.50313,,,,,,
China (rural),1996,,27.572462,,,,,,
China (rural),1999,,28.869953,,,,,,
China (rural),2002,,30.849907,,,,,,
China (rural),2005,,28.712547,,,,,,
China (rural),2008,,31.481276,,,,,,
China (rural),2010,,32.78837,,,,,,
China (rural),2011,,30.7636,,,,,,
China (rural),2012,,31.459898,,,,,,
China (rural),2013,,,27.00304,,,,,
China (rural),2014,,,26.727512,,,,,
China (rural),2015,,,26.435291,,,,,
China (rural),2016,,,26.389837,,,,,
China (rural),2017,,,27.367329,,,,,
China (rural),2018,,,26.775896,,,,,
China (rural),2019,,,26.441744,,,,,
China (rural),2020,,,26.280567,,,,,
China (rural),2021,,,24.858593,,,,,
China (rural),2022,,,25.72395,,,,,
China (urban),1990,,21.068972,,,,,,
China (urban),1993,,23.177446,,,,,,
China (urban),1996,,23.491446,,,,,,
China (urban),1999,,24.883512,,,,,,
China (urban),2002,,26.476204,,,,,,
China (urban),2005,,27.440125,,,,,,
China (urban),2008,,27.920727,,,,,,
China (urban),2010,,28.405827,,,,,,
China (urban),2011,,28.334278,,,,,,
China (urban),2012,,28.016672,,,,,,
China (urban),2013,,,28.38832,,,,,
China (urban),2014,,,27.901926,,,,,
China (urban),2015,,,27.85798,,,,,
China (urban),2016,,,27.802107,,,,,
