country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,0.8983026,,,,,,,,,,,,,,,
Albania,2002,,1.2088716,,,,,,,,,,,,,,
Albania,2005,,1.1410106,,,,,,,,,,,,,,
Albania,2008,,1.1127028,,,,,,,,,,,,,,
Albania,2012,,1.0407171,,,,,,,,,,,,,,
Albania,2014,,,1.3760699,,,,,,,,,,,,,
Albania,2015,,,1.2482194,,,,,,,,,,,,,
Albania,2016,,,1.3063492,,,,,,,,,,1.6952479,,,
Albania,2017,,,1.2593763,,,,,,,,,,1.5666558,,,
Albania,2018,,,,1.0833558,,,,,,,,,1.480728,,,
Albania,2019,,,,1.0992643,,,,,,,,,,,,
Albania,2020,,,,1.0514045,,,,,,,,,,,,
Algeria,1988,1.6370283,,,,,,,,,,,,,,,
Algeria,1995,,1.4520677,,,,,,,,,,,,,,
Algeria,2011,,,0.99291563,,,,,,,,,,,,,
Angola,2000,3.638158,,,,,,,,,,,,,,,
Angola,2008,,2.1464267,,,,,,,,,,,,,,
Angola,2018,,,3.4635935,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,1.9484148,,,,,,,
Argentina (urban),1986,,,,,,,,,2.145012,,,,,,,
Argentina (urban),1987,,,,,,,,,2.4644432,,,,,,,
Argentina (urban),1991,,,,,,,,,2.6404057,,,,,,,
Argentina (urban),1992,,,,,,,,,,2.4838443,,,,,,
Argentina (urban),1993,,,,,,,,,,2.4087248,,,,,,
Argentina (urban),1994,,,,,,,,,,2.5668378,,,,,,
Argentina (urban),1995,,,,,,,,,,3.0298543,,,,,,
Argentina (urban),1996,,,,,,,,,,3.1410315,,,,,,
Argentina (urban),1997,,,,,,,,,,3.0893292,,,,,,
Argentina (urban),1998,,,,,,,,,,,3.3903537,,,,,
Argentina (urban),1999,,,,,,,,,,,3.223272,,,,,
Argentina (urban),2000,,,,,,,,,,,3.496629,,,,,
Argentina (urban),2001,,,,,,,,,,,4.0665245,,,,,
Argentina (urban),2002,,,,,,,,,,,4.164974,,,,,
Argentina (urban),2003,,,,,,,,,,,,3.4772587,,,,
Argentina (urban),2004,,,,,,,,,,,,3.0225065,,,,
Argentina (urban),2005,,,,,,,,,,,,2.8957787,,,,
Argentina (urban),2006,,,,,,,,,,,,2.683916,,,,
Argentina (urban),2007,,,,,,,,,,,,2.6560843,,,,
Argentina (urban),2008,,,,,,,,,,,,2.4481409,,,,
Argentina (urban),2009,,,,,,,,,,,,2.2889214,,,,
Argentina (urban),2010,,,,,,,,,,,,2.2804706,,,,
Argentina (urban),2011,,,,,,,,,,,,2.156658,,,,
Argentina (urban),2012,,,,,,,,,,,,2.0010314,,,,
Argentina (urban),2013,,,,,,,,,,,,1.9678478,,,,
Argentina (urban),2014,,,,,,,,,,,,2.0411856,,,,
Argentina (urban),2016,,,,,,,,,,,,2.1058156,,,,
Argentina (urban),2017,,,,,,,,,,,,1.9996291,,,,
Argentina (urban),2018,,,,,,,,,,,,2.0345323,,,,
Argentina (urban),2019,,,,,,,,,,,,2.2259076,,,,
Argentina (urban),2020,,,,,,,,,,,,2.1599653,,,,
Argentina (urban),2021,,,,,,,,,,,,2.1119714,,,,
Argentina (urban),2022,,,,,,,,,,,,1.9164876,,,,
Argentina (urban),2023,,,,,,,,,,,,2.1151476,,,,
Argentina (urban),2024,,,,,,,,,,,,2.1060784,,,,
Armenia,1996,,,,,,,,,2.3630447,,,,,,,
Armenia,1999,,1.5463235,,,,,,,,,,,,,,
Armenia,2001,,1.4813666,,,,,,,,,,,,,,
Armenia,2002,,1.4439179,,,,,,,,,,,,,,
Armenia,2003,,1.335432,,,,,,,,,,,,,,
Armenia,2004,,1.6623967,,,,,,,,,,,,,,
Armenia,2005,,1.5485061,,,,,,,,,,,,,,
Armenia,2006,,1.1073625,,,,,,,,,,,,,,
Armenia,2007,,1.1838206,,,,,,,,,,,,,,
Armenia,2008,,1.0667241,,,,,,,,,,,,,,
Armenia,2009,,1.0016693,,,,,,,,,,,,,,
Armenia,2010,,1.129915,,,,,,,,,,,,,,
Armenia,2011,,1.077006,,,,,,,,,,,,,,
Armenia,2012,,1.1063591,,,,,,,,,,,,,,
Armenia,2013,,1.1472408,,,,,,,,,,,,,,
Armenia,2014,,1.2191801,,,,,,,,,,,,,,
Armenia,2015,,1.2860577,,,,,,,,,,,,,,
Armenia,2016,,1.2656617,,,,,,,,,,,,,,
Armenia,2017,,1.3674651,,,,,,,,,,,,,,
Armenia,2018,,1.4344324,,,,,,,,,,,,,,
Armenia,2019,,,1.1398287,,,,,,,,,,,,,
Armenia,2020,,,0.874341,,,,,,,,,,,,,
Armenia,2021,,,1.0160575,,,,,,,,,,,,,
