country,year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2016,,,,,0.27372006,,,
Albania,2017,,,,,0.25417492,,,
Albania,2018,,,,,0.23305129,,,
Argentina (urban),1980,0.28791758,,,,,,,
Argentina (urban),1986,0.3465159,,,,,,,
Argentina (urban),1987,0.3807623,,,,,,,
Argentina (urban),1991,0.38867122,,,,,,,
Argentina (urban),1992,,0.38059014,,,,,,
Argentina (urban),1993,,0.37757483,,,,,,
Argentina (urban),1994,,0.39611414,,,,,,
Argentina (urban),1995,,0.4612841,,,,,,
Argentina (urban),1996,,0.48567218,,,,,,
Argentina (urban),1997,,0.4698882,,,,,,
Argentina (urban),1998,,,0.493546,,,,,
Argentina (urban),1999,,,0.48100287,,,,,
Argentina (urban),2000,,,0.511151,,,,,
Argentina (urban),2001,,,0.5831862,,,,,
Argentina (urban),2002,,,0.5573281,,,,,
Argentina (urban),2003,,,,0.49373645,,,,
Argentina (urban),2004,,,,0.44120044,,,,
Argentina (urban),2005,,,,0.42601502,,,,
Argentina (urban),2006,,,,0.40499976,,,,
Argentina (urban),2007,,,,0.3979328,,,,
Argentina (urban),2008,,,,0.3772437,,,,
Argentina (urban),2009,,,,0.35758454,,,,
Argentina (urban),2010,,,,0.34710255,,,,
Argentina (urban),2011,,,,0.33010724,,,,
Argentina (urban),2012,,,,0.31245315,,,,
Argentina (urban),2013,,,,0.30724207,,,,
Argentina (urban),2014,,,,0.31384662,,,,
Argentina (urban),2016,,,,0.3238681,,,,
Argentina (urban),2017,,,,0.3106483,,,,
Argentina (urban),2018,,,,0.3170667,,,,
Argentina (urban),2019,,,,0.34177187,,,,
Argentina (urban),2020,,,,0.33003634,,,,
Argentina (urban),2021,,,,0.32407454,,,,
Argentina (urban),2022,,,,0.2913188,,,,
Argentina (urban),2023,,,,0.31710574,,,,
Argentina (urban),2024,,,,0.31459206,,,,
Armenia,1996,0.33065516,,,,,,,
Australia,1981,0.18538645,,,,,,,
Australia,1985,,0.1997644,,,,,,
Australia,1989,,,0.20457685,,,,,
Australia,1995,,,,0.19979061,,,,
Australia,2001,,,,0.20995037,,,,
Australia,2003,,,,0.21526943,,,,
Australia,2004,,,,0.19939035,,,,
Australia,2008,,,,0.22477773,,,,
Australia,2010,,,,0.21634549,,,,
Australia,2014,,,,0.21681839,,,,
Australia,2016,,,,0.20701328,,,,
Australia,2018,,,,0.21908005,,,,
Australia,2020,,,,0.22290385,,,,
Austria,1994,,0.16846254,,,,,,
Austria,1995,,0.15689157,,,,,,
Austria,1996,,0.14728649,,,,,,
Austria,1997,,0.1481256,,,,,,
Austria,1998,,0.17446059,,,,,,
Austria,1999,,0.15126903,,,,,,
Austria,2000,,0.145451,,,,,,
Austria,2003,,,0.15912436,,,,,
Austria,2004,,,0.15345895,,,,,
Austria,2005,,,0.14413843,,,,,
Austria,2006,,,0.1523297,,,,,
Austria,2007,,,0.17332669,,,,,
Austria,2008,,,0.17376803,,,,,
Austria,2009,,,0.19321673,,,,,
Austria,2010,,,0.1723734,,,,,
Austria,2011,,,0.18063983,,,,,
Austria,2012,,,0.18182117,,,,,
Austria,2013,,,0.17395663,,,,,
Austria,2014,,,0.17030647,,,,,
Austria,2015,,,0.18697323,,,,,
Austria,2016,,,0.1915852,,,,,
Austria,2017,,,0.16522728,,,,,
Austria,2018,,,0.18545169,,,,,
Austria,2019,,,0.17873563,,,,,
Austria,2020,,,0.18114431,,,,,
Austria,2021,,,0.18593267,,,,,
Austria,2022,,,0.18678902,,,,,
Austria,2023,,,0.19357932,,,,,
Belarus,1993,0.075247206,,,,,,,
Belarus,1995,0.13527745,,,,,,,
Belgium,1985,0.113160595,,,,,,,
Belgium,1988,0.12838764,,,,,,,
Belgium,1992,0.1312279,,,,,,,
Belgium,1995,,0.15554722,,,,,,
Belgium,1997,0.13562997,,,,,,,
Belgium,2000,,0.2153389,,,,,,
Belgium,2003,,,0.14592853,,,,,
Belgium,2004,,,0.17142385,,,,,
Belgium,2005,,,0.1597851,,,,,
Belgium,2006,,,0.14053597,,,,,
Belgium,2007,,,0.15306236,,,,,
Belgium,2008,,,0.14295633,,,,,
Belgium,2009,,,0.14693496,,,,,
Belgium,2010,,,0.14717682,,,,,
Belgium,2011,,,0.14279461,,,,,
Belgium,2012,,,0.1377313,,,,,
Belgium,2013,,,0.13907942,,,,,
Belgium,2014,,,0.13954015,,,,,
Belgium,2015,,,0.13604322,,,,,
Belgium,2016,,,0.1359479,,,,,
Belgium,2017,,,0.13631569,,,,,
Belgium,2018,,,0.13165358,,,,,
Belgium,2019,,,0.1325163,,,,,
Belgium,2020,,,0.11991472,,,,,
Belgium,2021,,,0.124586485,,,,,
Belgium,2022,,,0.122795425,,,,,
Belgium,2023,,,0.12721442,,,,,
Belize,1993,0.69302845,,,,,,,
Belize,1994,0.6974323,,,,,,,
Belize,1996,,,0.5950638,,,,,
Belize,1997,0.71637636,,,,,,,
Belize,1998,0.55665016,,,,,,,
Belize,1999,0.5349612,,,,,,,
Bolivia,1997,,0.6924994,,,,,,
Bolivia,1999,,,0.76272637,,,,,
Bolivia,2000,,,,0.84487444,,,,
Bolivia,2001,,,,0.6826951,,,,
Bolivia,2002,,,,0.7388371,,,,
Bolivia,2004,,,,,0.5678443,,,
Bolivia,2005,,,,,,0.70003045,,
Bolivia,2006,,,,,,0.6480846,,
Bolivia,2007,,,,,,0.5761695,,
Bolivia,2008,,,,,,0.502738,,
Bolivia,2009,,,,,,0.48295376,,
Bolivia,2011,,,,,,0.41067383,,
Bolivia,2012,,,,,,0.43785623,,
Bolivia,2013,,,,,,0.44344124,,
Bolivia,2014,,,,,,0.43757933,,
Bolivia,2015,,,,,,0.4249907,,
Bolivia,2016,,,,,,0.409184,,
Bolivia,2017,,,,,,0.38972947,,
Bolivia,2018,,,,,,0.34450448,,
Bolivia,2019,,,,,,0.31349292,,
Bolivia,2020,,,,,,0.34721306,,
Bolivia,2021,,,,,,0.30179572,,
Bolivia,2022,,,,,,0.31046534,,
Bolivia,2023,,,,,,0.31516126,,
Bolivia (urban),1990,0.29419273,,,,,,,
Bolivia (urban),1992,0.4261791,,,,,,,
Brazil,1981,0.6298904,,,,,,,
Brazil,1982,0.64187795,,,,,,,
Brazil,1983,0.6505518,,,,,,,
Brazil,1984,0.63315046,,,,,,,
Brazil,1985,0.57737595,,,,,,,
Brazil,1986,0.6463918,,,,,,,
Brazil,1987,0.683508,,,,,,,
Brazil,1988,0.7337759,,,,,,,
Brazil,1989,0.786598,,,,,,,
Brazil,1990,0.69880503,,,,,,,
Brazil,1992,0.544915,,,,,,,
Brazil,1993,0.69419473,,,,,,,
Brazil,1995,0.6800845,,,,,,,
Brazil,1996,0.7003092,,,,,,,
Brazil,1997,0.6947763,,,,,,,
Brazil,1998,0.68167305,,,,,,,
Brazil,1999,0.66432405,,,,,,,
Brazil,2001,0.65428877,,,,,,,
Brazil,2002,0.63784087,,,,,,,
Brazil,2003,0.62836164,,,,,,,
Brazil,2004,0.5969363,,,,,,,
Brazil,2005,0.59099114,,,,,,,
Brazil,2006,0.5750448,,,,,,,
Brazil,2007,0.567011,,,,,,,
Brazil,2008,0.54271215,,,,,,,
Brazil,2009,0.5361492,,,,,,,
Brazil,2011,0.5224183,,,,,,,
Brazil,2012,,0.52604455,,,,,,
Brazil,2013,,0.5067199,,,,,,
Brazil,2014,,0.4919637,,,,,,
Brazil,2015,,0.4936026,,,,,,
Brazil,2016,,0.5284035,,,,,,
Brazil,2017,,0.53261834,,,,,,
Brazil,2018,,0.54543304,,,,,,
Brazil,2019,,0.5413598,,,,,,
Brazil,2020,,0.42205885,,,,,,
Brazil,2021,,0.52150935,,,,,,
Brazil,2022,,0.49479944,,,,,,
Brazil,2023,,0.48443967,,,,,,
Bulgaria,1992,,0.15475622,,,,,,
Bulgaria,2006,,,,,,0.2651092,,
Bulgaria,2007,,,,,,0.23649007,,
Bulgaria,2008,,,,,,0.20448112,,
Bulgaria,2009,,,,,,0.20782113,,
Bulgaria,2010,,,,,,0.23615532,,
Bulgaria,2011,,,,,,0.22711685,,
Bulgaria,2012,,,,,,0.24469288,,
Bulgaria,2013,,,,,,0.2572094,,
Bulgaria,2014,,,,,,0.26084924,,
Bulgaria,2015,,,,,,,0.2954525,
Bulgaria,2016,,,,,,,0.31208527,
Bulgaria,2017,,,,,,,0.29960245,
Bulgaria,2018,,,,,,,0.30765292,
Bulgaria,2019,,,,,,,0.29499373,
Bulgaria,2020,,,,,,,0.29063028,
Bulgaria,2021,,,,,,,0.2745003,
Bulgaria,2022,,,,,,,0.26734585,
Bulgaria,2023,,,,,,,0.28408182,
Canada,1971,0.29036495,,,,,,,
Canada,1973,0.25258216,,,,,,,
Canada,1975,0.24181038,,,,,,,
Canada,1977,0.23482956,,,,,,,
Canada,1979,0.22858007,,,,,,,
Canada,1981,0.21129462,,,,,,,
Canada,1982,0.2065071,,,,,,,
Canada,1984,0.21751185,,,,,,,
Canada,1985,0.20869231,,,,,,,
Canada,1986,0.20269258,,,,,,,
Canada,1987,0.19119717,,,,,,,
Canada,1988,0.1872295,,,,,,,
Canada,1989,0.20537786,,,,,,,
Canada,1990,0.20598921,,,,,,,
Canada,1991,0.21448685,,,,,,,
Canada,1992,0.1963965,,,,,,,
Canada,1993,0.20948026,,,,,,,
Canada,1994,0.19532704,,,,,,,
Canada,1995,0.19456668,,,,,,,
Canada,1996,,0.19182536,,,,,,
Canada,1997,,0.19599175,,,,,,
Canada,1998,,0.20025228,,,,,,
Canada,1999,,0.19911443,,,,,,
Canada,2000,,0.20029674,,,,,,
Canada,2001,,0.20068721,,,,,,
Canada,2002,,0.20036604,,,,,,
Canada,2003,,0.20315783,,,,,,
Canada,2004,,0.20391919,,,,,,
Canada,2005,,0.20359102,,,,,,
Canada,2006,,0.20636468,,,,,,
Canada,2007,,0.20181428,,,,,,
Canada,2008,,0.20545745,,,,,,
Canada,2009,,0.20537806,,,,,,
Canada,2010,,0.20004849,,,,,,
Canada,2011,,0.18896908,,,,,,
Canada,2012,,,0.20300883,,,,,
Canada,2013,,,0.21021919,,,,,
Canada,2014,,,0.19804989,,,,,
Canada,2015,,,0.20663086,,,,,
Canada,2016,,,0.19193166,,,,,
Canada,2017,,,0.19889657,,,,,
Canada,2018,,,0.18935093,,,,,
Canada,2019,,,0.18068811,,,,,
Canada,2020,,,0.15344225,,,,,
Canada,2021,,,0.16894345,,,,,
Chile,1987,0.5717583,,,,,,,
Chile,1990,0.591716,,,,,,,
Chile,1992,0.53031456,,,,,,,
Chile,1994,0.5755548,,,,,,,
Chile,1996,0.5364627,,,,,,,
Chile,1998,0.55415314,,,,,,,
Chile,2000,,0.5021198,,,,,,
Chile,2003,,0.47852063,,,,,,
Chile,2006,,,0.3936856,,,,,
Chile,2009,,,0.38792586,,,,,
Chile,2011,,,0.37376544,,,,,
Chile,2013,,,0.3718036,,,,,
Chile,2015,,,0.3485687,,,,,
Chile,2017,,,0.34822667,,,,,
Chile,2020,,,0.39616194,,,,,
Chile,2022,,,0.31662717,,,,,
China,1981,0.1283629,,,,,,,
China,1984,0.11969843,,,,,,,
China,1987,0.14362422,,,,,,,
China (rural),1981,0.09959756,,,,,,,
China (rural),1984,0.115486145,,,,,,,
China (rural),1987,0.1426301,,,,,,,
China (urban),1981,0.0555671,,,,,,,
China (urban),1984,0.049947526,,,,,,,
China (urban),1987,0.06561541,,,,,,,
Colombia,1992,,0.5001881,,,,,,
Colombia,1996,,0.6458715,,,,,,
Colombia,1999,,0.69390523,,,,,,
Colombia,2000,,0.7169409,,,,,,
Colombia,2001,,,0.64640564,,,,,
Colombia,2002,,,,0.5738175,,,,
Colombia,2003,,,,0.52190703,,,,
Colombia,2004,,,,0.54109854,,,,
Colombia,2005,,,,0.5237434,,,,
Colombia,2008,,,,,0.57272786,,,
Colombia,2009,,,,,0.5440977,,,
Colombia,2010,,,,,0.5469599,,,
Colombia,2011,,,,,0.52122617,,,
Colombia,2012,,,,,0.50769955,,,
Colombia,2013,,,,,0.50789666,,,
Colombia,2014,,,,,0.50535196,,,
Colombia,2015,,,,,0.47271374,,,
Colombia,2016,,,,,0.46499243,,,
Colombia,2017,,,,,0.44649616,,,
Colombia,2018,,,,,0.4607993,,,
Colombia,2019,,,,,0.4818555,,,
Colombia,2020,,,,,0.552088,,,
Colombia,2021,,,,,,0.56605214,,
Colombia,2022,,,,,,0.55868757,,
Colombia,2023,,,,,,0.53645533,,
Colombia (urban),1980,0.5618894,,,,,,,
Colombia (urban),1988,,0.50974184,,,,,,
Colombia (urban),1989,,0.49610528,,,,,,
Colombia (urban),1991,,0.47060853,,,,,,
Costa Rica,1981,0.4320084,,,,,,,
Costa Rica,1986,0.24810934,,,,,,,
Costa Rica,1989,,0.42290568,,,,,,
Costa Rica,1990,,0.41580135,,,,,,
