country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,7.548123,,,,,,,
Albania,2002,,8.406373,,,,,,
Albania,2005,,8.991532,,,,,,
Albania,2008,,7.2277145,,,,,,
Albania,2012,,7.7531123,,,,,,
Albania,2014,,,14.302338,,,,,
Albania,2015,,,10.764287,,,,,
Albania,2016,,,12.754677,,,,,
Albania,2017,,,11.654407,,,,,
Albania,2018,,,,11.748401,,,,
Albania,2019,,,,8.627423,,,,
Albania,2020,,,,9.581472,,,,
Algeria,1988,13.894001,,,,,,,
Algeria,1995,,14.55,,,,,,
Algeria,2011,,,7.136,,,,,
Angola,2000,23.44608,,,,,,,
Angola,2008,,17.200949,,,,,,
Angola,2018,,,22.793821,,,,,
Armenia,1999,,9.329973,,,,,,
Armenia,2001,,9.367676,,,,,,
Armenia,2002,,7.3158,,,,,,
Armenia,2003,,6.2967973,,,,,,
Armenia,2004,,8.078434,,,,,,
Armenia,2005,,6.923387,,,,,,
Armenia,2006,,7.0217905,,,,,,
Armenia,2007,,8.244999,,,,,,
Armenia,2008,,6.432165,,,,,,
Armenia,2009,,5.7249055,,,,,,
Armenia,2010,,6.0623517,,,,,,
Armenia,2011,,6.488274,,,,,,
Armenia,2012,,7.3390903,,,,,,
Armenia,2013,,8.006752,,,,,,
Armenia,2014,,8.420474,,,,,,
Armenia,2015,,8.870497,,,,,,
Armenia,2016,,11.737232,,,,,,
Armenia,2017,,6.9483585,,,,,,
Armenia,2018,,7.835563,,,,,,
Armenia,2019,,,7.301773,,,,,
Armenia,2020,,,4.547922,,,,,
Armenia,2021,,,6.268383,,,,,
Armenia,2022,,,6.862517,,,,,
Armenia,2023,,,6.3787966,,,,,
Azerbaijan,1995,12.509773,,,,,,,
Azerbaijan,2001,,9.542062,,,,,,
Azerbaijan,2002,,1.8651206,,,,,,
Azerbaijan,2003,,3.0624547,,,,,,
Azerbaijan,2004,,1.0322694,,,,,,
Azerbaijan,2005,,0.86890215,,,,,,
Bangladesh,1983,6.7500005,,,,,,,
Bangladesh,1985,3.5289998,,,,,,,
Bangladesh,1988,5.416,,,,,,,
Bangladesh,1991,,5.531545,,,,,,
Bangladesh,1995,,5.0648575,,,,,,
Bangladesh,2000,,,5.2097774,,,,,
Bangladesh,2005,,,4.2528977,,,,,
Bangladesh,2010,,,5.07697,,,,,
Bangladesh,2016,,,6.161217,,,,,
Bangladesh,2022,,,,6.804993,,,,
Barbados,2016,13.458246,,,,,,,
Belarus,1998,,10.713508,,,,,,
Belarus,1999,,12.152367,,,,,,
Belarus,2000,,11.053719,,,,,,
Belarus,2001,,10.142511,,,,,,
Belarus,2002,,9.716408,,,,,,
Belarus,2003,,9.281948,,,,,,
Belarus,2004,,7.5295286,,,,,,
Belarus,2005,,8.8488455,,,,,,
Belarus,2006,,9.288402,,,,,,
Belarus,2007,,8.74433,,,,,,
Belarus,2008,,8.489552,,,,,,
Belarus,2009,,7.9431186,,,,,,
Belarus,2010,,8.462791,,,,,,
Belarus,2011,,8.1253605,,,,,,
Belarus,2012,,7.0892596,,,,,,
Belarus,2013,,6.578738,,,,,,
Belarus,2014,,6.835915,,,,,,
Belarus,2015,,6.227987,,,,,,
Belarus,2016,,5.914646,,,,,,
Belarus,2017,,5.1600566,,,,,,
Belarus,2018,,5.202345,,,,,,
Belarus,2019,,5.537032,,,,,,
Belarus,2020,,3.8750398,,,,,,
Belize,1995,,27.251297,,,,,,
Belize,2018,,,,16.001438,,,,
Benin,2003,10.879891,,,,,,,
Benin,2011,,11.737294,,,,,,
Benin,2015,,20.062883,,,,,,
Benin,2018,,,11.088405,,,,,
Benin,2021,,,10.455495,,,,,
Bhutan,2003,12.529556,,,,,,,
Bhutan,2007,,13.719289,,,,,,
Bhutan,2012,,12.306951,,,,,,
Bhutan,2017,,13.765578,,,,,,
Bhutan,2022,,,8.786357,,,,,
Bosnia and Herzegovina,2001,7.6662793,,,,,,,
Bosnia and Herzegovina,2004,11.652456,,,,,,,
Bosnia and Herzegovina,2007,,11.942451,,,,,,
Bosnia and Herzegovina,2011,,11.809263,,,,,,
Botswana,1985,23.443,,,,,,,
Botswana,1993,23.417,,,,,,,
Botswana,2002,,21.98696,,,,,,
Botswana,2009,,21.470524,,,,,,
Botswana,2015,,20.38638,,,,,,
Bulgaria,1989,4.8,,,,,,,
Bulgaria,1994,5.581,,,,,,,
Bulgaria,1995,,,,9.679089,,,,
Bulgaria,1997,,,3.363,,,,,
Bulgaria,2001,,,,13.58091,,,,
Bulgaria,2003,,,,,8.459843,,,
Bulgaria,2007,,,,,9.285949,,,
Burkina Faso,1994,11.401116,,,,,,,
Burkina Faso,1998,,13.714025,,,,,,
Burkina Faso,2003,,13.411252,,,,,,
Burkina Faso,2009,,,11.6261635,,,,,
Burkina Faso,2014,,,,5.2907233,,,,
Burkina Faso,2018,,,,,11.359654,,,
Burkina Faso,2021,,,,,10.468628,,,
Burundi,1992,10.688,,,,,,,
Burundi,1998,,17.357916,,,,,,
Burundi,2006,,3.045843,,,,,,
Burundi,2013,,11.180753,,,,,,
Burundi,2020,,,11.449179,,,,,
Cameroon,1996,11.104882,,,,,,,
Cameroon,2001,,13.291144,,,,,,
Cameroon,2007,,15.775548,,,,,,
Cameroon,2014,,21.731722,,,,,,
Cameroon,2021,,,18.77234,,,,,
Cape Verde,2001,19.322182,,,,,,,
Cape Verde,2007,,17.175539,,,,,,
Cape Verde,2015,,,15.770195,,,,,
Central African Republic,1992,28.825,,,,,,,
Central African Republic,2008,,22.22998,,,,,,
Central African Republic,2021,,,15.295948,,,,,
Chad,2003,13.160011,,,,,,,
Chad,2011,20.302616,,,,,,,
Chad,2018,,10.89302,,,,,,
Chad,2022,,14.038456,,,,,,
China,1990,,8.797537,,,,,,
China,1993,,9.352733,,,,,,
China,1996,,11.732916,,,,,,
China,1999,,13.974714,,,,,,
China,2002,,17.120314,,,,,,
China,2005,,16.121199,,,,,,
China,2008,,18.982092,,,,,,
China,2010,,19.536203,,,,,,
China,2011,,18.116636,,,,,,
China,2012,,18.516289,,,,,,
China,2013,,,15.440501,,,,,
China,2014,,,15.64792,,,,,
China,2015,,,15.033945,,,,,
China,2016,,,14.763247,,,,,
China,2017,,,15.167478,,,,,
China,2018,,,14.777668,,,,,
China,2019,,,13.829686,,,,,
China,2020,,,11.975477,,,,,
China,2021,,,11.627416,,,,,
China,2022,,,12.134342,,,,,
China (rural),1990,,6.9870005,,,,,,
China (rural),1993,,7.3650002,,,,,,
China (rural),1996,,8.98,,,,,,
China (rural),1999,,10.071,,,,,,
China (rural),2002,,11.462,,,,,,
China (rural),2005,,11.886,,,,,,
China (rural),2008,,13.756999,,,,,,
China (rural),2010,,13.622,,,,,,
China (rural),2011,,13.552,,,,,,
China (rural),2012,,14.26,,,,,,
China (rural),2013,,,11.596001,,,,,
China (rural),2014,,,11.936,,,,,
China (rural),2015,,,11.238,,,,,
China (rural),2016,,,11.248,,,,,
China (rural),2017,,,11.455,,,,,
China (rural),2018,,,11.338,,,,,
China (rural),2019,,,9.677,,,,,
China (rural),2020,,,6.221,,,,,
China (rural),2021,,,8.021,,,,,
China (rural),2022,,,8.984,,,,,
China (urban),1990,,7.3059998,,,,,,
China (urban),1993,,8.502,,,,,,
China (urban),1996,,8.757,,,,,,
China (urban),1999,,11.113,,,,,,
China (urban),2002,,11.937,,,,,,
China (urban),2005,,12.8289995,,,,,,
China (urban),2008,,12.785,,,,,,
China (urban),2010,,12.827,,,,,,
China (urban),2011,,12.504999,,,,,,
China (urban),2012,,12.627999,,,,,,
China (urban),2013,,,14.712,,,,,
China (urban),2014,,,15.231999,,,,,
China (urban),2015,,,14.724999,,,,,
China (urban),2016,,,14.603,,,,,
China (urban),2017,,,15.188999,,,,,
China (urban),2018,,,15.396001,,,,,
China (urban),2019,,,14.977,,,,,
