country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,0.119104326,,,,,,,,,,,,,,,
Albania,2002,,0.1648116,,,,,,,,,,,,,,
Albania,2005,,0.15441276,,,,,,,,,,,,,,
Albania,2008,,0.14889339,,,,,,,,,,,,,,
Albania,2012,,0.13841707,,,,,,,,,,,,,,
Albania,2014,,,0.19866157,,,,,,,,,,,,,
Albania,2015,,,0.17549548,,,,,,,,,,,,,
Albania,2016,,,0.18758059,,,,,,,,,,0.27372006,,,
Albania,2017,,,0.17990847,,,,,,,,,,0.25417492,,,
Albania,2018,,,,0.15240441,,,,,,,,,0.23305129,,,
Albania,2019,,,,0.1474588,,,,,,,,,,,,
Albania,2020,,,,0.14273629,,,,,,,,,,,,
Algeria,1988,0.23131159,,,,,,,,,,,,,,,
Algeria,1995,,0.20533898,,,,,,,,,,,,,,
Algeria,2011,,,0.12268162,,,,,,,,,,,,,
Angola,2000,0.5094919,,,,,,,,,,,,,,,
Angola,2008,,0.3116315,,,,,,,,,,,,,,
Angola,2018,,,0.47637492,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,0.28791758,,,,,,,
Argentina (urban),1986,,,,,,,,,0.3465159,,,,,,,
Argentina (urban),1987,,,,,,,,,0.3807623,,,,,,,
Argentina (urban),1991,,,,,,,,,0.38867122,,,,,,,
Argentina (urban),1992,,,,,,,,,,0.38059014,,,,,,
Argentina (urban),1993,,,,,,,,,,0.37757483,,,,,,
Argentina (urban),1994,,,,,,,,,,0.39611414,,,,,,
Argentina (urban),1995,,,,,,,,,,0.4612841,,,,,,
Argentina (urban),1996,,,,,,,,,,0.48567218,,,,,,
Argentina (urban),1997,,,,,,,,,,0.4698882,,,,,,
Argentina (urban),1998,,,,,,,,,,,0.493546,,,,,
Argentina (urban),1999,,,,,,,,,,,0.48100287,,,,,
Argentina (urban),2000,,,,,,,,,,,0.511151,,,,,
