viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
primary-energy-source-bar,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,6076efdbb96f2f993c4d17cd5b6f4904,primary-energy-source-bar-a7a77a74cb2b694300091c7481efc11f_v26_300x160.svg,24,35,443313232,1551125
share-employment-agriculture-industry-services,StackedArea,tab=stacked-area,tab=stacked-area,0950226f298f3dc512e869e887d9b733,share-employment-agriculture-industry-services-9da5fabd5ba19117b27cdbe481d84f99_v25_300x160.svg,9,15,567556648,697544
share-employment-agriculture-industry-services,StackedDiscreteBar,tab=stacked-discrete-bar,tab=stacked-discrete-bar,d05e412950d1aeea276da6e2ce0d6c09,share-employment-agriculture-industry-services-a7a77a74cb2b694300091c7481efc11f_v25_300x160.svg,8,14,563745520,697544
share-employment-agriculture-industry-services,StackedBar,tab=stacked-bar,tab=stacked-bar,949e2f19b9adaf56dbfbac2df3adfd60,share-employment-agriculture-industry-services-68501dd450fb1055ac19ba51b2b84f64_v25_300x160.svg,8,14,401777328,697544
share-multi-poverty,WorldMap,tab=map,tab=map,2b152c235d390b4f887a4cb9f67bfdcd,share-multi-poverty-83275d7e04dd5874f8a63e9a2aca43be_v45_300x160.svg,1,12,575971488,12995
share-multi-poverty,Marimekko,tab=marimekko,tab=marimekko,b97a236ee3215c19ff1ab0b8c158cb2f,share-multi-poverty-319ce4be43de4150da31ae9a5de0ac26_v45_300x160.svg,2,12,570634776,12995
share-of-adults-who-report-saving-money-in-the-past-year,WorldMap,tab=map,tab=map,49b23c470ea3a87d35424d70ee99ad60,share-of-adults-who-report-saving-money-in-the-past-year-83275d7e04dd5874f8a63e9a2aca43be_v10_300x160.svg,2,10,407372224,15986
share-of-adults-who-report-saving-money-in-the-past-year,SlopeChart,tab=slope,tab=slope,9dbd56b9fecf94e8a8701652d2054dbe,share-of-adults-who-report-saving-money-in-the-past-year-b641ba3f8c55310ebaa72a56775e90dd_v10_300x160.svg,1,5,446530976,15986
share-of-plastic-waste-that-is-mismanaged,SlopeChart,tab=slope,tab=slope,6f72b51064f13248797d422ba33e88e3,share-of-plastic-waste-that-is-mismanaged-b641ba3f8c55310ebaa72a56775e90dd_v17_300x160.svg,1,9,579155128,6874
share-of-students-at-end-of-primary-education-achieving-minimum-reading-proficiency,WorldMap,tab=map,tab=map,8f0874821cf58b99778bd089d1ecae11,share-of-students-at-end-of-primary-education-achieving-minimum-reading-proficiency-83275d7e04dd5874f8a63e9a2aca43be_v34_300x160.svg,2,14,457418688,26453
share-of-students-at-end-of-primary-education-achieving-minimum-reading-proficiency,Marimekko,tab=marimekko,tab=marimekko,4631984252311ec4a0552f15950f89e2,share-of-students-at-end-of-primary-education-achieving-minimum-reading-proficiency-319ce4be43de4150da31ae9a5de0ac26_v34_300x160.svg,2,15,417883984,26453
share-plastic-waste-recycled,SlopeChart,tab=slope,tab=slope,564c477d389b4b1d77759710970f6599,share-plastic-waste-recycled-b641ba3f8c55310ebaa72a56775e90dd_v13_300x160.svg,1,6,497411040,6871
time-spend-in-domestic-work-female-vs-male,Dumbbell,tab=dumbbell,tab=dumbbell,a9d1a88bf840ac695ad7629ace6154dd,time-spend-in-domestic-work-female-vs-male-2e4910c4f9dba6b07054fc1e2a36c7bb_v39_300x160.svg,1,10,524124904,8437
total-population-living-in-extreme-poverty-by-world-region,StackedArea,tab=stacked-area,tab=stacked-area,933be9fda94819d15de6b4d030196491,total-population-living-in-extreme-poverty-by-world-region-9da5fabd5ba19117b27cdbe481d84f99_v61_300x160.svg,1,9,502258224,88625
whale-populations,SlopeChart,tab=slope,tab=slope,079ac854d946c9f8cce73b9c7f95dddb,whale-populations-b641ba3f8c55310ebaa72a56775e90dd_v11_300x160.svg,1,6,420643320,576
years-colonized,WorldMap,tab=map,tab=map,e05e54bd93626679cffba3a959b40498,years-colonized-83275d7e04dd5874f8a63e9a2aca43be_v19_300x160.svg,61,170,479094824,2322393
years-colonized,Marimekko,tab=marimekko,tab=marimekko,ab8ea74696950ba194945570b4b7337b,years-colonized-319ce4be43de4150da31ae9a5de0ac26_v19_300x160.svg,77,200,561998456,2322393
