country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,11.85309,,,,,,,
Albania,2002,,12.264234,,,,,,
Albania,2005,,11.353403,,,,,,
Albania,2008,,10.666367,,,,,,
Albania,2012,,10.88704,,,,,,
Albania,2014,,,11.126941,,,,,
Albania,2015,,,9.889274,,,,,
Albania,2016,,,9.94136,,,,,
Albania,2017,,,9.857894,,,,,
Albania,2018,,,,8.942588,,,,
Albania,2019,,,,8.759568,,,,
Albania,2020,,,,8.596086,,,,
Algeria,1988,13.093339,,,,,,,
Algeria,1995,,12.862467,,,,,,
Algeria,2011,,,10.656405,,,,,
Angola,2000,14.048644,,,,,,,
Angola,2008,,13.801494,,,,,,
Angola,2018,,,15.054621,,,,,
Armenia,1999,,14.761138,,,,,,
Armenia,2001,,14.8870325,,,,,,
Armenia,2002,,14.680637,,,,,,
Armenia,2003,,14.550605,,,,,,
Armenia,2004,,13.722538,,,,,,
Armenia,2005,,13.106113,,,,,,
Armenia,2006,,12.706517,,,,,,
Armenia,2007,,12.09299,,,,,,
Armenia,2008,,11.740015,,,,,,
Armenia,2009,,12.437717,,,,,,
Armenia,2010,,12.50835,,,,,,
Armenia,2011,,12.280721,,,,,,
Armenia,2012,,12.12072,,,,,,
Armenia,2013,,11.853988,,,,,,
Armenia,2014,,11.850882,,,,,,
Armenia,2015,,11.471983,,,,,,
Armenia,2016,,10.915858,,,,,,
Armenia,2017,,11.542445,,,,,,
Armenia,2018,,11.647112,,,,,,
Armenia,2019,,,11.902188,,,,,
Armenia,2020,,,11.818509,,,,,
Armenia,2021,,,11.76331,,,,,
Armenia,2022,,,11.802705,,,,,
Armenia,2023,,,11.805534,,,,,
Azerbaijan,1995,14.262588,,,,,,,
Azerbaijan,2001,,13.517059,,,,,,
Azerbaijan,2002,,11.364895,,,,,,
Azerbaijan,2003,,11.131212,,,,,,
Azerbaijan,2004,,11.013451,,,,,,
Azerbaijan,2005,,10.209134,,,,,,
Bangladesh,1983,16.5454,,,,,,,
Bangladesh,1985,16.242147,,,,,,,
Bangladesh,1988,16.561794,,,,,,,
Bangladesh,1991,,16.604345,,,,,,
Bangladesh,1995,,16.040781,,,,,,
Bangladesh,2000,,,15.899548,,,,,
Bangladesh,2005,,,15.489313,,,,,
Bangladesh,2010,,,15.140031,,,,,
Bangladesh,2016,,,14.708092,,,,,
Bangladesh,2022,,,,13.101275,,,,
Barbados,2016,8.076168,,,,,,,
Belarus,1998,,15.891542,,,,,,
Belarus,1999,,15.610252,,,,,,
