country,year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2016,,,,,1.5474439,,,
Albania,2017,,,,,1.672823,,,
Albania,2018,,,,,1.6151837,,,
Argentina (urban),1980,4.3013725,,,,,,,
Argentina (urban),1986,4.5215135,,,,,,,
Argentina (urban),1987,4.4634786,,,,,,,
Argentina (urban),1991,2.684962,,,,,,,
Argentina (urban),1992,,2.8993564,,,,,,
Argentina (urban),1993,,3.196516,,,,,,
Argentina (urban),1994,,2.9667645,,,,,,
Argentina (urban),1995,,3.245667,,,,,,
Argentina (urban),1996,,3.1100056,,,,,,
Argentina (urban),1997,,3.4565082,,,,,,
Argentina (urban),1998,,,2.974571,,,,,
Argentina (urban),1999,,,3.0958214,,,,,
Argentina (urban),2000,,,2.9417913,,,,,
Argentina (urban),2001,,,3.0063758,,,,,
Argentina (urban),2002,,,1.8920636,,,,,
Argentina (urban),2003,,,,2.5323482,,,,
Argentina (urban),2004,,,,2.9425375,,,,
Argentina (urban),2005,,,,3.1767716,,,,
Argentina (urban),2006,,,,3.6497552,,,,
Argentina (urban),2007,,,,3.5724068,,,,
Argentina (urban),2008,,,,3.874809,,,,
Argentina (urban),2009,,,,4.1251464,,,,
Argentina (urban),2010,,,,3.9718797,,,,
Argentina (urban),2011,,,,4.0725274,,,,
Argentina (urban),2012,,,,4.123634,,,,
Argentina (urban),2013,,,,4.18661,,,,
Argentina (urban),2014,,,,3.5969207,,,,
Argentina (urban),2016,,,,3.8676076,,,,
Argentina (urban),2017,,,,4.1384416,,,,
Argentina (urban),2018,,,,3.8676708,,,,
Argentina (urban),2019,,,,3.6754754,,,,
Argentina (urban),2020,,,,3.176167,,,,
Argentina (urban),2021,,,,3.2942274,,,,
Argentina (urban),2022,,,,2.91174,,,,
Argentina (urban),2023,,,,2.9328232,,,,
Argentina (urban),2024,,,,2.978817,,,,
Armenia,1996,0.6297806,,,,,,,
Australia,1981,5.7391543,,,,,,,
Australia,1985,,5.7145257,,,,,,
Australia,1989,,,5.971721,,,,,
