country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,78.99122,,,,,,,,,,,,,,,
Albania,2002,,78.8076,,,,,,,,,,,,,,
Albania,2005,,76.20842,,,,,,,,,,,,,,
Albania,2008,,74.38184,,,,,,,,,,,,,,
Albania,2012,,75.06791,,,,,,,,,,,,,,
Albania,2014,,,73.72429,,,,,,,,,,,,,
Albania,2015,,,68.74703,,,,,,,,,,,,,
Albania,2016,,,68.368935,,,,,,,,,,74.58557,,,
Albania,2017,,,68.31118,,,,,,,,,,73.24046,,,
Albania,2018,,,,65.75972,,,,,,,,,72.0208,,,
Albania,2019,,,,65.23618,,,,,,,,,,,,
Albania,2020,,,,64.324554,,,,,,,,,,,,
Algeria,1988,80.95443,,,,,,,,,,,,,,,
Algeria,1995,,80.0402,,,,,,,,,,,,,,
Algeria,2011,,,74.2742,,,,,,,,,,,,,
Angola,2000,82.444405,,,,,,,,,,,,,,,
Angola,2008,,82.55023,,,,,,,,,,,,,,
Angola,2018,,,86.39273,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,47.7189,,,,,,,
Argentina (urban),1986,,,,,,,,,46.655853,,,,,,,
Argentina (urban),1987,,,,,,,,,50.9396,,,,,,,
Argentina (urban),1991,,,,,,,,,59.97282,,,,,,,
Argentina (urban),1992,,,,,,,,,,58.60209,,,,,,
Argentina (urban),1993,,,,,,,,,,58.14565,,,,,,
Argentina (urban),1994,,,,,,,,,,58.9632,,,,,,
Argentina (urban),1995,,,,,,,,,,62.49796,,,,,,
Argentina (urban),1996,,,,,,,,,,63.196373,,,,,,
Argentina (urban),1997,,,,,,,,,,62.322098,,,,,,
Argentina (urban),1998,,,,,,,,,,,63.741287,,,,,
Argentina (urban),1999,,,,,,,,,,,63.86569,,,,,
Argentina (urban),2000,,,,,,,,,,,65.29857,,,,,
Argentina (urban),2001,,,,,,,,,,,67.85507,,,,,
Argentina (urban),2002,,,,,,,,,,,74.125244,,,,,
Argentina (urban),2003,,,,,,,,,,,,66.17198,,,,
Argentina (urban),2004,,,,,,,,,,,,63.38215,,,,
Argentina (urban),2005,,,,,,,,,,,,61.196316,,,,
Argentina (urban),2006,,,,,,,,,,,,57.97308,,,,
Argentina (urban),2007,,,,,,,,,,,,57.45995,,,,
Argentina (urban),2008,,,,,,,,,,,,56.184444,,,,
Argentina (urban),2009,,,,,,,,,,,,54.734383,,,,
Argentina (urban),2010,,,,,,,,,,,,53.644863,,,,
Argentina (urban),2011,,,,,,,,,,,,52.004333,,,,
Argentina (urban),2012,,,,,,,,,,,,51.302868,,,,
Argentina (urban),2013,,,,,,,,,,,,50.906235,,,,
Argentina (urban),2014,,,,,,,,,,,,53.111656,,,,
Argentina (urban),2016,,,,,,,,,,,,52.508694,,,,
Argentina (urban),2017,,,,,,,,,,,,50.926197,,,,
Argentina (urban),2018,,,,,,,,,,,,53.14432,,,,
Argentina (urban),2019,,,,,,,,,,,,54.93882,,,,
Argentina (urban),2020,,,,,,,,,,,,57.607613,,,,
Argentina (urban),2021,,,,,,,,,,,,55.272747,,,,
Argentina (urban),2022,,,,,,,,,,,,55.881153,,,,
Argentina (urban),2023,,,,,,,,,,,,56.74957,,,,
Argentina (urban),2024,,,,,,,,,,,,55.949253,,,,
Armenia,1996,,,,,,,,,82.51643,,,,,,,
Armenia,1999,,85.866936,,,,,,,,,,,,,,
Armenia,2001,,86.38155,,,,,,,,,,,,,,
Armenia,2002,,85.83109,,,,,,,,,,,,,,
Armenia,2003,,85.59201,,,,,,,,,,,,,,
Armenia,2004,,82.83173,,,,,,,,,,,,,,
Armenia,2005,,81.141136,,,,,,,,,,,,,,
Armenia,2006,,80.57996,,,,,,,,,,,,,,
Armenia,2007,,78.49801,,,,,,,,,,,,,,
Armenia,2008,,77.895775,,,,,,,,,,,,,,
Armenia,2009,,80.17302,,,,,,,,,,,,,,
Armenia,2010,,80.132614,,,,,,,,,,,,,,
Armenia,2011,,79.613144,,,,,,,,,,,,,,
Armenia,2012,,79.14161,,,,,,,,,,,,,,
Armenia,2013,,78.193184,,,,,,,,,,,,,,
Armenia,2014,,78.14944,,,,,,,,,,,,,,
Armenia,2015,,76.97899,,,,,,,,,,,,,,
Armenia,2016,,75.1839,,,,,,,,,,,,,,
Armenia,2017,,76.69524,,,,,,,,,,,,,,
Armenia,2018,,77.07911,,,,,,,,,,,,,,
Armenia,2019,,,78.108284,,,,,,,,,,,,,
Armenia,2020,,,78.7653,,,,,,,,,,,,,
Armenia,2021,,,78.22342,,,,,,,,,,,,,
Armenia,2022,,,78.20792,,,,,,,,,,,,,
Armenia,2023,,,78.36056,,,,,,,,,,,,,
