country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,21.625841,,,,,,,,,,,,,,,
Albania,2002,,21.7774,,,,,,,,,,,,,,
Albania,2005,,20.714758,,,,,,,,,,,,,,
Albania,2008,,20.004232,,,,,,,,,,,,,,
Albania,2012,,20.255966,,,,,,,,,,,,,,
Albania,2014,,,19.890472,,,,,,,,,,,,,
Albania,2015,,,18.246479,,,,,,,,,,,,,
Albania,2016,,,18.148165,,,,,,,,,,20.386913,,,
Albania,2017,,,18.137014,,,,,,,,,,19.842165,,,
Albania,2018,,,,17.046717,,,,,,,,,19.403284,,,
Albania,2019,,,,16.951218,,,,,,,,,,,,
Albania,2020,,,,16.601984,,,,,,,,,,,,
Algeria,1988,22.612827,,,,,,,,,,,,,,,
Algeria,1995,,22.293697,,,,,,,,,,,,,,
Algeria,2011,,,19.99593,,,,,,,,,,,,,
Angola,2000,23.309393,,,,,,,,,,,,,,,
Angola,2008,,23.275892,,,,,,,,,,,,,,
Angola,2018,,,24.71206,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,12.821487,,,,,,,
Argentina (urban),1986,,,,,,,,,12.440305,,,,,,,
Argentina (urban),1987,,,,,,,,,13.681068,,,,,,,
Argentina (urban),1991,,,,,,,,,15.843036,,,,,,,
Argentina (urban),1992,,,,,,,,,,15.737199,,,,,,
Argentina (urban),1993,,,,,,,,,,15.620451,,,,,,
Argentina (urban),1994,,,,,,,,,,15.957791,,,,,,
Argentina (urban),1995,,,,,,,,,,16.777113,,,,,,
Argentina (urban),1996,,,,,,,,,,17.17801,,,,,,
Argentina (urban),1997,,,,,,,,,,16.841408,,,,,,
Argentina (urban),1998,,,,,,,,,,,17.424969,,,,,
Argentina (urban),1999,,,,,,,,,,,17.498064,,,,,
Argentina (urban),2000,,,,,,,,,,,17.955927,,,,,
Argentina (urban),2001,,,,,,,,,,,18.871895,,,,,
Argentina (urban),2002,,,,,,,,,,,20.835447,,,,,
Argentina (urban),2003,,,,,,,,,,,,18.383738,,,,
Argentina (urban),2004,,,,,,,,,,,,17.48706,,,,
Argentina (urban),2005,,,,,,,,,,,,16.770018,,,,
Argentina (urban),2006,,,,,,,,,,,,15.938635,,,,
Argentina (urban),2007,,,,,,,,,,,,15.706121,,,,
Argentina (urban),2008,,,,,,,,,,,,15.335791,,,,
Argentina (urban),2009,,,,,,,,,,,,14.898698,,,,
Argentina (urban),2010,,,,,,,,,,,,14.609703,,,,
Argentina (urban),2011,,,,,,,,,,,,14.134331,,,,
Argentina (urban),2012,,,,,,,,,,,,13.983035,,,,
Argentina (urban),2013,,,,,,,,,,,,13.877682,,,,
Argentina (urban),2014,,,,,,,,,,,,14.376075,,,,
Argentina (urban),2016,,,,,,,,,,,,14.127192,,,,
Argentina (urban),2017,,,,,,,,,,,,13.786734,,,,
Argentina (urban),2018,,,,,,,,,,,,14.3363285,,,,
Argentina (urban),2019,,,,,,,,,,,,14.873902,,,,
Argentina (urban),2020,,,,,,,,,,,,15.565533,,,,
Argentina (urban),2021,,,,,,,,,,,,14.812718,,,,
Argentina (urban),2022,,,,,,,,,,,,14.80405,,,,
Argentina (urban),2023,,,,,,,,,,,,15.203688,,,,
Argentina (urban),2024,,,,,,,,,,,,14.995166,,,,
Armenia,1996,,,,,,,,,23.290031,,,,,,,
Armenia,1999,,24.484177,,,,,,,,,,,,,,
Armenia,2001,,24.61248,,,,,,,,,,,,,,
Armenia,2002,,24.435673,,,,,,,,,,,,,,
Armenia,2003,,24.342579,,,,,,,,,,,,,,
Armenia,2004,,23.391428,,,,,,,,,,,,,,
Armenia,2005,,22.718431,,,,,,,,,,,,,,
Armenia,2006,,22.37306,,,,,,,,,,,,,,
Armenia,2007,,21.564077,,,,,,,,,,,,,,
Armenia,2008,,21.282131,,,,,,,,,,,,,,
Armenia,2009,,22.162935,,,,,,,,,,,,,,
Armenia,2010,,22.183653,,,,,,,,,,,,,,
Armenia,2011,,22.00007,,,,,,,,,,,,,,
Armenia,2012,,21.787506,,,,,,,,,,,,,,
Armenia,2013,,21.415121,,,,,,,,,,,,,,
Armenia,2014,,21.440926,,,,,,,,,,,,,,
Armenia,2015,,21.096323,,,,,,,,,,,,,,
Armenia,2016,,20.266678,,,,,,,,,,,,,,
Armenia,2017,,20.91561,,,,,,,,,,,,,,
Armenia,2018,,21.104107,,,,,,,,,,,,,,
Armenia,2019,,,21.476982,,,,,,,,,,,,,
Armenia,2020,,,21.594328,,,,,,,,,,,,,
Armenia,2021,,,21.420456,,,,,,,,,,,,,
Armenia,2022,,,21.397072,,,,,,,,,,,,,
Armenia,2023,,,21.440681,,,,,,,,,,,,,
Australia,1981,,,,,,,,,9.015147,,,,,,,
