country,year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2016,,,,,41.478817,,,
Albania,2017,,,,,40.256878,,,
Albania,2018,,,,,38.155403,,,
Argentina (urban),1980,21.288528,,,,,,,
Argentina (urban),1986,40.176712,,,,,,,
Argentina (urban),1987,34.976334,,,,,,,
Argentina (urban),1991,32.69682,,,,,,,
Argentina (urban),1992,,34.15429,,,,,,
Argentina (urban),1993,,37.740276,,,,,,
Argentina (urban),1994,,37.024185,,,,,,
Argentina (urban),1995,,39.18223,,,,,,
Argentina (urban),1996,,40.711464,,,,,,
Argentina (urban),1997,,39.69797,,,,,,
Argentina (urban),1998,,,40.32078,,,,,
Argentina (urban),1999,,,40.100315,,,,,
Argentina (urban),2000,,,41.797882,,,,,
Argentina (urban),2001,,,48.52815,,,,,
Argentina (urban),2002,,,49.424397,,,,,
Argentina (urban),2003,,,,43.604237,,,,
Argentina (urban),2004,,,,40.80904,,,,
Argentina (urban),2005,,,,38.89665,,,,
Argentina (urban),2006,,,,38.00852,,,,
Argentina (urban),2007,,,,35.531975,,,,
Argentina (urban),2008,,,,37.111748,,,,
Argentina (urban),2009,,,,36.491173,,,,
Argentina (urban),2010,,,,33.905704,,,,
Argentina (urban),2011,,,,31.308506,,,,
Argentina (urban),2012,,,,33.49721,,,,
Argentina (urban),2013,,,,31.868538,,,,
Argentina (urban),2014,,,,31.250729,,,,
Argentina (urban),2016,,,,31.974672,,,,
Argentina (urban),2017,,,,33.412006,,,,
Argentina (urban),2018,,,,33.77189,,,,
Argentina (urban),2019,,,,33.333767,,,,
Argentina (urban),2020,,,,33.725796,,,,
Argentina (urban),2021,,,,32.44378,,,,
Argentina (urban),2022,,,,30.287273,,,,
Argentina (urban),2023,,,,30.216217,,,,
Argentina (urban),2024,,,,28.998594,,,,
Armenia,1996,47.748684,,,,,,,
Australia,1981,59.026695,,,,,,,
Australia,1985,,60.01313,,,,,,
Australia,1989,,,47.961304,,,,,
Australia,1995,,,,58.934383,,,,
Australia,2001,,,,59.65891,,,,
Australia,2003,,,,59.794514,,,,
Australia,2004,,,,62.030396,,,,
Australia,2008,,,,55.958874,,,,
Australia,2010,,,,59.145855,,,,
Australia,2014,,,,63.711826,,,,
Australia,2016,,,,61.30864,,,,
Australia,2018,,,,52.022247,,,,
