country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,14.802514,,,,,,,
Albania,2002,,16.020554,,,,,,
Albania,2005,,16.67577,,,,,,
Albania,2008,,14.119289,,,,,,
Albania,2012,,14.842823,,,,,,
Albania,2014,,,22.235682,,,,,
Albania,2015,,,18.761019,,,,,
Albania,2016,,,20.065971,,,,,
Albania,2017,,,19.14936,,,,,
Albania,2018,,,,18.648508,,,,
Albania,2019,,,,15.853134,,,,
Albania,2020,,,,16.309256,,,,
Algeria,1988,21.022,,,,,,,
Algeria,1995,,21.654,,,,,,
Algeria,2011,,,14.197,,,,,
Angola,2000,28.831049,,,,,,,
Angola,2008,,24.76063,,,,,,
Angola,2018,,,29.174587,,,,,
Armenia,1999,,16.03572,,,,,,
Armenia,2001,,15.859487,,,,,,
Armenia,2002,,14.30286,,,,,,
Armenia,2003,,13.295549,,,,,,
Armenia,2004,,14.420514,,,,,,
Armenia,2005,,13.246083,,,,,,
Armenia,2006,,13.936856,,,,,,
Armenia,2007,,15.933339,,,,,,
Armenia,2008,,12.946391,,,,,,
Armenia,2009,,12.753781,,,,,,
Armenia,2010,,12.497858,,,,,,
Armenia,2011,,13.641514,,,,,,
Armenia,2012,,13.504966,,,,,,
Armenia,2013,,15.12748,,,,,,
Armenia,2014,,16.255613,,,,,,
Armenia,2015,,16.26849,,,,,,
Armenia,2016,,20.30396,,,,,,
Armenia,2017,,13.627527,,,,,,
Armenia,2018,,13.935415,,,,,,
Armenia,2019,,,13.65242,,,,,
Armenia,2020,,,9.848232,,,,,
Armenia,2021,,,12.818426,,,,,
Armenia,2022,,,14.346499,,,,,
Armenia,2023,,,12.293525,,,,,
Azerbaijan,1995,19.654922,,,,,,,
Azerbaijan,2001,,16.619911,,,,,,
Azerbaijan,2002,,5.9117904,,,,,,
Azerbaijan,2003,,8.819415,,,,,,
Azerbaijan,2004,,5.8700643,,,,,,
Azerbaijan,2005,,5.172373,,,,,,
Bangladesh,1983,13.005,,,,,,,
Bangladesh,1985,10.978,,,,,,,
Bangladesh,1988,12.974,,,,,,,
Bangladesh,1991,,11.892679,,,,,,
Bangladesh,1995,,11.515203,,,,,,
Bangladesh,2000,,,12.144685,,,,,
Bangladesh,2005,,,11.8873825,,,,,
Bangladesh,2010,,,12.139669,,,,,
Bangladesh,2016,,,13.465097,,,,,
Bangladesh,2022,,,,13.437459,,,,
Barbados,2016,20.793846,,,,,,,
Belarus,1998,,17.228382,,,,,,
Belarus,1999,,19.165884,,,,,,
Belarus,2000,,18.088789,,,,,,
Belarus,2001,,16.890413,,,,,,
Belarus,2002,,17.131319,,,,,,
Belarus,2003,,16.216772,,,,,,
Belarus,2004,,13.639448,,,,,,
Belarus,2005,,15.685911,,,,,,
Belarus,2006,,16.098742,,,,,,
Belarus,2007,,15.797424,,,,,,
Belarus,2008,,14.902022,,,,,,
Belarus,2009,,14.813091,,,,,,
Belarus,2010,,14.974739,,,,,,
Belarus,2011,,14.440431,,,,,,
Belarus,2012,,13.545444,,,,,,
Belarus,2013,,12.37036,,,,,,
Belarus,2014,,13.673927,,,,,,
Belarus,2015,,12.737274,,,,,,
Belarus,2016,,11.5258255,,,,,,
Belarus,2017,,11.497279,,,,,,
Belarus,2018,,10.591476,,,,,,
Belarus,2019,,10.910306,,,,,,
Belarus,2020,,10.487244,,,,,,
Belize,1995,,34.66171,,,,,,
Belize,2018,,,,23.28775,,,,
Benin,2003,18.635487,,,,,,,
Benin,2011,,19.267065,,,,,,
Benin,2015,,24.448698,,,,,,
Benin,2018,,,18.723204,,,,,
Benin,2021,,,17.414865,,,,,
Bhutan,2003,21.401756,,,,,,,
Bhutan,2007,,21.34974,,,,,,
Bhutan,2012,,20.159536,,,,,,
Bhutan,2017,,21.865602,,,,,,
Bhutan,2022,,,15.921411,,,,,
Bosnia and Herzegovina,2001,13.863985,,,,,,,
Bosnia and Herzegovina,2004,18.383,,,,,,,
Bosnia and Herzegovina,2007,,18.896132,,,,,,
Bosnia and Herzegovina,2011,,19.079702,,,,,,
Botswana,1985,29.642,,,,,,,
Botswana,1993,29.743,,,,,,,
Botswana,2002,,28.562523,,,,,,
Botswana,2009,,28.177473,,,,,,
Botswana,2015,,28.16029,,,,,,
Bulgaria,1989,11.364,,,,,,,
Bulgaria,1994,11.65,,,,,,,
Bulgaria,1995,,,,15.83851,,,,
Bulgaria,1997,,,10.946,,,,,
Bulgaria,2001,,,,19.158064,,,,
Bulgaria,2003,,,,,13.944662,,,
Bulgaria,2007,,,,,15.6076,,,
Burkina Faso,1994,19.230959,,,,,,,
Burkina Faso,1998,,19.907957,,,,,,
Burkina Faso,2003,,20.051052,,,,,,
Burkina Faso,2009,,,18.789408,,,,,
Burkina Faso,2014,,,,12.21918,,,,
Burkina Faso,2018,,,,,18.589108,,,
Burkina Faso,2021,,,,,17.552475,,,
Burundi,1992,18.202,,,,,,,
Burundi,1998,,24.051407,,,,,,
Burundi,2006,,10.508792,,,,,,
Burundi,2013,,18.55476,,,,,,
Burundi,2020,,,19.049707,,,,,
Cameroon,1996,17.030828,,,,,,,
Cameroon,2001,,21.368616,,,,,,
Cameroon,2007,,23.891905,,,,,,
Cameroon,2014,,28.759039,,,,,,
Cameroon,2021,,,26.36649,,,,,
Cape Verde,2001,26.924473,,,,,,,
Cape Verde,2007,,25.22682,,,,,,
Cape Verde,2015,,,23.867956,,,,,
Central African Republic,1992,34.287,,,,,,,
Central African Republic,2008,,27.951324,,,,,,
Central African Republic,2021,,,22.884163,,,,,
Chad,2003,21.479345,,,,,,,
Chad,2011,26.827713,,,,,,,
Chad,2018,,19.163221,,,,,,
Chad,2022,,22.458815,,,,,,
China,1990,,16.110807,,,,,,
China,1993,,16.111906,,,,,,
China,1996,,19.528038,,,,,,
China,1999,,21.94336,,,,,,
China,2002,,24.767632,,,,,,
China,2005,,23.782066,,,,,,
China,2008,,26.385366,,,,,,
China,2010,,26.908669,,,,,,
China,2011,,25.678646,,,,,,
China,2012,,25.987822,,,,,,
China,2013,,,22.99197,,,,,
China,2014,,,23.075739,,,,,
China,2015,,,22.583025,,,,,
China,2016,,,22.3483,,,,,
China,2017,,,22.664366,,,,,
China,2018,,,22.260517,,,,,
China,2019,,,21.585186,,,,,
China,2020,,,20.042583,,,,,
China,2021,,,19.409836,,,,,
China,2022,,,19.86661,,,,,
China (rural),1990,,13.929001,,,,,,
China (rural),1993,,14.105,,,,,,
China (rural),1996,,16.827002,,,,,,
China (rural),1999,,18.134998,,,,,,
China (rural),2002,,19.792,,,,,,
China (rural),2005,,19.543999,,,,,,
China (rural),2008,,21.284,,,,,,
China (rural),2010,,21.439,,,,,,
China (rural),2011,,21.08,,,,,,
China (rural),2012,,21.681,,,,,,
China (rural),2013,,,18.987999,,,,,
China (rural),2014,,,19.185001,,,,,
China (rural),2015,,,18.608,,,,,
China (rural),2016,,,18.636,,,,,
China (rural),2017,,,18.848,,,,,
China (rural),2018,,,18.583,,,,,
China (rural),2019,,,17.313,,,,,
China (rural),2020,,,14.681999,,,,,
China (rural),2021,,,15.629999,,,,,
China (rural),2022,,,16.671,,,,,
China (urban),1990,,13.926,,,,,,
China (urban),1993,,15.493,,,,,,
China (urban),1996,,16.026001,,,,,,
China (urban),1999,,18.222,,,,,,
China (urban),2002,,18.932,,,,,,
China (urban),2005,,19.868,,,,,,
China (urban),2008,,19.816,,,,,,
China (urban),2010,,20.038,,,,,,
China (urban),2011,,19.728,,,,,,
China (urban),2012,,19.874,,,,,,
China (urban),2013,,,21.744,,,,,
China (urban),2014,,,22.086,,,,,
China (urban),2015,,,21.66,,,,,
China (urban),2016,,,21.629,,,,,
China (urban),2017,,,22.19,,,,,
China (urban),2018,,,22.471,,,,,
China (urban),2019,,,22.169,,,,,
China (urban),2020,,,20.858,,,,,
China (urban),2021,,,20.362,,,,,
China (urban),2022,,,20.682999,,,,,
Comoros,2004,24.675999,,,,,,,
Comoros,2014,,26.469893,,,,,,
Congo,2005,24.532616,,,,,,,
Congo,2011,28.241894,,,,,,,
Cote d'Ivoire,1985,24.42425,,,,,,,
Cote d'Ivoire,1986,21.047577,,,,,,,
Cote d'Ivoire,1987,20.450283,,,,,,,
Cote d'Ivoire,1988,19.274544,,,,,,,
Cote d'Ivoire,1992,,22.991879,,,,,,
Cote d'Ivoire,1995,,20.893946,,,,,,
Cote d'Ivoire,1998,,22.34084,,,,,,
Cote d'Ivoire,2008,,,23.401617,,,,,
Cote d'Ivoire,2015,,,22.38853,,,,,
Cote d'Ivoire,2018,,,,19.903969,,,,
Cote d'Ivoire,2021,,,,17.96175,,,,
Croatia,1998,,15.187484,,,,,,
Croatia,1999,,,14.426001,,,,,
Croatia,2000,,,17.394001,,,,,
Croatia,2001,,,17.796,,,,,
Croatia,2004,,14.986401,,,,,,
Croatia,2008,,15.881681,,,,,,
Croatia,2009,,16.070135,,,,,,
Croatia,2010,,13.682877,,,,,,
Democratic Republic of Congo,2004,23.148956,,,,,,,
Democratic Republic of Congo,2012,23.66171,,,,,,,
Democratic Republic of Congo,2020,,22.269094,,,,,,
Djibouti,2002,22.132465,,,,,,,
Djibouti,2012,,24.750774,,,,,,
Djibouti,2013,,,25.583502,,,,,
Djibouti,2017,,,,23.045427,,,,
East Timor,2001,18.698172,,,,,,,
East Timor,2007,12.715252,,,,,,,
East Timor,2014,11.889163,,,,,,,
Egypt,1990,14.913,,,,,,,
Egypt,1995,11.301,,,,,,,
Egypt,1999,,12.795,,,,,,
Egypt,2004,,,11.744317,,,,,
Egypt,2008,,,10.963588,,,,,
Egypt,2010,,,,10.547721,,,,
Egypt,2012,,,,9.15396,,,,
Egypt,2015,,,,10.810191,,,,
Egypt,2017,,,,11.746144,,,,
Egypt,2019,,,,,11.490609,,,
Egypt,2021,,,,10.32688,,,,
Equatorial Guinea,2022,22.45468,,,,,,,
Estonia,1995,,19.338999,,,,,,
Estonia,1998,,20.917,,,,,,
Estonia,2000,,,19.805918,,,,,
Estonia,2001,,,18.875252,,,,,
Estonia,2002,,,20.02464,,,,,
Estonia,2003,,,19.677532,,,,,
Estonia,2004,,,20.562168,,,,,
Eswatini,1994,31.082,,,,,,,
Eswatini,2000,,22.565762,,,,,,
Eswatini,2009,,27.131542,,,,,,
Eswatini,2016,,26.735813,,,,,,
Ethiopia,1995,,17.674606,,,,,,
Ethiopia,1999,,12.104739,,,,,,
Ethiopia,2004,,12.256426,,,,,,
Ethiopia,2010,,15.128747,,,,,,
Ethiopia,2015,,18.464228,,,,,,
Ethiopia,2021,,16.431826,,,,,,
Ethiopia (rural),1981,15.164,,,,,,,
Fiji,2002,20.403711,,,,,,,
Fiji,2008,17.731995,,,,,,,
Fiji,2013,16.257498,,,,,,,
Fiji,2019,,16.268276,,,,,,
Gabon,2005,21.942781,,,,,,,
Gabon,2017,,23.649893,,,,,,
Gambia,1998,25.222801,,,,,,,
Gambia,2003,,24.697758,,,,,,
Gambia,2010,,,22.539526,,,,,
Gambia,2015,,,,17.353657,,,,
Gambia,2020,,,,20.047817,,,,
Georgia,1996,23.154999,,,,,,,
Georgia,1997,,25.31147,,,,,,
Georgia,1998,,,24.538963,,,,,
Georgia,1999,,,24.471106,,,,,
Georgia,2000,,,23.708183,,,,,
Georgia,2001,,,22.12324,,,,,
Georgia,2002,,,21.885805,,,,,
Georgia,2003,,,22.07394,,,,,
Georgia,2004,,,22.416357,,,,,
Georgia,2005,,,22.953493,,,,,
Georgia,2006,,,21.840027,,,,,
Georgia,2007,,,21.943377,,,,,
Georgia,2008,,,22.990473,,,,,
Georgia,2009,,,21.959774,,,,,
Georgia,2010,,,23.858694,,,,,
Georgia,2011,,,23.196384,,,,,
Georgia,2012,,,23.56333,,,,,
Georgia,2013,,,22.408802,,,,,
Georgia,2014,,,22.160152,,,,,
Georgia,2015,,,20.592066,,,,,
Georgia,2016,,,21.153246,,,,,
Georgia,2017,,,22.32701,,,,,
Georgia,2018,,,21.695925,,,,,
Georgia,2019,,,21.014627,,,,,
Georgia,2020,,,21.068401,,,,,
Georgia,2021,,,20.851341,,,,,
Georgia,2022,,,20.957397,,,,,
Georgia,2023,,,20.582384,,,,,
Georgia,2024,,,19.193195,,,,,
Ghana,1987,20.963999,,,,,,,
Ghana,1988,21.112,,,,,,,
Ghana,1991,,20.573484,,,,,,
Ghana,1998,,23.481352,,,,,,
Ghana,2005,,24.825438,,,,,,
Ghana,2012,,25.123396,,,,,,
Ghana,2016,,26.676714,,,,,,
Grenada,2018,19.61687,,,,,,,
Guinea,1991,31.629,,,,,,,
Guinea,1994,,26.42048,,,,,,
Guinea,2002,,,22.463104,,,,,
Guinea,2007,,,,20.28546,,,,
Guinea,2012,,,,18.19136,,,,
Guinea,2018,,,,,16.13207,,,
Guinea-Bissau,1991,32.617,,,,,,,
Guinea-Bissau,1993,,24.530304,,,,,,
Guinea-Bissau,2002,,,18.806303,,,,,
Guinea-Bissau,2010,,,,23.797112,,,,
Guinea-Bissau,2018,,,,,16.917938,,,
Guinea-Bissau,2021,,,,,18.009802,,,
Haiti,2012,,24.856596,,,,,,
Hungary,1998,,,,12.524544,,,,
Hungary,1999,,,,12.139745,,,,
Hungary,2000,,,,12.226065,,,,
Hungary,2001,,,,13.1133,,,,
Hungary,2002,,,,13.300845,,,,
Hungary,2003,,,,17.121294,,,,
Hungary,2004,,,,15.443939,,,,
Hungary,2005,,,,16.320229,,,,
Hungary,2006,,,,15.134313,,,,
Hungary,2007,,,,14.857711,,,,
India,1977,13.862912,,,,,,,
India,1983,,13.341209,,,,,,
India,1987,,,12.280401,,,,,
India,1993,,,,9.217885,,,,
India,2004,,,,8.830106,,,,
India,2009,,,,9.133051,,,,
India,2011,,,,,,,,9.618774
India,2022,,,,,,,,9.000961
Indonesia,1984,16.498602,,,,,,,
Indonesia,1987,13.244869,,,,,,,
Indonesia,1990,13.239132,,,,,,,
Indonesia,1993,,11.424921,,,,,,
Indonesia,1996,,13.074223,,,,,,
Indonesia,1998,,11.554537,,,,,,
Indonesia,1999,,10.967844,,,,,,
Indonesia,2000,,,11.395849,,,,,
Indonesia,2001,,,11.52807,,,,,
Indonesia,2002,,,,9.952699,,,,
Indonesia,2003,,,,11.083674,,,,
Indonesia,2004,,,,12.994951,,,,
Indonesia,2005,,,,,12.560065,,,
Indonesia,2006,,,,,13.587919,,,
Indonesia,2007,,,,,13.892996,,,
Indonesia,2008,,,,,14.209813,,,
Indonesia,2009,,,,,13.838514,,,
Indonesia,2010,,,,,15.579234,,,
Indonesia,2011,,,,,,16.148918,,
Indonesia,2012,,,,,,15.255606,,
Indonesia,2013,,,,,,15.803626,,
Indonesia,2014,,,,,,16.64883,,
Indonesia,2015,,,,,,,16.975704,
Indonesia,2016,,,,,,,18.416729,
Indonesia,2017,,,,,,,18.293697,
Indonesia,2018,,,,,,,18.138847,
Indonesia,2019,,,,,,,17.401337,
Indonesia,2020,,,,,,,17.136635,
Indonesia,2021,,,,,,,17.095116,
Indonesia,2022,,,,,,,15.612308,
Indonesia,2023,,,,,,,14.949974,
Indonesia,2024,,,,,,,14.309523,
Iran,1986,27.136002,,,,,,,
Iran,1990,25.694,,,,,,,
Iran,1994,24.999,,,,,,,
Iran,1998,26.102001,,,,,,,
Iran,2005,,24.51494,,,,,,
Iran,2006,,25.589775,,,,,,
Iran,2009,,25.003035,,,,,,
Iran,2011,,,19.527916,,,,,
Iran,2012,,,18.634506,,,,,
Iran,2013,,,17.782358,,,,,
Iran,2014,,,18.925306,,,,,
Iran,2015,,,18.656553,,,,,
Iran,2016,,,18.754595,,,,,
Iran,2017,,,19.872572,,,,,
Iran,2018,,,19.963192,,,,,
Iran,2019,,,20.335238,,,,,
Iran,2020,,,19.770061,,,,,
Iran,2021,,,20.127842,,,,,
Iran,2022,,,19.669724,,,,,
Iran,2023,,,19.597198,,,,,
Iraq,2006,12.823137,,,,,,,
Iraq,2012,14.87852,,,,,,,
Iraq,2023,,13.857216,,,,,,
Jamaica,1988,24.824999,,,,,,,
Jamaica,1990,,21.451323,,,,,,
Jamaica,1993,21.624,,,,,,,
Jamaica,1996,,21.426794,,,,,,
Jamaica,1999,,23.03074,,,,,,
Jamaica,2002,,25.042715,,,,,,
Jamaica,2004,,22.328169,,,,,,
Jamaica,2018,,,18.88036,,,,,
Jamaica,2021,,,24.16648,,,,,
Jordan,1986,20.576,,,,,,,
Jordan,1992,22.949999,,,,,,,
Jordan,1997,18.409,,,,,,,
Jordan,2002,,18.33145,,,,,,
Jordan,2006,,,15.050358,,,,,
Jordan,2008,,,,14.752382,,,,
Jordan,2010,,,,14.936466,,,,
Kazakhstan,1996,,20.078144,,,,,,
Kazakhstan,2001,,,21.621857,,,,,
Kazakhstan,2002,,,19.439095,,,,,
Kazakhstan,2003,,,19.215343,,,,,
Kazakhstan,2004,,,16.626228,,,,,
