country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,14.569795,,,,,,,,,,,,,,,
Albania,2002,,17.488306,,,,,,,,,,,,,,
Albania,2005,,16.873285,,,,,,,,,,,,,,
Albania,2008,,14.557065,,,,,,,,,,,,,,
Albania,2012,,19.973211,,,,,,,,,,,,,,
Albania,2014,,,19.105904,,,,,,,,,,,,,
Albania,2015,,,19.091166,,,,,,,,,,,,,
Albania,2016,,,18.648163,,,,,,,,,,34.89057,,,
Albania,2017,,,21.121582,,,,,,,,,,35.066612,,,
Albania,2018,,,,21.343851,,,,,,,,,32.31949,,,
Albania,2019,,,,16.821453,,,,,,,,,,,,
Albania,2020,,,,20.256287,,,,,,,,,,,,
Algeria,1988,14.924841,,,,,,,,,,,,,,,
Algeria,1995,,15.634519,,,,,,,,,,,,,,
Algeria,2011,,,2.9971085,,,,,,,,,,,,,
Angola,2000,42.427906,,,,,,,,,,,,,,,
Angola,2008,,26.737225,,,,,,,,,,,,,,
Angola,2018,,,33.52772,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,27.636353,,,,,,,
Argentina (urban),1986,,,,,,,,,36.512123,,,,,,,
Argentina (urban),1987,,,,,,,,,35.6035,,,,,,,
Argentina (urban),1991,,,,,,,,,31.459259,,,,,,,
Argentina (urban),1992,,,,,,,,,,34.18662,,,,,,
Argentina (urban),1993,,,,,,,,,,36.452152,,,,,,
Argentina (urban),1994,,,,,,,,,,34.185802,,,,,,
Argentina (urban),1995,,,,,,,,,,40.246758,,,,,,
Argentina (urban),1996,,,,,,,,,,41.731426,,,,,,
Argentina (urban),1997,,,,,,,,,,41.16655,,,,,,
Argentina (urban),1998,,,,,,,,,,,39.871204,,,,,
Argentina (urban),1999,,,,,,,,,,,41.03291,,,,,
Argentina (urban),2000,,,,,,,,,,,42.186,,,,,
Argentina (urban),2001,,,,,,,,,,,48.843258,,,,,
Argentina (urban),2002,,,,,,,,,,,41.766922,,,,,
Argentina (urban),2003,,,,,,,,,,,,39.347385,,,,
Argentina (urban),2004,,,,,,,,,,,,37.93018,,,,
Argentina (urban),2005,,,,,,,,,,,,37.71821,,,,
Argentina (urban),2006,,,,,,,,,,,,37.828297,,,,
Argentina (urban),2007,,,,,,,,,,,,35.011642,,,,
Argentina (urban),2008,,,,,,,,,,,,36.898117,,,,
Argentina (urban),2009,,,,,,,,,,,,36.60034,,,,
Argentina (urban),2010,,,,,,,,,,,,34.53427,,,,
Argentina (urban),2011,,,,,,,,,,,,32.452877,,,,
Argentina (urban),2012,,,,,,,,,,,,33.50372,,,,
Argentina (urban),2013,,,,,,,,,,,,32.745327,,,,
Argentina (urban),2014,,,,,,,,,,,,31.57307,,,,
Argentina (urban),2016,,,,,,,,,,,,32.61197,,,,
Argentina (urban),2017,,,,,,,,,,,,34.15017,,,,
Argentina (urban),2018,,,,,,,,,,,,33.846302,,,,
Argentina (urban),2019,,,,,,,,,,,,33.32189,,,,
Argentina (urban),2020,,,,,,,,,,,,32.25871,,,,
Argentina (urban),2021,,,,,,,,,,,,32.42779,,,,
Argentina (urban),2022,,,,,,,,,,,,30.475855,,,,
Argentina (urban),2023,,,,,,,,,,,,28.957027,,,,
Argentina (urban),2024,,,,,,,,,,,,28.423275,,,,
Armenia,1996,,,,,,,,,16.986134,,,,,,,
Armenia,1999,,19.487423,,,,,,,,,,,,,,
Armenia,2001,,18.080418,,,,,,,,,,,,,,
Armenia,2002,,19.7439,,,,,,,,,,,,,,
Armenia,2003,,16.980366,,,,,,,,,,,,,,
Armenia,2004,,22.345387,,,,,,,,,,,,,,
Armenia,2005,,22.82331,,,,,,,,,,,,,,
Armenia,2006,,16.883629,,,,,,,,,,,,,,
Armenia,2007,,18.077684,,,,,,,,,,,,,,
Armenia,2008,,20.28515,,,,,,,,,,,,,,
Armenia,2009,,17.405537,,,,,,,,,,,,,,
Armenia,2010,,15.005157,,,,,,,,,,,,,,
Armenia,2011,,16.493843,,,,,,,,,,,,,,
Armenia,2012,,17.713549,,,,,,,,,,,,,,
Armenia,2013,,23.177555,,,,,,,,,,,,,,
Armenia,2014,,17.876028,,,,,,,,,,,,,,
Armenia,2015,,17.816034,,,,,,,,,,,,,,
Armenia,2016,,18.226404,,,,,,,,,,,,,,
Armenia,2017,,17.345867,,,,,,,,,,,,,,
Armenia,2018,,19.464058,,,,,,,,,,,,,,
Armenia,2019,,,15.766606,,,,,,,,,,,,,
Armenia,2020,,,13.793206,,,,,,,,,,,,,
Armenia,2021,,,14.523801,,,,,,,,,,,,,
Armenia,2022,,,14.3837595,,,,,,,,,,,,,
Armenia,2023,,,14.521905,,,,,,,,,,,,,
Australia,1981,,,,,,,,,35.18314,,,,,,,
Australia,1985,,,,,,,,,,37.81351,,,,,,
Australia,1989,,,,,,,,,,,37.11171,,,,,
Australia,1995,,,,,,,,,,,,37.97918,,,,
Australia,2001,,,,,,,,,,,,34.703667,,,,
Australia,2003,,,,,,,,,,,,36.591515,,,,
Australia,2004,,,,,,,,,,,,34.419125,,,,
Australia,2008,,,,,,,,,,,,31.022959,,,,
Australia,2010,,,,,,,,,,,,32.04263,,,,
Australia,2014,,,,,,,,,,,,34.69538,,,,
Australia,2016,,,,,,,,,,,,32.808464,,,,
Australia,2018,,,,,,,,,,,,33.877926,,,,
Australia,2020,,,,,,,,,,,,37.091267,,,,
Austria,1994,,,,,,,,,,34.243694,,,,,,
Austria,1995,,,,,,,,,,30.91741,,,,,,
Austria,1996,,,,,,,,,,26.176567,,,,,,
Austria,1997,,,,,,,,,,28.23733,,,,,,
Austria,1998,,,,,,,,,,33.093517,,,,,,
Austria,1999,,,,,,,,,,30.960573,,,,,,
Austria,2000,,,,,,,,,,36.313576,,,,,,
Austria,2003,,,,,,,,,,,31.250662,,,,,
Austria,2004,,,,,,,,,,,29.922174,,,,,
Austria,2005,,,,,,,,,,,31.569723,,,,,
Austria,2006,,,,,,,,,,,28.737574,,,,,
Austria,2007,,,,,,,,,,,30.695374,,,,,
Austria,2008,,,,,,,,,,,32.719517,,,,,
Austria,2009,,,,,,,,,,,36.55381,,,,,
Austria,2010,,,,,,,,,,,32.910324,,,,,
Austria,2011,,,,,,,,,,,35.71837,,,,,
Austria,2012,,,,,,,,,,,37.10014,,,,,
Austria,2013,,,,,,,,,,,31.30769,,,,,
