country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,153099.31,,,,,,,
Albania,2002,,170919.7,,,,,,
Albania,2005,,228412.64,,,,,,
Albania,2008,,157417.84,,,,,,
Albania,2012,,205682.55,,,,,,
Albania,2014,,,415073.88,,,,,
Albania,2015,,,356061.16,,,,,
Albania,2016,,,452085.72,,,,,
Albania,2017,,,389727.88,,,,,
Albania,2018,,,,495630,,,,
Albania,2019,,,,292762,,,,
Albania,2020,,,,384464,,,,
Algeria,1988,2254894.8,,,,,,,
Algeria,1995,,2972552.8,,,,,,
Algeria,2011,,,1431191.2,,,,,
Angola,2000,4393279.0,,,,,,,
Angola,2008,,2962392.8,,,,,,
Angola,2018,,,4909270.0,,,,,
Armenia,1999,,151320.75,,,,,,
Armenia,2001,,126390.2,,,,,,
Armenia,2002,,111477.35,,,,,,
Armenia,2003,,74797.85,,,,,,
Armenia,2004,,161010.97,,,,,,
Armenia,2005,,144485.33,,,,,,
Armenia,2006,,141795.73,,,,,,
Armenia,2007,,186304.23,,,,,,
Armenia,2008,,137643.64,,,,,,
Armenia,2009,,102132.76,,,,,,
Armenia,2010,,95360.98,,,,,,
Armenia,2011,,125361.63,,,,,,
Armenia,2012,,130275.86,,,,,,
Armenia,2013,,186232.66,,,,,,
Armenia,2014,,195493.44,,,,,,
Armenia,2015,,229968.89,,,,,,
Armenia,2016,,315463.2,,,,,,
Armenia,2017,,161373.97,,,,,,
Armenia,2018,,203377.61,,,,,,
Armenia,2019,,,149799.55,,,,,
Armenia,2020,,,84161.625,,,,,
Armenia,2021,,,124002.914,,,,,
Armenia,2022,,,133759.44,,,,,
Armenia,2023,,,124894.914,,,,,
Azerbaijan,1995,669394.44,,,,,,,
Azerbaijan,2001,,447336.6,,,,,,
Azerbaijan,2002,,74545.945,,,,,,
Azerbaijan,2003,,140685.64,,,,,,
Azerbaijan,2004,,34145.652,,,,,,
Azerbaijan,2005,,30276.465,,,,,,
Bangladesh,1983,1381666.8,,,,,,,
Bangladesh,1985,322490.5,,,,,,,
Bangladesh,1988,726337.56,,,,,,,
Bangladesh,1991,,1456238.2,,,,,,
Bangladesh,1995,,1662190.5,,,,,,
Bangladesh,2000,,,1778754.8,,,,,
Bangladesh,2005,,,1584439.6,,,,,
Bangladesh,2010,,,2121441.8,,,,,
Bangladesh,2016,,,3594510.8,,,,,
Bangladesh,2022,,,,5884018,,,,
Barbados,2016,91971.71,,,,,,,
Belarus,1998,,457201.75,,,,,,
