country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,2.8475664,,,,,,,,,,,,,,,
Albania,2002,,3.2122831,,,,,,,,,,,,,,
Albania,2005,,4.0950017,,,,,,,,,,,,,,
Albania,2008,,2.2614958,,,,,,,,,,,,,,
Albania,2012,,3.492413,,,,,,,,,,,,,,
Albania,2014,,,7.509593,,,,,,,,,,,,,
Albania,2015,,,4.9604883,,,,,,,,,,,,,
Albania,2016,,,6.572461,,,,,,,,,,13.251196,,,
Albania,2017,,,5.2713103,,,,,,,,,,12.9322,,,
Albania,2018,,,,6.009877,,,,,,,,,11.457549,,,
Albania,2019,,,,3.6192389,,,,,,,,,,,,
Albania,2020,,,,4.433078,,,,,,,,,,,,
Algeria,1988,7.2580004,,,,,,,,,,,,,,,
Algeria,1995,,7.831,,,,,,,,,,,,,,
Algeria,2011,,,1.255,,,,,,,,,,,,,
Angola,2000,17.70381,,,,,,,,,,,,,,,
Angola,2008,,10.489701,,,,,,,,,,,,,,
Angola,2018,,,15.700693,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,13.124999,,,,,,,
Argentina (urban),1986,,,,,,,,,10.560836,,,,,,,
Argentina (urban),1987,,,,,,,,,12.868307,,,,,,,
Argentina (urban),1991,,,,,,,,,10.915272,,,,,,,
Argentina (urban),1992,,,,,,,,,,12.360784,,,,,,
Argentina (urban),1993,,,,,,,,,,13.613324,,,,,,
Argentina (urban),1994,,,,,,,,,,14.018618,,,,,,
Argentina (urban),1995,,,,,,,,,,15.638095,,,,,,
Argentina (urban),1996,,,,,,,,,,16.117542,,,,,,
Argentina (urban),1997,,,,,,,,,,16.656212,,,,,,
Argentina (urban),1998,,,,,,,,,,,16.543516,,,,,
Argentina (urban),1999,,,,,,,,,,,16.661888,,,,,
Argentina (urban),2000,,,,,,,,,,,17.786127,,,,,
Argentina (urban),2001,,,,,,,,,,,19.285465,,,,,
