country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,153099.31,,,,,,,,,,,,,,,
Albania,2002,,170919.7,,,,,,,,,,,,,,
Albania,2005,,228412.64,,,,,,,,,,,,,,
Albania,2008,,157417.84,,,,,,,,,,,,,,
Albania,2012,,205682.55,,,,,,,,,,,,,,
Albania,2014,,,415073.88,,,,,,,,,,,,,
Albania,2015,,,356061.16,,,,,,,,,,,,,
Albania,2016,,,452085.72,,,,,,,,,,871090,,,
Albania,2017,,,389727.88,,,,,,,,,,901306,,,
Albania,2018,,,,495630,,,,,,,,,818300,,,
Albania,2019,,,,292762,,,,,,,,,,,,
Albania,2020,,,,384464,,,,,,,,,,,,
Algeria,1988,2254894.8,,,,,,,,,,,,,,,
Algeria,1995,,2972552.8,,,,,,,,,,,,,,
Algeria,2011,,,1431191.2,,,,,,,,,,,,,
Angola,2000,4393279.0,,,,,,,,,,,,,,,
Angola,2008,,2962392.8,,,,,,,,,,,,,,
Angola,2018,,,4909270.0,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,19363630.0,,,,,,,
Argentina (urban),1986,,,,,,,,,21256246.0,,,,,,,
Argentina (urban),1987,,,,,,,,,22450110.0,,,,,,,
Argentina (urban),1991,,,,,,,,,13412624.0,,,,,,,
Argentina (urban),1992,,,,,,,,,,16796797,,,,,,
Argentina (urban),1993,,,,,,,,,,19255102,,,,,,
Argentina (urban),1994,,,,,,,,,,18717841,,,,,,
Argentina (urban),1995,,,,,,,,,,21274049,,,,,,
Argentina (urban),1996,,,,,,,,,,22012445,,,,,,
Argentina (urban),1997,,,,,,,,,,24462337,,,,,,
Argentina (urban),1998,,,,,,,,,,,22106832.0,,,,,
Argentina (urban),1999,,,,,,,,,,,22771234.0,,,,,
Argentina (urban),2000,,,,,,,,,,,23887072.0,,,,,
Argentina (urban),2001,,,,,,,,,,,25328358.0,,,,,
Argentina (urban),2002,,,,,,,,,,,16712507.0,,,,,
Argentina (urban),2003,,,,,,,,,,,,21475771,,,,
Argentina (urban),2004,,,,,,,,,,,,24818871,,,,
Argentina (urban),2005,,,,,,,,,,,,26484071,,,,
Argentina (urban),2006,,,,,,,,,,,,30028849,,,,
Argentina (urban),2007,,,,,,,,,,,,30087056,,,,
Argentina (urban),2008,,,,,,,,,,,,31121183,,,,
Argentina (urban),2009,,,,,,,,,,,,33945540,,,,
