country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,90212,,,,,,,
Albania,2002,,98007,,,,,,
Albania,2005,,123320,,,,,,
Albania,2008,,66653,,,,,,
Albania,2012,,101294,,,,,,
Albania,2014,,,216960,,,,,
Albania,2015,,,142897,,,,,
Albania,2016,,,189031,,,,,
Albania,2017,,,151469,,,,,
Albania,2018,,,,172266,,,,
Albania,2019,,,,103300,,,,
Albania,2020,,,,125804,,,,
Algeria,1988,1749870,,,,,,,
Algeria,1995,,2229501,,,,,,
Algeria,2011,,,464722,,,,,
Angola,2000,2887643,,,,,,,
Angola,2008,,2307390,,,,,,
Angola,2018,,,4942656,,,,,
Armenia,1999,,146452,,,,,,
Armenia,2001,,123323,,,,,,
Armenia,2002,,104690,,,,,,
Armenia,2003,,58911,,,,,,
Armenia,2004,,120121,,,,,,
Armenia,2005,,85987,,,,,,
Armenia,2006,,90028,,,,,,
Armenia,2007,,109996,,,,,,
Armenia,2008,,64712,,,,,,
Armenia,2009,,58032,,,,,,
Armenia,2010,,53545,,,,,,
Armenia,2011,,72868,,,,,,
Armenia,2012,,59913,,,,,,
Armenia,2013,,91371,,,,,,
Armenia,2014,,116703,,,,,,
Armenia,2015,,127070,,,,,,
Armenia,2016,,155727,,,,,,
Armenia,2017,,86609,,,,,,
Armenia,2018,,108756,,,,,,
Armenia,2019,,,84877,,,,,
Armenia,2020,,,44914,,,,,
Armenia,2021,,,72088,,,,,
Armenia,2022,,,71085,,,,,
Armenia,2023,,,68857,,,,,
Azerbaijan,1995,510685,,,,,,,
Azerbaijan,2001,,365531,,,,,,
Azerbaijan,2002,,32648,,,,,,
Azerbaijan,2003,,69056,,,,,,
Azerbaijan,2004,,11725,,,,,,
Azerbaijan,2005,,8541,,,,,,
Bangladesh,1983,1914118,,,,,,,
Bangladesh,1985,0,,,,,,,
Bangladesh,1988,0,,,,,,,
Bangladesh,1991,,1815791,,,,,,
Bangladesh,1995,,1968285,,,,,,
Bangladesh,2000,,,1927106,,,,,
Bangladesh,2005,,,1498502,,,,,
Bangladesh,2010,,,1812930,,,,,
Bangladesh,2016,,,3250072,,,,,
Bangladesh,2022,,,,3951530,,,,
Barbados,2016,23404,,,,,,,
Belarus,1998,,574747,,,,,,
Belarus,1999,,622749,,,,,,
Belarus,2000,,610734,,,,,,
Belarus,2001,,487182,,,,,,
Belarus,2002,,456480,,,,,,
Belarus,2003,,423620,,,,,,
Belarus,2004,,309188,,,,,,
Belarus,2005,,357259,,,,,,
