country,year,gini,decile10_share,bottom50_share,palma_ratio,headcount_ratio_50_median
China,2017,0.39075777,29.864386,23.784775,1.7688748,15.167478
China,2018,0.38497642,29.433182,24.135838,1.7145412,14.777668
China,2019,0.38168344,29.496235,24.428442,1.6889259,13.829686
China,2020,0.37090832,29.364485,25.316948,1.6080115,11.975477
China,2021,0.35743752,28.240372,26.107988,1.4977366,11.627416
China,2022,0.36019513,28.355509,25.910849,1.5187192,12.134342
China (rural),1981,0.24729232,20.51911,33.0071,0.843064,7.396
China (rural),1984,0.2668613,22.132336,31.860718,0.9435196,7.5220003
China (rural),1987,0.29451063,23.542809,30.012196,1.0792394,10.273
China (rural),1990,0.30475813,25.945627,30.001633,1.1741585,6.9870005
China (rural),1993,0.2804393,23.50313,31.186499,1.0234275,7.3650002
China (rural),1996,0.33620438,27.572462,27.726149,1.3616499,8.98
China (rural),1999,0.35389417,28.869953,26.666256,1.4886482,10.071
China (rural),2002,0.38019347,30.849907,25.112564,1.6998492,11.462
China (rural),2005,0.35849202,28.712547,26.229292,1.5167531,11.886
China (rural),2008,0.39399046,31.481276,24.157995,1.8201936,13.756999
China (rural),2010,0.4060783,32.78837,23.603823,1.9380926,13.622
China (rural),2011,0.38497442,30.7636,24.706272,1.7382855,13.552
China (rural),2012,0.39497343,31.459898,24.085014,1.8292063,14.26
China (rural),2013,0.33971012,27.00304,27.242384,1.371815,11.596001
China (rural),2014,0.3375639,26.727512,27.345758,1.3546377,11.936
China (rural),2015,0.33242807,26.435291,27.665054,1.3202183,11.238
China (rural),2016,0.33179837,26.389837,27.709375,1.3159888,11.248
China (rural),2017,0.34255984,27.367329,27.13423,1.395077,11.455
China (rural),2018,0.33541563,26.775896,27.549553,1.3434291,11.338
China (rural),2019,0.3267486,26.441744,28.141665,1.2898222,9.677
China (rural),2020,0.31574252,26.280567,28.981628,1.2309535,6.221
China (rural),2021,0.30404037,24.858593,29.524572,1.1484019,8.021
China (rural),2022,0.3169194,25.72395,28.726524,1.2260456,8.984
China (urban),1981,0.18508829,17.232565,37.20003,0.6154804,2.921
China (urban),1984,0.17744046,16.962713,37.665577,0.59527624,0.77
China (urban),1987,0.20129786,18.103626,36.108345,0.6692787,3.8229997
China (urban),1990,0.2559464,21.068972,32.407513,0.88255113,7.3059998
China (urban),1993,0.2846636,23.177446,30.674492,1.0317513,8.502
China (urban),1996,0.29089227,23.491446,30.208132,1.0630908,8.757
China (urban),1999,0.31547564,24.883512,28.59963,1.2018913,11.113
China (urban),2002,0.3339575,26.476204,27.599966,1.3299762,11.937
China (urban),2005,0.3473589,27.440125,26.800407,1.4259,12.8289995
China (urban),2008,0.35154304,27.920727,26.61501,1.460111,12.785
China (urban),2010,0.3574452,28.405827,26.258453,1.5058869,12.827
China (urban),2011,0.35559225,28.334278,26.38276,1.4924419,12.504999
China (urban),2012,0.3535335,28.016672,26.434988,1.4739424,12.627999
China (urban),2013,0.3668623,28.38832,25.413143,1.5704288,14.712
China (urban),2014,0.36429673,27.901926,25.478588,1.5450374,15.231999
China (urban),2015,0.36156222,27.85798,25.688274,1.5250336,14.724999
China (urban),2016,0.36124825,27.802107,25.666779,1.5214005,14.603
China (urban),2017,0.3694193,28.339273,25.148022,1.5876962,15.188999
China (urban),2018,0.36906132,28.126987,25.088678,1.5814909,15.396001
China (urban),2019,0.37052557,28.466967,25.073832,1.597075,14.977
China (urban),2020,0.36667654,28.885544,25.597557,1.5760349,13.548
China (urban),2021,0.35652608,28.037203,26.149723,1.4932296,12.996
China (urban),2022,0.35928813,28.136534,25.936121,1.5129969,13.298
Colombia,1992,0.5134726,40.42848,17.234056,3.443534,19.88373
Colombia,1996,0.5677193,45.587666,14.538867,4.7914605,22.754768
Colombia,1999,0.5852623,46.83696,13.47093,5.408168,24.470137
Colombia,2000,0.5837996,46.907345,13.674544,5.313062,22.727436
Colombia,2001,0.57319844,46.273033,14.2975025,4.946535,22.659386
Colombia,2002,0.5600673,45.18455,14.89409,4.4986844,21.713253
Colombia,2003,0.5357277,42.776714,16.156883,3.9068792,20.840832
Colombia,2004,0.54974467,44.52544,15.565281,4.1885867,20.324041
Colombia,2005,0.5390761,43.18905,16.015203,3.961405,20.51085
Colombia,2008,0.5530606,43.69147,14.913269,4.407427,23.25311
Colombia,2009,0.54282105,42.910213,15.518255,4.123349,22.228584
Colombia,2010,0.5461634,43.41093,15.418423,4.1797237,22.03193
Colombia,2011,0.53483087,42.355434,16.005367,3.912716,21.494814
Colombia,2012,0.52637225,41.28013,16.336044,3.7495136,21.949514
Colombia,2013,0.5262469,41.3666,16.400133,3.7452338,21.798584
Colombia,2014,0.5254296,41.366024,16.473955,3.7209122,21.755386
Colombia,2015,0.509826,39.940853,17.282017,3.4060009,21.167967
Colombia,2016,0.50562435,39.783997,17.617311,3.3224251,20.66383
Colombia,2017,0.49706593,38.981075,18.075304,3.1587737,20.176277
Colombia,2018,0.50410366,39.66014,17.713228,3.2861342,20.424448
Colombia,2019,0.5132543,40.310234,17.152943,3.4750915,21.212238
Colombia,2020,0.5348644,41.811363,15.940016,3.9454162,22.266733
Colombia,2021,0.55117023,43.72329,15.1266,4.317052,21.9283
Colombia,2022,0.5481858,43.51208,15.305102,4.2296815,21.70914
Colombia,2023,0.53881925,42.66313,15.765421,4.005824,21.460001
Colombia (urban),1980,0.5509124,42.258224,14.44107,4.486971,26.08
Colombia (urban),1988,0.53106165,41.206226,15.874491,3.9099445,24.346
Colombia (urban),1989,0.528438,41.381752,16.16194,3.8136146,23.467
Colombia (urban),1991,0.51318896,39.49404,16.762127,3.5248904,23.625
Comoros,2004,0.5592381,48.080025,16.118555,4.261082,17.248735
Comoros,2014,0.45332187,33.649017,19.81206,2.4823442,19.208067
Congo,2005,0.47329873,36.784275,19.295696,2.7159503,17.741547
Congo,2011,0.48937693,37.923088,18.326557,3.0519829,21.519045
Costa Rica,1981,0.47494763,33.73238,17.914518,2.8896043,25.051998
Costa Rica,1986,0.3441325,23.05173,25.744938,1.320672,19.615
Costa Rica,1989,0.4546494,33.222298,19.766459,2.5213292,21.157806
Costa Rica,1990,0.45213926,32.982388,19.881796,2.4761531,20.953344
Costa Rica,1991,0.46553165,34.27217,19.155865,2.692405,22.230757
Costa Rica,1992,0.45639223,33.71471,19.840208,2.5224338,20.50424
Costa Rica,1993,0.45926362,33.684254,19.562572,2.5667865,20.124832
Costa Rica,1994,0.46701846,35.240433,19.396955,2.6846967,19.660276
Costa Rica,1995,0.45658925,33.75106,19.819237,2.5285525,20.14599
Costa Rica,1996,0.4647768,34.27853,19.230364,2.6498966,20.448912
Costa Rica,1997,0.45578167,33.836132,19.837427,2.5167518,20.133806
Costa Rica,1998,0.456374,34.007824,19.83685,2.5184228,19.578236
Costa Rica,1999,0.47630617,35.861336,18.805777,2.8146482,20.214918
Costa Rica,2000,0.47409484,35.664692,18.84115,2.7987077,20.713827
Costa Rica,2001,0.5150596,39.692764,16.783081,3.5121074,20.897396
Costa Rica,2002,0.5181253,40.42716,16.82023,3.5607185,20.73496
Costa Rica,2003,0.49300322,36.990322,17.70858,3.1057384,21.555292
Costa Rica,2004,0.4841752,36.572857,18.337711,2.9370308,20.04697
Costa Rica,2005,0.47510257,35.883053,18.87011,2.7793946,19.581806
Costa Rica,2006,0.49280483,38.275673,18.162386,3.073692,19.287422
Costa Rica,2007,0.49312812,38.89677,18.448627,3.0501716,18.49969
Costa Rica,2008,0.48640773,37.658817,18.529224,2.9433265,18.612333
Costa Rica,2009,0.5055465,39.42675,17.404413,3.3065438,20.162886
Costa Rica,2010,0.4804304,36.771427,18.717714,2.839687,18.29893
Costa Rica,2011,0.487592,36.91187,18.158577,2.973313,20.312374
Costa Rica,2012,0.484173,36.608418,18.363832,2.9137275,19.79525
Costa Rica,2013,0.49151808,36.963158,17.800756,3.0269878,19.627285
Costa Rica,2014,0.4863209,36.911037,18.166834,2.9592593,19.693127
Costa Rica,2015,0.4837395,36.798294,18.448116,2.8986392,18.573418
Costa Rica,2016,0.48704112,37.274292,18.24573,2.976818,19.451029
Costa Rica,2017,0.48345202,36.958496,18.503809,2.8877592,18.662563
Costa Rica,2018,0.4796996,36.346954,18.59444,2.8432362,19.285027
Costa Rica,2019,0.48189852,36.65725,18.483757,2.8701463,19.126522
Costa Rica,2020,0.49245045,36.991196,17.718433,3.0547452,20.290724
Costa Rica,2021,0.4867803,37.174896,18.238123,2.9629178,19.584621
Costa Rica,2022,0.47151297,35.65803,19.025404,2.7087004,18.710165
Costa Rica,2023,0.4672933,35.052567,19.154707,2.659858,19.534023
Costa Rica,2024,0.4582914,34.226776,19.577093,2.5529263,19.86764
Cote d'Ivoire,1985,0.45520967,35.58406,20.500505,2.48983,17.382355
Cote d'Ivoire,1986,0.37969762,29.42847,24.757113,1.6565596,11.140028
Cote d'Ivoire,1987,0.40509075,31.973228,23.420015,1.9152415,13.709244
Cote d'Ivoire,1988,0.36886287,28.274727,25.217968,1.5585853,12.646024
Cote d'Ivoire,1992,0.39381957,29.505474,23.520844,1.7834444,15.987738
Cote d'Ivoire,1995,0.40563822,32.74638,23.323809,1.9473022,12.812439
Cote d'Ivoire,1998,0.38957322,30.077515,24.252203,1.7486959,14.462174
Cote d'Ivoire,2008,0.4317945,32.64186,21.413069,2.173112,17.382168
Cote d'Ivoire,2015,0.4146846,31.926304,22.625614,1.9998708,15.422827
Cote d'Ivoire,2018,0.37168875,28.978645,25.15209,1.6046423,11.964777
Cote d'Ivoire,2021,0.35275364,27.840826,26.458267,1.4509094,10.165044
Croatia,1988,0.22780727,19.493324,34.390533,0.7646188,6.3859997
Croatia,2009,0.325536,24.221619,27.688757,1.230097,13.70412
Croatia,2010,0.32372993,23.904211,27.791283,1.2105253,13.919832
Croatia,2011,0.32254216,23.7258,27.760996,1.2086587,14.379541
Croatia,2012,0.3247164,23.863375,27.5664,1.216711,14.495653
Croatia,2013,0.31992215,23.683714,27.998257,1.1939095,13.708355
Croatia,2014,0.3210291,23.966208,27.939316,1.2064812,13.704051
Croatia,2015,0.3111313,23.222397,28.571695,1.1421195,13.881333
Croatia,2016,0.30897874,23.186342,28.816933,1.1319053,14.133872
Croatia,2017,0.30352274,22.846613,29.139275,1.1007109,13.225788
Croatia,2018,0.29728624,22.718344,29.657963,1.065905,11.482275
Croatia,2019,0.28908283,22.23048,30.184622,1.0245651,11.362216
Croatia,2020,0.29543304,22.331491,29.616844,1.0502465,11.641164
Croatia,2021,0.28895947,22.259935,30.167534,1.021831,10.954199
Croatia,2022,0.30017322,23.031275,29.504183,1.08243,11.450405
Croatia,2023,0.30105957,23.29733,29.540411,1.0992496,12.094619
Cyprus,2004,0.30089054,24.28652,29.72341,1.1158946,7.0126123
Cyprus,2005,0.30259413,24.855082,29.709608,1.1390904,5.8664165
Cyprus,2006,0.31125963,26.018215,29.458618,1.2028811,6.5785513
Cyprus,2007,0.31113273,25.465858,29.149906,1.1927632,7.41243
Cyprus,2008,0.31708607,26.202547,28.90986,1.2363563,7.836433
Cyprus,2009,0.32108262,26.170837,28.585724,1.2479266,7.1933246
Cyprus,2010,0.31457788,25.691689,29.045486,1.2022249,7.2342353
Cyprus,2011,0.326255,26.687082,28.401567,1.2795863,7.2216578
Cyprus,2012,0.34312433,28.022284,27.455675,1.393874,8.443462
Cyprus,2013,0.37041834,30.865038,26.081991,1.6174299,7.9461575
Cyprus,2014,0.35565284,28.810627,26.68304,1.4893073,9.735535
Cyprus,2015,0.33966377,27.456024,27.499613,1.3732194,10.12412
Cyprus,2016,0.32891682,26.79576,28.202175,1.3006097,8.225753
Cyprus,2017,0.31416234,25.453264,29.060455,1.1986293,8.518425
Cyprus,2018,0.32739753,27.157986,28.54392,1.3003924,7.4667172
Cyprus,2019,0.3122324,25.463959,29.241354,1.1923597,7.717734
Cyprus,2020,0.31727943,26.278404,29.037374,1.2305496,7.108584
Cyprus,2021,0.3125177,25.656588,29.1962,1.202365,7.8999186
Cyprus,2022,0.31534076,26.23243,29.117313,1.2260252,6.9714966
Cyprus,2023,0.318384,26.314306,28.944036,1.2381896,7.482572
Czechia,1992,0.20703283,19.242138,36.40636,0.69867855,1.9938867
Czechia,1993,0.2655349,23.7047,32.393692,0.97506595,0.0
Czechia,1996,0.2579901,21.77689,33.07813,0.88564974,5.7472034
Czechia,2002,0.26555094,22.17706,32.597042,0.9210332,6.9980054
Czechia,2004,0.2753318,23.09804,31.794798,0.9898333,7.897846
Czechia,2005,0.26946017,22.935291,32.2635,0.9657852,7.6998754
Czechia,2006,0.26744118,22.615555,32.30193,0.94993675,6.9869123
Czechia,2007,0.2599865,22.317009,32.797344,0.9171328,5.9174786
Czechia,2008,0.26280212,22.883139,32.75916,0.9387634,5.773912
Czechia,2009,0.26156676,22.365973,32.676033,0.923415,6.1693807
Czechia,2010,0.26623514,22.44293,32.30594,0.94058067,7.1398473
Czechia,2011,0.26381275,22.233458,32.479675,0.9290546,7.6442575
Czechia,2012,0.2610994,22.162344,32.636467,0.9202601,6.3266845
Czechia,2013,0.26473904,22.592354,32.500275,0.94206023,7.0049024
Czechia,2014,0.25923222,22.141886,32.786747,0.9114346,6.103447
Czechia,2015,0.25867426,22.125261,32.821945,0.9089007,6.4543753
Czechia,2016,0.25406334,21.937046,33.112663,0.88839495,5.4044433
Czechia,2017,0.2485221,21.44957,33.378067,0.8598144,4.7055287
Czechia,2018,0.24990341,21.507627,33.260406,0.86529,4.92653
Czechia,2019,0.25262198,21.486286,32.98255,0.8738402,4.6633177
Czechia,2020,0.26245132,22.481861,32.603306,0.9289496,5.5823216
Czechia,2021,0.26202103,22.182127,32.502506,0.9178567,5.726748
Czechia,2022,0.2587039,21.793219,32.708733,0.8977958,6.5134106
Czechia,2023,0.25713998,21.513308,32.795296,0.890403,6.952387
Democratic Republic of Congo,2004,0.41633895,32.266907,22.408041,2.0277116,15.863938
Democratic Republic of Congo,2012,0.4207512,31.987858,22.140182,2.058649,16.561718
Democratic Republic of Congo,2020,0.4467324,35.673275,21.34165,2.36461,15.163924
Denmark,1987,0.2623234,21.242207,32.48585,0.8857421,5.988329
Denmark,1992,0.24691045,20.151585,33.49365,0.81201756,6.2463536
Denmark,1995,0.22955896,19.44342,34.544025,0.7522694,4.247055
Denmark,2000,0.2376632,19.779383,33.954052,0.7807556,4.4975686
Denmark,2003,0.2563104,21.37335,32.65848,0.8843403,5.7342443
Denmark,2004,0.24911796,20.648222,32.996346,0.84367985,5.753371
Denmark,2005,0.25186387,20.962425,32.926647,0.8578191,5.943803
Denmark,2006,0.25913078,21.745274,32.579407,0.899284,5.687261
Denmark,2007,0.26184258,22.099499,32.529778,0.9149048,5.4040623
Denmark,2008,0.25246271,21.040695,32.905598,0.8630045,5.677738
Denmark,2009,0.26701194,21.776026,32.013687,0.9251094,6.878417
Denmark,2010,0.2719856,22.532007,31.785189,0.96147186,6.991189
Denmark,2011,0.27311745,22.712576,31.687458,0.9704313,6.4175115
Denmark,2012,0.2779075,23.12241,31.499027,0.99325174,6.1550426
Denmark,2013,0.28542548,23.685612,31.07227,1.0351238,6.719198
Denmark,2014,0.2835288,23.558813,31.222654,1.0225135,6.7852283
Denmark,2015,0.28177243,23.822655,31.407024,1.022599,5.9490094
Denmark,2016,0.28187442,23.668066,31.33205,1.02317,6.6545553
Denmark,2017,0.28746662,24.034405,30.961445,1.0525,6.921538
Denmark,2018,0.28165728,23.50066,31.247519,1.0193405,6.5908012
Denmark,2019,0.27723315,23.51522,31.636604,1.0020473,5.91685
Denmark,2020,0.27503937,22.933405,31.60273,0.9828544,6.77433
Denmark,2021,0.28323492,23.828249,31.259811,1.0324856,7.156613
Denmark,2022,0.29259402,24.519175,30.734995,1.080754,6.224642
Denmark,2023,0.2992485,25.459969,30.517588,1.1272293,6.554128
Djibouti,2002,0.39997378,30.760393,23.512407,1.853068,15.346058
Djibouti,2012,0.4510654,34.372715,20.635324,2.4453645,19.026691
Djibouti,2013,0.44118604,33.988255,21.25863,2.3226147,18.91677
Djibouti,2017,0.41586015,32.30931,22.699715,2.0424259,17.136585
Dominican Republic,1986,0.47780794,36.10515,18.653898,2.8889697,22.623999
Dominican Republic,1989,0.5044813,39.79874,17.67229,3.2931526,21.515
Dominican Republic,1992,0.5105342,41.587738,18.017078,3.3373585,18.937
Dominican Republic,1996,0.47420478,36.488594,19.150745,2.7935362,19.88269
Dominican Republic,1997,0.4890393,37.85423,18.443956,3.0368662,21.256254
Dominican Republic,2000,0.51514596,40.22218,16.884853,3.513004,20.82129
Dominican Republic,2001,0.49999,39.20308,17.826622,3.2200184,20.674189
Dominican Republic,2002,0.4967226,38.322548,17.826223,3.1823888,21.239714
Dominican Republic,2003,0.5212065,41.74469,16.969835,3.612257,20.36777
Dominican Republic,2004,0.520509,41.70017,17.053528,3.5785706,20.30241
Dominican Republic,2005,0.49965227,38.95026,17.868929,3.18522,20.202501
Dominican Republic,2006,0.51961297,41.18574,16.911226,3.5477316,20.708231
Dominican Republic,2007,0.48855639,38.602497,18.664894,3.0108757,19.404745
Dominican Republic,2008,0.48107606,37.773575,18.99775,2.8759165,18.78924
Dominican Republic,2009,0.48875666,38.713665,18.631866,3.0042896,18.903217
Dominican Republic,2010,0.47325945,36.537407,18.971613,2.7795503,19.417961
Dominican Republic,2011,0.47706905,37.490513,19.105864,2.817911,17.485037
Dominican Republic,2012,0.46133542,36.039253,20.007435,2.583538,17.418182
Dominican Republic,2013,0.47656393,37.91664,19.375217,2.8069727,17.803259
Dominican Republic,2014,0.44279468,33.357765,20.642225,2.3226452,17.78417
Dominican Republic,2015,0.45181024,34.83985,20.491245,2.443312,17.629328
Dominican Republic,2016,0.45722714,35.36089,20.10362,2.542107,18.634636
Dominican Republic,2017,0.4219328,33.497684,22.701029,2.0819094,14.168972
Dominican Republic,2018,0.43686157,35.14776,21.94334,2.2525332,14.23672
Dominican Republic,2019,0.41917238,33.100746,22.654785,2.0587134,14.20632
Dominican Republic,2020,0.39628673,30.43163,23.731495,1.7999936,13.5896845
Dominican Republic,2021,0.38529354,30.238548,24.574213,1.7176869,12.920708
Dominican Republic,2022,0.369794,28.292252,25.211454,1.5763775,14.30887
Dominican Republic,2023,0.38397565,29.138336,24.343634,1.6953541,14.893039
Dominican Republic,2024,0.38971257,29.522434,23.8932,1.7529863,15.319228
East Asia and Pacific (WB),1981,,,,,12.578966
East Asia and Pacific (WB),1982,,,,,12.604213
East Asia and Pacific (WB),1983,,,,,12.418888
East Asia and Pacific (WB),1984,,,,,11.540107
East Asia and Pacific (WB),1985,,,,,11.9888115
East Asia and Pacific (WB),1986,,,,,12.783872
East Asia and Pacific (WB),1987,,,,,13.133052
East Asia and Pacific (WB),1988,,,,,13.35233
East Asia and Pacific (WB),1989,,,,,12.143524
East Asia and Pacific (WB),1990,,,,,12.303216
East Asia and Pacific (WB),1991,,,,,12.212676
East Asia and Pacific (WB),1992,,,,,12.505232
East Asia and Pacific (WB),1993,,,,,12.4267235
East Asia and Pacific (WB),1994,,,,,13.106078
East Asia and Pacific (WB),1995,,,,,13.903973
East Asia and Pacific (WB),1996,,,,,14.819924
East Asia and Pacific (WB),1997,,,,,15.720494
East Asia and Pacific (WB),1998,,,,,16.574951
East Asia and Pacific (WB),1999,,,,,16.400005
East Asia and Pacific (WB),2000,,,,,16.802862
East Asia and Pacific (WB),2001,,,,,17.610966
East Asia and Pacific (WB),2002,,,,,17.906542
East Asia and Pacific (WB),2003,,,,,17.7491
East Asia and Pacific (WB),2004,,,,,17.716286
East Asia and Pacific (WB),2005,,,,,17.33969
East Asia and Pacific (WB),2006,,,,,18.557264
East Asia and Pacific (WB),2007,,,,,19.223465
East Asia and Pacific (WB),2008,,,,,19.552303
East Asia and Pacific (WB),2009,,,,,20.387564
East Asia and Pacific (WB),2010,,,,,21.302605
East Asia and Pacific (WB),2011,,,,,20.708303
East Asia and Pacific (WB),2012,,,,,20.903605
East Asia and Pacific (WB),2013,,,,,19.537209
East Asia and Pacific (WB),2014,,,,,19.74161
East Asia and Pacific (WB),2015,,,,,19.465263
East Asia and Pacific (WB),2016,,,,,19.156338
East Asia and Pacific (WB),2017,,,,,19.082825
East Asia and Pacific (WB),2018,,,,,18.877338
East Asia and Pacific (WB),2019,,,,,18.770456
East Asia and Pacific (WB),2020,,,,,17.589993
East Asia and Pacific (WB),2021,,,,,18.283766
East Asia and Pacific (WB),2022,,,,,18.607344
East Asia and Pacific (WB),2023,,,,,19.28548
East Asia and Pacific (WB),2024,,,,,19.281212
East Asia and Pacific (WB),2025,,,,,19.585613
East Timor,2001,0.35935292,28.206402,25.92505,1.5052814,12.076771
East Timor,2007,0.27823317,22.878813,31.087633,0.99470526,5.04683
East Timor,2014,0.28652927,23.982067,30.846722,1.0495033,5.3912783
Eastern and Southern Africa (WB),1981,,,,,19.554733
Eastern and Southern Africa (WB),1982,,,,,19.672234
Eastern and Southern Africa (WB),1983,,,,,19.914494
Eastern and Southern Africa (WB),1984,,,,,19.566532
Eastern and Southern Africa (WB),1985,,,,,19.44069
Eastern and Southern Africa (WB),1986,,,,,19.695316
Eastern and Southern Africa (WB),1987,,,,,19.74506
Eastern and Southern Africa (WB),1988,,,,,19.97434
Eastern and Southern Africa (WB),1989,,,,,19.781103
Eastern and Southern Africa (WB),1990,,,,,19.637814
Eastern and Southern Africa (WB),1991,,,,,20.197695
Eastern and Southern Africa (WB),1992,,,,,20.063768
Eastern and Southern Africa (WB),1993,,,,,20.098907
Eastern and Southern Africa (WB),1994,,,,,20.526169
Eastern and Southern Africa (WB),1995,,,,,20.481556
Eastern and Southern Africa (WB),1996,,,,,20.952324
Eastern and Southern Africa (WB),1997,,,,,21.075981
Eastern and Southern Africa (WB),1998,,,,,21.565958
Eastern and Southern Africa (WB),1999,,,,,21.352262
Eastern and Southern Africa (WB),2000,,,,,22.246508
Eastern and Southern Africa (WB),2001,,,,,22.097946
Eastern and Southern Africa (WB),2002,,,,,20.973856
Eastern and Southern Africa (WB),2003,,,,,20.513107
Eastern and Southern Africa (WB),2004,,,,,21.45552
Eastern and Southern Africa (WB),2005,,,,,21.810299
Eastern and Southern Africa (WB),2006,,,,,21.507269
Eastern and Southern Africa (WB),2007,,,,,21.009533
Eastern and Southern Africa (WB),2008,,,,,20.634804
Eastern and Southern Africa (WB),2009,,,,,20.65802
Eastern and Southern Africa (WB),2010,,,,,20.275051
Eastern and Southern Africa (WB),2011,,,,,20.362387
Eastern and Southern Africa (WB),2012,,,,,19.527016
Eastern and Southern Africa (WB),2013,,,,,19.31564
Eastern and Southern Africa (WB),2014,,,,,19.431744
Eastern and Southern Africa (WB),2015,,,,,19.656973
Eastern and Southern Africa (WB),2016,,,,,19.812508
Eastern and Southern Africa (WB),2017,,,,,19.647312
Eastern and Southern Africa (WB),2018,,,,,19.649492
Eastern and Southern Africa (WB),2019,,,,,19.535616
Eastern and Southern Africa (WB),2020,,,,,19.558632
Eastern and Southern Africa (WB),2021,,,,,19.064709
Eastern and Southern Africa (WB),2022,,,,,18.88707
Eastern and Southern Africa (WB),2023,,,,,18.43055
Eastern and Southern Africa (WB),2024,,,,,18.586578
Eastern and Southern Africa (WB),2025,,,,,18.735813
Ecuador,1994,0.5333368,42.45576,16.39051,3.8610208,21.14544
Ecuador,1999,0.5857383,47.838352,13.908181,5.233641,22.966463
Ecuador,2000,0.5630455,45.890038,15.033116,4.571471,22.332129
Ecuador,2003,0.5351476,42.016193,15.834156,3.966465,22.443897
Ecuador,2004,0.53891784,42.421204,15.748254,4.028133,22.229855
Ecuador,2005,0.530574,41.14326,15.948198,3.8679016,22.888287
Ecuador,2006,0.5225062,41.120075,16.718882,3.6296268,21.057354
Ecuador,2007,0.53355306,42.020004,16.107605,3.860584,21.007875
Ecuador,2008,0.4978813,38.109955,17.693602,3.1944995,21.36502
Ecuador,2009,0.4849893,37.10889,18.468351,2.9455867,19.99048
Ecuador,2010,0.48800084,37.535637,18.360767,2.9927034,20.152655
Ecuador,2011,0.45871636,34.112076,19.584562,2.5495067,19.596222
Ecuador,2012,0.46109542,34.6125,19.59725,2.6032143,21.223326
Ecuador,2013,0.46862498,35.67993,19.311106,2.6878593,19.5693
Ecuador,2014,0.4499268,34.3972,20.490206,2.430618,18.695915
Ecuador,2015,0.4595101,34.901447,19.84202,2.5552862,18.972097
Ecuador,2016,0.45016456,34.26645,20.436197,2.43428,18.532545
Ecuador,2017,0.44670117,33.80309,20.559612,2.3960488,19.052917
Ecuador,2018,0.4543803,34.414314,20.139805,2.4933786,19.249084
Ecuador,2019,0.4571004,34.485565,19.876184,2.5334606,20.270424
Ecuador,2020,0.47309673,36.03925,19.191277,2.7645311,20.137423
Ecuador,2021,0.45797622,34.73207,19.894598,2.54406,18.382105
Ecuador,2022,0.4546512,34.339684,20.10588,2.4951437,19.7873
Ecuador,2023,0.44579554,33.17824,20.310677,2.379414,19.037825
Ecuador,2024,0.45195475,33.441616,19.875263,2.4914668,21.973667
Ecuador (urban),1987,0.5048004,38.427616,17.274038,3.3857632,23.951
Ecuador (urban),1995,0.50834566,39.98841,17.66625,3.3272736,18.117294
Ecuador (urban),1998,0.49607277,37.84309,17.661402,3.1279223,19.210405
Egypt,1990,0.3200394,26.732101,28.818954,1.2610765,6.885
Egypt,1995,0.3008284,26.11182,30.249796,1.1599933,2.842
Egypt,1999,0.30834845,26.383015,29.70032,1.1987014,4.42
Egypt,2004,0.31847546,27.436876,29.285425,1.2637838,4.9503446
Egypt,2008,0.31102437,26.992142,29.82458,1.2183603,4.907546
Egypt,2010,0.30191457,26.07425,30.23986,1.1585178,4.3815985
Egypt,2012,0.28292203,24.743128,31.37649,1.0548997,3.849703
Egypt,2015,0.31823358,27.780188,29.487867,1.2675376,4.7384996
Egypt,2017,0.31533954,26.915482,29.406158,1.2349524,5.278282
Egypt,2019,0.3189325,27.476856,29.323881,1.2639018,5.0652847
Egypt,2021,0.28482038,24.573057,31.215696,1.0582594,4.402159
El Salvador,1989,0.48709404,34.919514,17.506105,3.1467824,25.491
El Salvador,1991,0.53787655,41.339066,15.554237,4.0950365,24.210787
El Salvador,1995,0.49846727,38.795616,18.004183,3.2014186,21.090343
El Salvador,1996,0.5095692,39.346962,17.251528,3.4092398,21.959785
El Salvador,1998,0.5437271,40.489635,14.651518,4.428425,26.945055
El Salvador,1999,0.52075946,38.61539,15.911551,3.7666714,24.332111
El Salvador,2000,0.5146319,38.972466,16.66182,3.538908,23.30922
El Salvador,2001,0.5134626,38.593204,16.537682,3.5569978,23.550327
El Salvador,2002,0.518506,38.823868,16.237724,3.6479325,23.615675
El Salvador,2003,0.5043299,37.248085,16.887383,3.3996994,24.138666
El Salvador,2004,0.47798017,35.6302,18.576963,2.8499637,20.855677
El Salvador,2005,0.48471633,36.775696,18.417297,2.956016,21.341293
El Salvador,2006,0.4568923,35.5564,20.38072,2.5249724,18.183193
El Salvador,2007,0.4521747,35.706867,20.804258,2.447591,16.241203
El Salvador,2008,0.4688559,36.119694,19.472618,2.680461,18.60119
El Salvador,2009,0.4582484,35.976418,20.375422,2.549832,18.464611
El Salvador,2010,0.4351326,33.228615,21.270746,2.2500966,18.326777
El Salvador,2011,0.42317978,32.749443,22.22393,2.0972369,15.904975
El Salvador,2012,0.41828832,32.584637,22.611784,2.0477507,15.696762
El Salvador,2013,0.4335865,34.22534,21.926939,2.2236493,16.349386
El Salvador,2014,0.4155944,32.143143,22.647326,2.0163846,15.581028
El Salvador,2015,0.40551814,31.824902,23.375404,1.9204655,14.409203
El Salvador,2016,0.39978543,30.64625,23.47152,1.8561629,16.292234
El Salvador,2017,0.38007152,29.14263,24.60277,1.6746937,14.47493
El Salvador,2018,0.38610572,29.38222,24.20426,1.7208697,15.301864
El Salvador,2019,0.38778764,29.798225,24.201536,1.7381864,14.557855
