country,year,gini,decile10_share,bottom50_share,palma_ratio,headcount_ratio_50_median
Argentina (urban),2010,0.43676555,31.761786,20.57003,2.2804706,21.655968
Argentina (urban),2011,0.4273792,31.006666,21.098902,2.156658,20.757326
Argentina (urban),2012,0.41437364,29.759207,21.755762,2.0010314,20.237564
Argentina (urban),2013,0.4108646,29.464954,21.951889,1.9678478,20.196415
Argentina (urban),2014,0.41822484,30.074125,21.529934,2.0411856,20.251163
Argentina (urban),2016,0.42345008,30.703146,21.351694,2.1058156,20.808344
Argentina (urban),2017,0.41434798,29.952744,21.874321,1.9996291,19.613256
Argentina (urban),2018,0.4171897,30.148289,21.682533,2.0345323,20.073492
Argentina (urban),2019,0.43314135,31.34473,20.735418,2.2259076,21.252653
Argentina (urban),2020,0.42743686,30.62902,20.868532,2.1599653,20.924507
Argentina (urban),2021,0.4244556,31.247753,21.470657,2.1119714,19.064077
Argentina (urban),2022,0.4073646,29.819075,22.407547,1.9164876,18.376913
Argentina (urban),2023,0.42390975,30.99403,21.351204,2.1151476,20.138418
Argentina (urban),2024,0.42353317,31.177702,21.478628,2.1060784,19.644846
Armenia,1999,0.36219725,29.62441,26.32084,1.5463235,9.329973
Armenia,2001,0.3536436,29.054943,26.931131,1.4813666,9.367676
Armenia,2002,0.34779674,28.995821,27.392143,1.4439179,7.3158
Armenia,2003,0.33028087,28.195316,28.59912,1.335432,6.2967973
Armenia,2004,0.37505633,31.683737,26.072292,1.6623967,8.078434
Armenia,2005,0.35992354,30.77339,26.99815,1.5485061,6.923387
Armenia,2006,0.29709986,24.44852,30.032486,1.1073625,7.0217905
Armenia,2007,0.31226057,25.1116,29.070261,1.1838206,8.244999
Armenia,2008,0.2918814,23.673841,30.142727,1.0667241,6.432165
Armenia,2009,0.2801588,22.912731,30.951843,1.0016693,5.7249055
Armenia,2010,0.29992583,25.031858,30.061316,1.129915,6.0623517
Armenia,2011,0.29352945,23.956472,30.23331,1.077006,6.488274
Armenia,2012,0.29602262,24.53651,30.188467,1.1063591,7.3390903
Armenia,2013,0.30579662,24.678698,29.436728,1.1472408,8.006752
Armenia,2014,0.3148329,25.742498,28.970211,1.2191801,8.420474
Armenia,2015,0.32356772,26.73322,28.600649,1.2860577,8.870497
Armenia,2016,0.32547948,25.27453,27.865774,1.2656617,11.737232
Armenia,2017,0.3362184,28.368557,28.20346,1.3674651,6.9483585
Armenia,2018,0.344335,29.197302,27.768288,1.4344324,7.835563
Armenia,2019,0.30031213,25.232918,30.180584,1.1398287,7.301773
Armenia,2020,0.25131604,21.451658,32.981834,0.874341,4.547922
Armenia,2021,0.2794013,23.55188,31.389172,1.0160575,6.268383
Armenia,2022,0.27945295,22.992569,31.079388,1.0073895,6.862517
Armenia,2023,0.2715465,22.878227,31.787106,0.9730121,6.3787966
Australia,1981,0.31324694,22.880384,28.61255,1.102533,10.478995
Australia,1985,0.3249635,24.280893,27.767467,1.2086856,10.689775
Australia,1989,0.33151868,24.246101,27.493845,1.2237025,11.249733
Australia,1995,0.325785,24.209175,27.954182,1.1972417,10.231302
Australia,2001,0.33461928,24.6863,27.268463,1.2544591,10.238914
Australia,2003,0.3349675,24.661833,27.291704,1.2538364,10.485422
Australia,2004,0.3305572,24.89809,27.71427,1.239179,9.742837
Australia,2008,0.3542851,27.39546,26.189056,1.4542674,10.337269
Australia,2010,0.34656727,26.452614,26.509033,1.3853638,10.340471
Australia,2014,0.34398162,26.581455,27.269806,1.3444033,9.9896755
Australia,2016,0.33685187,25.46908,27.395218,1.2875152,10.735173
Australia,2018,0.34332526,26.208094,27.18672,1.336818,11.742362
Australia,2020,0.33829018,25.500546,27.409283,1.2919182,11.460432
Austria,1994,0.3082802,23.608883,29.274239,1.1074307,9.240191
Austria,1995,0.29914328,23.001436,29.822195,1.0580695,9.671505
Austria,1996,0.29317808,22.783808,30.291664,1.0320898,8.478764
Austria,1997,0.29065368,22.360401,30.434687,1.015951,9.181263
Austria,1998,0.31340772,24.625074,29.214859,1.1573465,8.74073
Austria,1999,0.2967054,23.362251,29.950443,1.0668736,7.995224
Austria,2000,0.28964692,22.559362,30.405216,1.0171819,7.995952
Austria,2003,0.29465628,23.459663,30.08104,1.0706276,8.771887
Austria,2004,0.29788846,23.833685,29.895033,1.0937229,8.485132
Austria,2005,0.28715208,22.84141,30.395906,1.0287756,7.946004
Austria,2006,0.2958756,23.689007,29.973818,1.0800438,8.10621
Austria,2007,0.3057945,23.84161,29.212858,1.1279056,10.027354
Austria,2008,0.30437094,24.094646,29.480074,1.1313984,10.37751
Austria,2009,0.31494907,24.680893,28.790474,1.192125,11.256709
Austria,2010,0.30251664,23.563934,29.416702,1.1085495,10.371707
Austria,2011,0.30801058,23.683468,29.008623,1.1331183,10.117243
Austria,2012,0.30475616,23.437763,29.27463,1.1114901,10.66855
Austria,2013,0.30752906,24.275229,29.25816,1.1461952,9.612644
Austria,2014,0.30535373,24.053734,29.363777,1.1349437,10.487048
Austria,2015,0.3053083,23.840855,29.313742,1.1314757,11.335705
Austria,2016,0.3079514,23.83936,29.077423,1.1394925,10.658501
Austria,2017,0.2973693,22.989513,29.687456,1.0774772,10.720788
Austria,2018,0.3084742,23.912853,29.010801,1.1455494,10.241609
Austria,2019,0.30210516,23.200247,29.36244,1.0956705,10.540469
Austria,2020,0.29800698,23.09744,29.712786,1.0799227,11.0397625
Austria,2021,0.30701682,23.781338,29.213837,1.1346552,11.4541445
Austria,2022,0.3089293,24.554405,29.425024,1.1615382,11.154224
Austria,2023,0.3120468,24.76816,29.173866,1.1814873,10.964481
Azerbaijan,1995,0.34648824,26.769892,26.7049,1.4006382,12.509773
Azerbaijan,2001,0.36454937,29.495562,26.056057,1.5554827,9.542062
Azerbaijan,2002,0.25277665,23.183138,33.45659,0.91733533,1.8651206
Azerbaijan,2003,0.2683288,23.582264,32.222057,0.977939,3.0624547
Azerbaijan,2004,0.26621592,24.350721,32.710224,0.98603934,1.0322694
Azerbaijan,2005,0.26554906,24.182793,32.62701,0.9795368,0.86890215
Bangladesh,1983,0.2587649,21.865631,32.502907,0.910779,6.7500005
Bangladesh,1985,0.26917496,23.405548,32.033054,0.9809528,3.5289998
Bangladesh,1988,0.28846547,24.582228,30.81115,1.0778692,5.416
Bangladesh,1991,0.27570805,23.282,31.440899,1.0004907,5.531545
Bangladesh,1995,0.32942984,28.074661,28.644148,1.3207182,5.0648575
Bangladesh,2000,0.33406532,27.862013,28.085627,1.3422153,5.2097774
Bangladesh,2005,0.33201292,27.992825,28.24625,1.3364652,4.2528977
Bangladesh,2010,0.3213032,26.921165,28.806562,1.2627788,5.07697
Bangladesh,2016,0.32385272,26.834944,28.591017,1.2730651,6.161217
Bangladesh,2022,0.30930254,25.472048,29.321718,1.1796215,6.804993
Barbados,2016,0.34068036,25.782362,26.947664,1.3502103,13.458246
Belarus,1998,0.3201835,24.913055,28.294058,1.2181025,10.713508
Belarus,1999,0.31738147,24.03546,28.209332,1.1879704,12.152367
Belarus,2000,0.31167483,24.039766,28.758926,1.1593466,11.053719
Belarus,2001,0.30576724,23.987226,29.278849,1.1307653,10.142511
Belarus,2002,0.30336243,24.016233,29.452188,1.122568,9.716408
Belarus,2003,0.28821012,22.625843,30.272953,1.0249932,9.281948
Belarus,2004,0.26479885,21.338913,31.779657,0.91390294,7.5295286
Belarus,2005,0.2755341,21.78956,31.079617,0.96087956,8.8488455
Belarus,2006,0.28275442,22.393064,30.585073,1.0038972,9.288402
Belarus,2007,0.2961238,23.56434,29.928,1.0805656,8.74433
Belarus,2008,0.27826044,22.32832,30.896786,0.98642004,8.489552
Belarus,2009,0.27689305,22.570702,31.248999,0.9856778,7.9431186
Belarus,2010,0.285666,22.84286,30.47623,1.0270857,8.462791
Belarus,2011,0.2715255,21.850897,31.350115,0.9494556,8.1253605
Belarus,2012,0.26526198,21.78921,31.917223,0.92811155,7.0892596
Belarus,2013,0.26575053,22.05661,31.983759,0.9353182,6.578738
Belarus,2014,0.27176666,22.551128,31.66686,0.96773064,6.835915
Belarus,2015,0.25633225,21.19524,32.4751,0.8839506,6.227987
Belarus,2016,0.25306615,21.266428,32.81482,0.87428313,5.914646
Belarus,2017,0.2544457,21.269018,32.639664,0.8790609,5.1600566
Belarus,2018,0.25240526,21.388706,32.926064,0.8750121,5.202345
Belarus,2019,0.25277847,21.319176,32.79262,0.87557274,5.537032
Belarus,2020,0.24383356,20.72444,33.32034,0.83466977,3.8750398
Belgium,1985,0.2520385,20.281633,32.881542,0.83705163,5.9774003
Belgium,1988,0.25711665,20.713112,32.708385,0.86014545,6.741434
Belgium,1992,0.24946482,19.769339,32.987953,0.81398803,6.9861584
Belgium,1995,0.2841082,22.47454,31.103996,0.992183,8.370786
Belgium,1997,0.26832196,21.228296,32.001472,0.9044311,7.956522
Belgium,2000,0.33135977,27.98286,29.099554,1.3076433,6.9550104
Belgium,2003,0.28143343,22.231407,30.91905,0.98932475,9.312421
Belgium,2004,0.3054143,25.106752,29.92737,1.1498772,9.06677
Belgium,2005,0.2933692,23.871986,30.4888,1.0702752,8.53758
Belgium,2006,0.28054053,22.403925,30.963797,0.99093485,9.102822
Belgium,2007,0.2923768,23.532797,30.413555,1.0591348,9.0612135
Belgium,2008,0.2837373,22.713911,30.847935,1.0072637,8.828175
Belgium,2009,0.2855119,22.705503,30.742378,1.0135758,9.439794
Belgium,2010,0.2837483,22.733124,30.92577,1.0103148,9.636718
Belgium,2011,0.2806044,22.333948,31.018068,0.991302,10.153286
Belgium,2012,0.274905,21.919731,31.358322,0.9593803,9.140506
Belgium,2013,0.27668858,21.825113,31.13782,0.9645756,10.056153
Belgium,2014,0.28134012,22.415335,30.914879,0.99635565,9.733761
Belgium,2015,0.2772931,22.207256,31.213839,0.98029864,10.51198
Belgium,2016,0.2758074,22.156551,31.369892,0.9728407,10.281027
Belgium,2017,0.2738765,21.9396,31.483337,0.9578273,9.93752
Belgium,2018,0.272142,22.233095,31.780432,0.95797116,9.638242
Belgium,2019,0.27219555,22.313326,31.786922,0.9590277,8.551032
Belgium,2020,0.2595828,21.361734,32.48953,0.8948716,7.895737
Belgium,2021,0.26577634,21.864437,32.137802,0.92543894,8.131175
Belgium,2022,0.26375556,22.241497,32.47392,0.9290973,7.606113
Belgium,2023,0.26823103,22.211359,32.10108,0.9452637,8.332384
Belize,1995,0.57547647,44.119392,13.0509615,5.341089,27.251297
Belize,2018,0.39949584,29.997482,23.159475,1.839477,16.001438
Benin,2003,0.38577467,31.084284,24.814255,1.7374451,10.879891
Benin,2011,0.43439275,34.47216,21.813768,2.196207,11.737294
Benin,2015,0.4760386,37.58329,19.424524,2.8982859,20.062883
Benin,2018,0.37948644,30.041811,24.952925,1.6649604,11.088405
Benin,2021,0.34395808,27.157635,26.960426,1.3905407,10.455495
Bhutan,2003,0.40898,32.21597,23.002281,1.9520042,12.529556
Bhutan,2007,0.3809077,29.365276,24.431604,1.6824181,13.719289
Bhutan,2012,0.38809326,30.737484,24.422117,1.7558815,12.306951
Bhutan,2017,0.3744141,27.931229,24.495611,1.599254,13.765578
Bhutan,2022,0.2845992,22.70336,30.56523,1.019372,8.786357
Bolivia,1997,0.58141714,45.355057,13.287492,5.4021215,26.284605
Bolivia,1999,0.58036,42.562458,11.996136,6.039085,30.336895
Bolivia,2000,0.6156524,47.80924,11.0203905,7.475698,29.6455
Bolivia,2001,0.5736684,44.136818,13.434986,5.270521,27.11332
Bolivia,2002,0.59274924,46.594044,12.602077,6.0002055,27.892748
Bolivia,2004,0.5500035,43.8911,15.388333,4.272325,21.91687
Bolivia,2005,0.58518565,45.264824,12.763158,5.583091,26.178383
Bolivia,2006,0.5666029,43.55596,13.669706,4.988222,25.49272
Bolivia,2007,0.54532504,41.838013,14.888312,4.307371,24.260191
Bolivia,2008,0.5081494,38.525196,16.989147,3.4503055,22.929552
Bolivia,2009,0.49220297,36.903587,17.887575,3.1535728,23.17944
Bolivia,2011,0.46080363,33.68351,19.3728,2.5975442,21.880285
Bolivia,2012,0.4657997,33.668785,18.908552,2.7040842,22.934244
Bolivia,2013,0.4758858,35.217136,18.63627,2.8527637,22.719236
Bolivia,2014,0.4782917,36.043552,18.788267,2.8636374,21.605297
Bolivia,2015,0.46731645,34.78926,19.246353,2.695745,21.253235
Bolivia,2016,0.45240822,32.424435,19.66157,2.485968,22.177544
Bolivia,2017,0.44617796,32.003853,19.964756,2.4042645,21.765614
Bolivia,2018,0.42579088,30.586613,21.291357,2.117727,20.05303
Bolivia,2019,0.41644302,30.844065,22.161516,2.0088387,17.817265
Bolivia,2020,0.4364544,32.5524,21.050173,2.2429676,17.924665
Bolivia,2021,0.40913323,30.269932,22.572779,1.9362315,17.442924
Bolivia,2022,0.41208377,30.407059,22.304865,1.9722929,18.09367
Bolivia,2023,0.42050114,31.284233,21.907324,2.059187,17.074196
Bolivia (urban),1990,0.42035723,31.740871,21.844517,2.0770829,18.255
Bolivia (urban),1992,0.49072397,39.15706,18.727654,2.9960291,16.820793
Bosnia and Herzegovina,2001,0.2996642,24.748814,30.093401,1.1199344,7.6662793
Bosnia and Herzegovina,2004,0.3403749,26.355522,27.038229,1.3526628,11.652456
Bosnia and Herzegovina,2007,0.33061588,25.108654,27.410334,1.2734753,11.942451
Bosnia and Herzegovina,2011,0.33030185,25.137257,27.488457,1.2725238,11.809263
Botswana,1985,0.5421201,42.930748,15.500089,4.096454,23.443
Botswana,1993,0.6014759,50.395157,13.416933,5.563969,23.417
Botswana,2002,0.6153865,49.99036,11.83714,6.231659,21.98696
Botswana,2009,0.5693109,46.467773,14.570534,4.6877446,21.470524
Botswana,2015,0.5490736,42.92554,14.949876,4.1626477,20.38638
Brazil,1981,0.57864046,45.860573,13.456095,5.1650734,24.61337
Brazil,1982,0.58356094,46.215477,13.137399,5.3443303,24.973774
Brazil,1983,0.58903974,46.767467,12.894904,5.4810476,24.401104
Brazil,1984,0.5829912,46.507324,13.27198,5.266976,24.102072
Brazil,1985,0.55526423,42.532223,14.148462,4.537875,24.48629
Brazil,1986,0.58432895,46.558502,13.212831,5.3391256,24.381908
Brazil,1987,0.5964315,47.367973,12.45783,5.8464417,25.771172
Brazil,1988,0.613723,49.172974,11.61052,6.5526953,26.491407
Brazil,1989,0.63245785,51.133442,10.794215,7.328656,26.424265
Brazil,1990,0.60450876,48.06661,12.00607,6.153773,25.854095
Brazil,1992,0.5310342,39.667873,15.271299,3.991711,25.356787
Brazil,1993,0.60066897,48.438576,12.566975,5.912888,25.24366
Brazil,1995,0.59531194,47.53195,12.673245,5.750724,24.21244
Brazil,1996,0.5983838,47.336002,12.32935,5.949165,26.507542
Brazil,1997,0.5975472,47.377625,12.403626,5.9054456,26.50973
Brazil,1998,0.59566253,47.57927,12.654014,5.761519,25.03883
Brazil,1999,0.5895122,46.98782,12.978652,5.5417666,25.2365
Brazil,2001,0.5840288,46.092964,13.051078,5.4331822,25.939247
Brazil,2002,0.5810567,46.131523,13.295386,5.29636,25.338612
Brazil,2003,0.57553387,45.41071,13.5071745,5.133623,25.310484
Brazil,2004,0.56471825,44.53564,14.142959,4.768163,24.491455
Brazil,2005,0.5631013,44.632797,14.30756,4.7141566,24.291594
Brazil,2006,0.5564221,44.055195,14.704906,4.510056,23.61726
Brazil,2007,0.54919165,43.191612,15.009499,4.355322,24.208208
Brazil,2008,0.5403759,42.497242,15.538649,4.1131306,23.481632
Brazil,2009,0.53682,42.182465,15.739779,4.029676,23.384674
Brazil,2011,0.5294177,41.70866,16.210096,3.8583422,22.94362
Brazil,2012,0.5343539,42.384823,16.02971,3.9562116,22.823055
Brazil,2013,0.526834,41.737106,16.426405,3.7876935,22.485508
Brazil,2014,0.5202971,41.048164,16.771173,3.6362176,22.190907
Brazil,2015,0.51926535,40.85376,16.794939,3.6244283,22.414648
Brazil,2016,0.5336719,42.054123,15.973178,3.9510586,23.103407
Brazil,2017,0.5332116,41.96518,15.969332,3.9583318,23.121763
Brazil,2018,0.5388841,42.472572,15.684895,4.0919857,23.582346
Brazil,2019,0.5350941,41.959225,15.833803,4.017982,24.05595
Brazil,2020,0.4890203,39.474342,19.027718,2.9971173,18.264044
Brazil,2021,0.52938807,41.57079,16.210655,3.8393314,22.156446
Brazil,2022,0.52015305,40.964638,16.770283,3.623408,22.006678
Brazil,2023,0.5163944,40.79517,17.014242,3.5586085,21.890736
Bulgaria,1992,0.3071431,24.742361,29.333536,1.1604093,10.296
Bulgaria,2006,0.35688826,26.551697,26.228779,1.4568963,15.846027
Bulgaria,2007,0.36095878,27.940178,25.977453,1.5162573,13.217295
Bulgaria,2008,0.3357257,25.67082,27.434456,1.3116966,12.611299
Bulgaria,2009,0.33823076,25.688272,27.230127,1.3288791,13.860461
Bulgaria,2010,0.35653466,26.90185,26.128588,1.4652169,15.07321
Bulgaria,2011,0.34274977,26.028019,27.121725,1.3602945,14.123978
Bulgaria,2012,0.36010975,27.37716,26.068222,1.4915003,14.855371
Bulgaria,2013,0.36570895,27.557903,25.67079,1.5406307,15.967323
Bulgaria,2014,0.37415853,28.79716,25.296934,1.6190101,14.869043
Bulgaria,2015,0.38564378,28.717619,24.354797,1.698788,16.325052
Bulgaria,2016,0.40589675,31.42988,23.560873,1.9154664,15.717252
Bulgaria,2017,0.40378964,31.875715,23.858322,1.9005754,15.254922
Bulgaria,2018,0.41284075,32.609135,23.359306,1.9787885,14.068058
Bulgaria,2019,0.40271118,31.397606,23.761658,1.8761884,15.125841
Bulgaria,2020,0.40523154,32.56321,23.967356,1.907331,12.995927
Bulgaria,2021,0.39005446,29.888248,24.163586,1.7494016,13.538501
Bulgaria,2022,0.38201502,30.085108,25.090696,1.6847787,13.327191
Bulgaria,2023,0.39470536,31.144753,24.38309,1.803396,14.567436
Burkina Faso,1994,0.48017555,39.436283,19.726677,2.7696364,11.401116
Burkina Faso,1998,0.4986853,42.705784,19.472467,3.0702612,13.714025
Burkina Faso,2003,0.4325115,33.776512,21.622524,2.184239,13.411252
Burkina Faso,2009,0.397607,32.045467,24.141768,1.8424038,11.6261635
Burkina Faso,2014,0.35301226,29.599487,27.014566,1.4800488,5.2907233
Burkina Faso,2018,0.43016732,35.335205,22.367252,2.1877031,11.359654
Burkina Faso,2021,0.37391287,30.180424,25.494347,1.6337948,10.468628
Burundi,1992,0.3333381,26.584759,27.601637,1.3274977,10.688
Burundi,1998,0.42058137,32.47406,22.48208,2.0728333,17.357916
Burundi,2006,0.33359864,27.953928,28.015856,1.3407407,3.045843
Burundi,2013,0.38623977,31.024065,24.81852,1.7362332,11.180753
Burundi,2020,0.37456086,29.863708,25.328926,1.638533,11.449179
Cameroon,1996,0.44446746,36.129715,21.627092,2.2961419,11.104882
Cameroon,2001,0.42136794,33.629833,22.676044,2.0810614,13.291144
Cameroon,2007,0.42820063,33.035305,21.623686,2.1565304,15.775548
Cameroon,2014,0.46640873,35.03972,19.062342,2.6993525,21.731722
Cameroon,2021,0.42176074,31.147375,21.550144,2.0828173,18.77234
Canada,1971,0.37246722,26.552933,24.984797,1.521002,16.241629
Canada,1973,0.34901816,25.084316,26.45687,1.3430637,14.99362
Canada,1975,0.34087202,24.538486,26.94347,1.2834309,13.735871
Canada,1977,0.33729297,24.10146,27.05333,1.2572672,13.999631
Canada,1979,0.33469138,24.0045,27.2433,1.2413111,13.497154
Canada,1981,0.3296308,23.906725,27.590418,1.2108978,12.749074
Canada,1982,0.32930598,24.077208,27.76149,1.212322,12.999961
Canada,1984,0.33518428,24.567232,27.444967,1.2562352,13.747776
Canada,1985,0.33174872,24.526226,27.710894,1.238678,13.247829
Canada,1986,0.31675813,23.334494,28.57554,1.1395133,12.24965
Canada,1987,0.31653872,23.438787,28.608763,1.1403993,12.235491
Canada,1988,0.3119787,23.093851,28.857975,1.1104586,11.245335
Canada,1989,0.31012514,22.802635,28.925823,1.0964711,11.249939
Canada,1990,0.31365356,23.067316,28.747356,1.120397,12.247436
Canada,1991,0.3194339,23.303625,28.351469,1.1496947,12.497436
Canada,1992,0.31564316,23.230913,28.624277,1.1321415,12.499741
Canada,1993,0.31675923,23.151617,28.508612,1.1358249,12.747617
Canada,1994,0.31303805,22.946909,28.76054,1.1115307,12.2481785
Canada,1995,0.31509578,23.150513,28.623245,1.1301749,12.749333
Canada,1996,0.32768053,24.527473,27.980957,1.225045,13.247209
Canada,1997,0.33116943,24.970922,27.854595,1.2530314,12.748468
Canada,1998,0.33217245,25.11567,27.845545,1.259225,12.99953
Canada,1999,0.33060935,24.735466,27.851828,1.2438896,13.499053
Canada,2000,0.33418295,25.193014,27.696766,1.2746594,13.24908
Canada,2001,0.33554783,25.245752,27.53918,1.2818844,13.228226
Canada,2002,0.3356031,25.125261,27.489408,1.2798463,13.244062
Canada,2003,0.33809465,25.347742,27.379583,1.296928,13.997194
Canada,2004,0.33776483,25.1944,27.370003,1.2916604,13.74734
Canada,2005,0.33621806,25.202072,27.481155,1.2843798,13.237042
Canada,2006,0.3409054,25.660505,27.22146,1.3188267,12.72813
Canada,2007,0.33841008,25.6122,27.429192,1.3019149,12.491167
Canada,2008,0.33930567,25.544987,27.345167,1.3067816,13.493903
Canada,2009,0.33952153,25.429886,27.261013,1.3068113,13.227895
Canada,2010,0.33592603,25.3297,27.558662,1.2840251,13.248761
Canada,2011,0.32657078,24.625378,28.070856,1.2212372,12.247713
Canada,2012,0.33539012,24.755896,27.400238,1.2745571,14.247964
Canada,2013,0.3379898,24.70589,27.150494,1.2843171,14.74821
Canada,2014,0.33157605,24.745522,27.686125,1.2525233,13.7429085
Canada,2015,0.33746484,25.061024,27.32708,1.2877675,13.739003
Canada,2016,0.32701823,24.560669,27.996902,1.2275102,12.749203
Canada,2017,0.33308205,24.913033,27.584915,1.265963,13.242024
Canada,2018,0.3250927,24.383602,28.094404,1.2090975,12.249933
Canada,2019,0.31749648,23.978283,28.584423,1.16483,11.24734
Canada,2020,0.29851684,23.381863,29.983635,1.0685929,8.999881
Canada,2021,0.31114635,24.099249,29.18864,1.1376939,9.99859
Cape Verde,2001,0.5249523,42.636074,16.967194,3.6298995,19.322182
Cape Verde,2007,0.47187388,37.138603,19.642233,2.7062953,17.175539
Cape Verde,2015,0.42381087,32.289444,21.863619,2.0987399,15.770195
Central African Republic,1992,0.5968511,47.20408,11.941798,5.935908,28.825
Central African Republic,2008,0.5619515,46.198906,15.354786,4.463814,22.22998
Central African Republic,2021,0.43034458,33.141003,21.657633,2.1698272,15.295948
Chad,2003,0.39811727,30.706749,23.46061,1.8349576,13.160011
Chad,2011,0.4332027,32.431396,21.28986,2.225854,20.302616
Chad,2018,0.37499154,29.699617,25.201008,1.6311352,10.89302
Chad,2022,0.37357685,29.52502,25.310858,1.6512437,14.038456
Chile,1987,0.56193596,45.386116,14.76332,4.5129776,20.794258
Chile,1990,0.5723576,47.046402,14.503783,4.7369227,20.2541
Chile,1992,0.5480666,45.19021,15.911401,4.1004906,18.771723
Chile,1994,0.5642127,45.901188,14.894348,4.501856,20.294348
Chile,1996,0.54868966,44.425446,15.586798,4.1495876,19.58204
Chile,1998,0.55516803,44.969986,15.280158,4.3031864,20.408579
Chile,2000,0.52758694,42.577797,16.787582,3.699051,19.259134
Chile,2003,0.5147556,41.350304,17.453777,3.4552023,19.476545
Chile,2006,0.47706884,38.2071,19.568743,2.789463,16.60871
Chile,2009,0.47404668,38.39377,19.88038,2.7415113,15.188935
Chile,2011,0.46868157,38.039276,20.204205,2.6597629,14.640129
Chile,2013,0.4682394,38.197193,20.287472,2.653613,14.016925
Chile,2015,0.45343348,36.82622,21.06013,2.4568088,13.878365
Chile,2017,0.45269984,36.943657,21.160967,2.4546695,13.914736
Chile,2020,0.47004908,37.256214,19.89954,2.6655722,15.54536
Chile,2022,0.43042782,34.520885,22.200201,2.1871648,13.788342
China,1981,0.28164098,21.734812,30.465033,0.9740166,8.724711
China,1984,0.271023,21.30288,31.17307,0.9342293,9.103027
China,1987,0.29385957,22.43419,29.622452,1.0482146,11.345244
China,1990,0.3222662,25.794586,28.361355,1.2446102,8.797537
China,1993,0.338778,26.622543,27.22885,1.3407441,9.352733
China,1996,0.3522766,27.297884,26.190136,1.4454843,11.732916
China,1999,0.38703215,29.386732,23.90136,1.7234281,13.974714
China,2002,0.41985726,31.430292,21.76468,2.0548146,17.120314
China,2005,0.40900767,30.860788,22.546011,1.9406669,16.121199
China,2008,0.4296504,31.965733,21.122253,2.1827097,18.982092
China,2010,0.43744954,32.632317,20.687616,2.2828941,19.536203
China,2011,0.42409223,31.817892,21.596409,2.1167,18.116636
China,2012,0.42237166,31.542345,21.641933,2.100002,18.516289
China,2013,0.397364,30.281559,23.364565,1.8291912,15.440501
China,2014,0.39177653,29.693361,23.640795,1.7749025,15.64792
China,2015,0.38595304,29.412514,24.040543,1.7230849,15.033945
China,2016,0.38480517,29.34975,24.116358,1.711992,14.763247
