country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,11.381599,,,,,,,
Albania,2002,,11.335605,,,,,,
Albania,2005,,12.854214,,,,,,
Albania,2008,,13.805105,,,,,,
Albania,2012,,13.511883,,,,,,
Albania,2014,,,15.076863,,,,,
Albania,2015,,,18.022335,,,,,
Albania,2016,,,18.964993,,,,,
Albania,2017,,,18.6856,,,,,
Albania,2018,,,,19.632803,,,,
Albania,2019,,,,19.762281,,,,
Albania,2020,,,,20.257256,,,,
Algeria,1988,10.532354,,,,,,,
Algeria,1995,,11.026841,,,,,,
Algeria,2011,,,13.460549,,,,,
Angola,2000,10.964954,,,,,,,
Angola,2008,,10.372255,,,,,,
Angola,2018,,,8.2998,,,,,
Armenia,1999,,7.4936295,,,,,,
Armenia,2001,,7.0742507,,,,,,
Armenia,2002,,7.2737646,,,,,,
Armenia,2003,,7.3616095,,,,,,
Armenia,2004,,9.055094,,,,,,
Armenia,2005,,9.915378,,,,,,
Armenia,2006,,10.254244,,,,,,
Armenia,2007,,11.634539,,,,,,
Armenia,2008,,11.768451,,,,,,
Armenia,2009,,10.488935,,,,,,
Armenia,2010,,10.384659,,,,,,
Armenia,2011,,10.876528,,,,,,
Armenia,2012,,11.011952,,,,,,
Armenia,2013,,11.682661,,,,,,
Armenia,2014,,11.719446,,,,,,
Armenia,2015,,12.397912,,,,,,
Armenia,2016,,13.93215,,,,,,
Armenia,2017,,12.574066,,,,,,
Armenia,2018,,12.392703,,,,,,
Armenia,2019,,,11.4073105,,,,,
Armenia,2020,,,10.989668,,,,,
Armenia,2021,,,11.281961,,,,,
Armenia,2022,,,11.402515,,,,,
Armenia,2023,,,11.206205,,,,,
Azerbaijan,1995,8.252318,,,,,,,
Azerbaijan,2001,,9.661327,,,,,,
Azerbaijan,2002,,11.412305,,,,,,
Azerbaijan,2003,,12.136502,,,,,,
Azerbaijan,2004,,12.163929,,,,,,
Azerbaijan,2005,,13.63564,,,,,,
Bangladesh,1983,4.375132,,,,,,,
Bangladesh,1985,4.7424073,,,,,,,
Bangladesh,1988,4.3866897,,,,,,,
Bangladesh,1991,,4.339849,,,,,,
Bangladesh,1995,,5.182364,,,,,,
Bangladesh,2000,,,5.4394755,,,,,
Bangladesh,2005,,,6.0044675,,,,,
Bangladesh,2010,,,6.49894,,,,,
Bangladesh,2016,,,7.1839128,,,,,
Bangladesh,2022,,,,9.635184,,,,
Barbados,2016,24.884956,,,,,,,
Belarus,1998,,5.6507125,,,,,,
Belarus,1999,,6.134035,,,,,,
Belarus,2000,,6.6683545,,,,,,
Belarus,2001,,8.228681,,,,,,
Belarus,2002,,8.96891,,,,,,
Belarus,2003,,9.388706,,,,,,
Belarus,2004,,10.347017,,,,,,
Belarus,2005,,12.839537,,,,,,
Belarus,2006,,14.638601,,,,,,
Belarus,2007,,16.89856,,,,,,
Belarus,2008,,17.445616,,,,,,
Belarus,2009,,17.36388,,,,,,
Belarus,2010,,19.925432,,,,,,
Belarus,2011,,20.54844,,,,,,
Belarus,2012,,22.377064,,,,,,
Belarus,2013,,24.756556,,,,,,
Belarus,2014,,25.80544,,,,,,
Belarus,2015,,23.512367,,,,,,
Belarus,2016,,22.317774,,,,,,
Belarus,2017,,23.05483,,,,,,
Belarus,2018,,24.81102,,,,,,
Belarus,2019,,25.926197,,,,,,
Belarus,2020,,26.39566,,,,,,
Belize,1995,,21.556973,,,,,,
Belize,2018,,,,27.469973,,,,
Benin,2003,3.7395792,,,,,,,
Benin,2011,,4.1466036,,,,,,
