country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,17.484291,,,,,,,
Albania,2002,,21.864098,,,,,,
Albania,2005,,23.732897,,,,,,
Albania,2008,,26.10744,,,,,,
Albania,2012,,23.222506,,,,,,
Albania,2014,,,27.566826,,,,,
Albania,2015,,,32.282177,,,,,
Albania,2016,,,33.401077,,,,,
Albania,2017,,,32.497444,,,,,
Albania,2018,,,,32.21649,,,,
Albania,2019,,,,34.55151,,,,
Albania,2020,,,,33.785618,,,,
Algeria,1988,23.919724,,,,,,,
Algeria,1995,,21.666246,,,,,,
Algeria,2011,,,23.899183,,,,,
Angola,2000,33.661995,,,,,,,
Angola,2008,,23.908653,,,,,,
Angola,2018,,,24.637005,,,,,
Armenia,1999,,17.368551,,,,,,
Armenia,2001,,16.186209,,,,,,
Armenia,2002,,16.944239,,,,,,
Armenia,2003,,16.934237,,,,,,
Armenia,2004,,23.593107,,,,,,
Armenia,2005,,25.249678,,,,,,
Armenia,2006,,19.362907,,,,,,
Armenia,2007,,22.15342,,,,,,
Armenia,2008,,21.346727,,,,,,
Armenia,2009,,18.362738,,,,,,
Armenia,2010,,20.481253,,,,,,
Armenia,2011,,20.009722,,,,,,
Armenia,2012,,21.230703,,,,,,
Armenia,2013,,22.156792,,,,,,
Armenia,2014,,23.70452,,,,,,
Armenia,2015,,26.389685,,,,,,
Armenia,2016,,26.265688,,,,,,
Armenia,2017,,28.683025,,,,,,
Armenia,2018,,29.513626,,,,,,
Armenia,2019,,,22.930973,,,,,
Armenia,2020,,,18.426502,,,,,
Armenia,2021,,,21.059052,,,,,
Armenia,2022,,,20.382263,,,,,
Armenia,2023,,,20.243807,,,,,
Azerbaijan,1995,16.430946,,,,,,,
Azerbaijan,2001,,22.102217,,,,,,
Azerbaijan,2002,,21.924923,,,,,,
Azerbaijan,2003,,23.235008,,,,,,
Azerbaijan,2004,,24.690018,,,,,,
Azerbaijan,2005,,27.265142,,,,,,
Bangladesh,1983,7.5536985,,,,,,,
