country,year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,2016,,,,,12.920814,,,
Albania,2017,,,,,12.906684,,,
Albania,2018,,,,,12.676547,,,
Argentina (urban),1980,12.4679985,,,,,,,
Argentina (urban),1986,12.092693,,,,,,,
Argentina (urban),1987,11.9496155,,,,,,,
Argentina (urban),1991,11.411486,,,,,,,
Argentina (urban),1992,,12.072227,,,,,,
Argentina (urban),1993,,12.345169,,,,,,
Argentina (urban),1994,,12.105833,,,,,,
Argentina (urban),1995,,11.685064,,,,,,
Argentina (urban),1996,,11.9780855,,,,,,
Argentina (urban),1997,,12.0743065,,,,,,
Argentina (urban),1998,,,11.9576845,,,,,
Argentina (urban),1999,,,12.095472,,,,,
Argentina (urban),2000,,,12.205483,,,,,
Argentina (urban),2001,,,12.06028,,,,,
Argentina (urban),2002,,,11.6631975,,,,,
Argentina (urban),2003,,,,12.254,,,,
Argentina (urban),2004,,,,12.545925,,,,
Argentina (urban),2005,,,,12.452719,,,,
Argentina (urban),2006,,,,12.564246,,,,
Argentina (urban),2007,,,,12.522231,,,,
Argentina (urban),2008,,,,12.746109,,,,
Argentina (urban),2009,,,,12.811005,,,,
Argentina (urban),2010,,,,12.522406,,,,
Argentina (urban),2011,,,,12.637305,,,,
Argentina (urban),2012,,,,12.814166,,,,
Argentina (urban),2013,,,,12.846437,,,,
Argentina (urban),2014,,,,12.830828,,,,
Argentina (urban),2016,,,,12.703267,,,,
Argentina (urban),2017,,,,12.728164,,,,
Argentina (urban),2018,,,,12.763166,,,,
Argentina (urban),2019,,,,12.698904,,,,
Argentina (urban),2020,,,,12.83586,,,,
Argentina (urban),2021,,,,12.494378,,,,
Argentina (urban),2022,,,,12.583557,,,,
Argentina (urban),2023,,,,12.593964,,,,
Argentina (urban),2024,,,,12.564423,,,,
Armenia,1996,11.44473,,,,,,,
Australia,1981,12.785859,,,,,,,
Australia,1985,,12.636227,,,,,,
Australia,1989,,,12.67665,,,,,
Australia,1995,,,,12.5787945,,,,
Australia,2001,,,,12.722924,,,,
Australia,2003,,,,12.696478,,,,
Australia,2004,,,,12.465659,,,,
Australia,2008,,,,12.28348,,,,
Australia,2010,,,,12.431691,,,,
Australia,2014,,,,12.036864,,,,
Australia,2016,,,,12.489389,,,,
Australia,2018,,,,12.214051,,,,
Australia,2020,,,,12.363597,,,,
Austria,1994,,12.342313,,,,,,
Austria,1995,,12.345887,,,,,,
Austria,1996,,12.30392,,,,,,
Austria,1997,,12.414331,,,,,,
Austria,1998,,12.067378,,,,,,
Austria,1999,,12.109072,,,,,,
Austria,2000,,12.27828,,,,,,
Austria,2003,,,12.126049,,,,,
Austria,2004,,,12.063696,,,,,
Austria,2005,,,12.243014,,,,,
Austria,2006,,,12.144448,,,,,
Austria,2007,,,12.233021,,,,,
Austria,2008,,,12.033146,,,,,
Austria,2009,,,12.068378,,,,,
Austria,2010,,,12.281234,,,,,
Austria,2011,,,12.3706255,,,,,
Austria,2012,,,12.328085,,,,,
Austria,2013,,,12.156982,,,,,
Austria,2014,,,12.128746,,,,,
Austria,2015,,,12.239874,,,,,
Austria,2016,,,12.304161,,,,,
Austria,2017,,,12.341699,,,,,
Austria,2018,,,12.321045,,,,,
Austria,2019,,,12.393271,,,,,
Austria,2020,,,12.272165,,,,,
Austria,2021,,,12.253826,,,,,
Austria,2022,,,11.930794,,,,,
Austria,2023,,,12.00481,,,,,
Belarus,1993,11.676182,,,,,,,
Belarus,1995,12.2632675,,,,,,,
Belgium,1985,12.13791,,,,,,,
Belgium,1988,12.124142,,,,,,,
Belgium,1992,12.264494,,,,,,,
Belgium,1995,,12.003962,,,,,,
Belgium,1997,12.208155,,,,,,,
Belgium,2000,,11.237297,,,,,,
Belgium,2003,,,12.10231,,,,,
Belgium,2004,,,11.726716,,,,,
Belgium,2005,,,11.900167,,,,,
Belgium,2006,,,12.128374,,,,,
Belgium,2007,,,11.966722,,,,,
Belgium,2008,,,12.148586,,,,,
Belgium,2009,,,12.204305,,,,,
Belgium,2010,,,12.039466,,,,,
Belgium,2011,,,12.112248,,,,,
Belgium,2012,,,12.119499,,,,,
Belgium,2013,,,12.249996,,,,,
Belgium,2014,,,12.161823,,,,,
Belgium,2015,,,12.085213,,,,,
Belgium,2016,,,12.046571,,,,,
Belgium,2017,,,12.074648,,,,,
Belgium,2018,,,11.900866,,,,,
Belgium,2019,,,11.86408,,,,,
Belgium,2020,,,12.00635,,,,,
Belgium,2021,,,11.958485,,,,,
Belgium,2022,,,11.699309,,,,,
Belgium,2023,,,11.764934,,,,,
Belize,1993,9.120994,,,,,,,
Belize,1994,8.563789,,,,,,,
Belize,1996,,,9.961876,,,,,
Belize,1997,9.365345,,,,,,,
Belize,1998,10.771093,,,,,,,
Belize,1999,10.950227,,,,,,,
Bolivia,1997,,10.838005,,,,,,
Bolivia,1999,,,11.901796,,,,,
Bolivia,2000,,,,10.910789,,,,
Bolivia,2001,,,,11.196143,,,,
Bolivia,2002,,,,10.84383,,,,
Bolivia,2004,,,,,10.683103,,,
Bolivia,2005,,,,,,11.128707,,
Bolivia,2006,,,,,,11.424175,,
Bolivia,2007,,,,,,11.198657,,
Bolivia,2008,,,,,,11.781581,,
Bolivia,2009,,,,,,11.866867,,
Bolivia,2011,,,,,,12.365537,,
Bolivia,2012,,,,,,12.48124,,
Bolivia,2013,,,,,,12.156892,,
Bolivia,2014,,,,,,11.9076,,
Bolivia,2015,,,,,,12.1605425,,
Bolivia,2016,,,,,,12.752112,,
Bolivia,2017,,,,,,12.742951,,
Bolivia,2018,,,,,,12.763487,,
Bolivia,2019,,,,,,12.41482,,
Bolivia,2020,,,,,,12.250259,,
Bolivia,2021,,,,,,12.413653,,
Bolivia,2022,,,,,,12.478719,,
Bolivia,2023,,,,,,12.325754,,
Bolivia (urban),1990,12.222042,,,,,,,
Bolivia (urban),1992,11.125139,,,,,,,
Brazil,1981,10.652513,,,,,,,
Brazil,1982,10.632281,,,,,,,
Brazil,1983,10.540965,,,,,,,
Brazil,1984,10.499425,,,,,,,
Brazil,1985,11.374214,,,,,,,
Brazil,1986,10.486074,,,,,,,
Brazil,1987,10.510429,,,,,,,
Brazil,1988,10.213241,,,,,,,
Brazil,1989,9.905578,,,,,,,
Brazil,1990,10.435835,,,,,,,
Brazil,1992,11.845281,,,,,,,
Brazil,1993,10.121532,,,,,,,
Brazil,1995,10.38852,,,,,,,
Brazil,1996,10.585092,,,,,,,
Brazil,1997,10.566874,,,,,,,
Brazil,1998,10.3880205,,,,,,,
Brazil,1999,10.449891,,,,,,,
Brazil,2001,10.678419,,,,,,,
Brazil,2002,10.599133,,,,,,,
Brazil,2003,10.749173,,,,,,,
Brazil,2004,10.799499,,,,,,,
Brazil,2005,10.72332,,,,,,,
Brazil,2006,10.750154,,,,,,,
Brazil,2007,10.914293,,,,,,,
Brazil,2008,10.947087,,,,,,,
Brazil,2009,10.979983,,,,,,,
Brazil,2011,10.968214,,,,,,,
Brazil,2012,,10.852097,,,,,,
Brazil,2013,,10.902318,,,,,,
Brazil,2014,,11.011306,,,,,,
Brazil,2015,,11.037085,,,,,,
Brazil,2016,,10.8910885,,,,,,
Brazil,2017,,10.918287,,,,,,
Brazil,2018,,10.891347,,,,,,
Brazil,2019,,11.007403,,,,,,
Brazil,2020,,10.767907,,,,,,
Brazil,2021,,11.106129,,,,,,
Brazil,2022,,10.983582,,,,,,
Brazil,2023,,10.945949,,,,,,
Bulgaria,1992,,11.9381695,,,,,,
Bulgaria,2006,,,,,,12.3798485,,
Bulgaria,2007,,,,,,12.072656,,
Bulgaria,2008,,,,,,12.161428,,
Bulgaria,2009,,,,,,12.292639,,
Bulgaria,2010,,,,,,12.35178,,
Bulgaria,2011,,,,,,12.211766,,
Bulgaria,2012,,,,,,12.15219,,
Bulgaria,2013,,,,,,12.210517,,
Bulgaria,2014,,,,,,12.0267,,
Bulgaria,2015,,,,,,,12.277399,
Bulgaria,2016,,,,,,,11.926592,
Bulgaria,2017,,,,,,,11.6271105,
Bulgaria,2018,,,,,,,11.519724,
Bulgaria,2019,,,,,,,11.806204,
Bulgaria,2020,,,,,,,11.336419,
