country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,10.778961,,,,,,,
Albania,2002,,10.232465,,,,,,
Albania,2005,,10.406513,,,,,,
Albania,2008,,10.288301,,,,,,
Albania,2012,,10.513341,,,,,,
Albania,2014,,,10.591204,,,,,
Albania,2015,,,10.475902,,,,,
Albania,2016,,,10.520704,,,,,
Albania,2017,,,10.544003,,,,,
Albania,2018,,,,10.749898,,,,
Albania,2019,,,,10.383331,,,,
Albania,2020,,,,10.5630865,,,,
Algeria,1988,9.844291,,,,,,,
Algeria,1995,,10.286706,,,,,,
Algeria,2011,,,10.385396,,,,,
Angola,2000,8.817253,,,,,,,
Angola,2008,,9.651189,,,,,,
Angola,2018,,,8.869304,,,,,
Armenia,1999,,9.662053,,,,,,
Armenia,2001,,9.514835,,,,,,
Armenia,2002,,9.523751,,,,,,
Armenia,2003,,9.567228,,,,,,
Armenia,2004,,9.252285,,,,,,
Armenia,2005,,9.264708,,,,,,
Armenia,2006,,10.24888,,,,,,
Armenia,2007,,10.128222,,,,,,
Armenia,2008,,10.415498,,,,,,
Armenia,2009,,10.370151,,,,,,
Armenia,2010,,10.040405,,,,,,
Armenia,2011,,10.240886,,,,,,
Armenia,2012,,10.230965,,,,,,
Armenia,2013,,10.260726,,,,,,
Armenia,2014,,10.18885,,,,,,
Armenia,2015,,10.15101,,,,,,
Armenia,2016,,10.578348,,,,,,
Armenia,2017,,9.6101055,,,,,,
Armenia,2018,,9.610872,,,,,,
Armenia,2019,,,10.0935135,,,,,
Armenia,2020,,,10.374576,,,,,
Armenia,2021,,,10.174346,,,,,
Armenia,2022,,,10.454262,,,,,
Armenia,2023,,,10.341733,,,,,
Azerbaijan,1995,10.237627,,,,,,,
Azerbaijan,2001,,9.662054,,,,,,
Azerbaijan,2002,,9.809145,,,,,,
Azerbaijan,2003,,10.014365,,,,,,
Azerbaijan,2004,,9.697697,,,,,,
Azerbaijan,2005,,9.733565,,,,,,
Bangladesh,1983,10.451226,,,,,,,
Bangladesh,1985,10.12802,,,,,,,
Bangladesh,1988,10.072578,,,,,,,
Bangladesh,1991,,10.297001,,,,,,
Bangladesh,1995,,9.430106,,,,,,
Bangladesh,2000,,,9.561067,,,,,
Bangladesh,2005,,,9.567096,,,,,
Bangladesh,2010,,,9.734431,,,,,
Bangladesh,2016,,,9.84209,,,,,
Bangladesh,2022,,,,10.046576,,,,
Barbados,2016,10.418255,,,,,,,
Belarus,1998,,10.402041,,,,,,
Belarus,1999,,10.665508,,,,,,
Belarus,2000,,10.572124,,,,,,
Belarus,2001,,10.460358,,,,,,
Belarus,2002,,10.447831,,,,,,
Belarus,2003,,10.549897,,,,,,
Belarus,2004,,10.67889,,,,,,
Belarus,2005,,10.670331,,,,,,
Belarus,2006,,10.67979,,,,,,
Belarus,2007,,10.42205,,,,,,
Belarus,2008,,10.705567,,,,,,
Belarus,2009,,10.442919,,,,,,
Belarus,2010,,10.567968,,,,,,
Belarus,2011,,10.648584,,,,,,
Belarus,2012,,10.54641,,,,,,
Belarus,2013,,10.515666,,,,,,
Belarus,2014,,10.49076,,,,,,
Belarus,2015,,10.611829,,,,,,
Belarus,2016,,10.455783,,,,,,
Belarus,2017,,10.534598,,,,,,
Belarus,2018,,10.401748,,,,,,
Belarus,2019,,10.478488,,,,,,
Belarus,2020,,10.52875,,,,,,
Belize,1995,,8.300292,,,,,,
Belize,2018,,,,10.012413,,,,
Benin,2003,9.473578,,,,,,,
Benin,2011,,8.854606,,,,,,
Benin,2015,,9.318439,,,,,,
Benin,2018,,,9.582944,,,,,
Benin,2021,,,10.113516,,,,,
Bhutan,2003,9.502546,,,,,,,
Bhutan,2007,,9.995294,,,,,,
Bhutan,2012,,9.688683,,,,,,
Bhutan,2017,,10.166797,,,,,,
Bhutan,2022,,,10.602993,,,,,
Bosnia and Herzegovina,2001,10.342385,,,,,,,
Bosnia and Herzegovina,2004,10.222607,,,,,,,
Bosnia and Herzegovina,2007,,10.4762335,,,,,,
Bosnia and Herzegovina,2011,,10.483484,,,,,,
Botswana,1985,8.24311,,,,,,,
Botswana,1993,7.161669,,,,,,,
Botswana,2002,,6.7655845,,,,,,
Botswana,2009,,7.6345057,,,,,,
Botswana,2015,,7.9260335,,,,,,
Bulgaria,1989,10.60445,,,,,,,
Bulgaria,1994,10.475133,,,,,,,
Bulgaria,1995,,,,10.122684,,,,
Bulgaria,1997,,,10.217076,,,,,
Bulgaria,2001,,,,10.558356,,,,
Bulgaria,2003,,,,,10.338341,,,
Bulgaria,2007,,,,,10.713184,,,
Burkina Faso,1994,8.098012,,,,,,,
Burkina Faso,1998,,7.778397,,,,,,
Burkina Faso,2003,,9.123407,,,,,,
Burkina Faso,2009,,,9.387884,,,,,
Burkina Faso,2014,,,,9.340076,,,,
Burkina Faso,2018,,,,,8.887581,,,
Burkina Faso,2021,,,,,9.482396,,,
Burundi,1992,10.09607,,,,,,,
Burundi,1998,,9.548543,,,,,,
Burundi,2006,,9.492206,,,,,,
Burundi,2013,,9.381047,,,,,,
Burundi,2020,,,9.678958,,,,,
Cameroon,1996,8.422675,,,,,,,
Cameroon,2001,,9.222488,,,,,,
Cameroon,2007,,9.5178795,,,,,,
Cameroon,2014,,9.533455,,,,,,
Cameroon,2021,,,9.942551,,,,,
Cape Verde,2001,8.093543,,,,,,,
Cape Verde,2007,,8.709807,,,,,,
Cape Verde,2015,,,9.538924,,,,,
Central African Republic,1992,7.5392833,,,,,,,
Central African Republic,2008,,7.645335,,,,,,
Central African Republic,2021,,,9.462457,,,,,
Chad,2003,9.840452,,,,,,,
