country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8
Albania,1996,9.788168,,,,,,,
Albania,2002,,9.485931,,,,,,
Albania,2005,,10.941478,,,,,,
Albania,2008,,11.87059,,,,,,
Albania,2012,,11.447167,,,,,,
Albania,2014,,,12.46853,,,,,
Albania,2015,,,14.858512,,,,,
Albania,2016,,,15.322636,,,,,
Albania,2017,,,15.239275,,,,,
Albania,2018,,,,16.362328,,,,
Albania,2019,,,,16.425623,,,,
Albania,2020,,,,16.86896,,,,
Algeria,1988,8.631308,,,,,,,
Algeria,1995,,9.017244,,,,,,
Algeria,2011,,,11.557231,,,,,
Angola,2000,8.342366,,,,,,,
Angola,2008,,7.9476357,,,,,,
Angola,2018,,,6.2411494,,,,,
Armenia,1999,,6.1743016,,,,,,
Armenia,2001,,5.7087116,,,,,,
Armenia,2002,,5.99425,,,,,,
Armenia,2003,,6.171106,,,,,,
Armenia,2004,,7.4289947,,,,,,
Armenia,2005,,8.197272,,,,,,
Armenia,2006,,8.674648,,,,,,
Armenia,2007,,9.580153,,,,,,
Armenia,2008,,10.078236,,,,,,
Armenia,2009,,8.894573,,,,,,
Armenia,2010,,8.797997,,,,,,
Armenia,2011,,9.216439,,,,,,
Armenia,2012,,9.476986,,,,,,
Armenia,2013,,9.895438,,,,,,
Armenia,2014,,10.014064,,,,,,
Armenia,2015,,10.723718,,,,,,
Armenia,2016,,11.771914,,,,,,
Armenia,2017,,10.466719,,,,,,
Armenia,2018,,10.386111,,,,,,
Armenia,2019,,,9.735372,,,,,
Armenia,2020,,,9.427602,,,,,
Armenia,2021,,,9.651285,,,,,
Armenia,2022,,,9.835748,,,,,
Armenia,2023,,,9.711574,,,,,
Azerbaijan,1995,6.8543344,,,,,,,
Azerbaijan,2001,,7.818616,,,,,,
Azerbaijan,2002,,9.801569,,,,,,
Azerbaijan,2003,,10.511444,,,,,,
Azerbaijan,2004,,10.424849,,,,,,
Azerbaijan,2005,,11.613778,,,,,,
Bangladesh,1983,3.8176177,,,,,,,
Bangladesh,1985,4.0974545,,,,,,,
Bangladesh,1988,3.7563157,,,,,,,
Bangladesh,1991,,3.7429998,,,,,,
Bangladesh,1995,,4.2348833,,,,,,
Bangladesh,2000,,,4.4353766,,,,,
Bangladesh,2005,,,4.977796,,,,,
Bangladesh,2010,,,5.3853264,,,,,
Bangladesh,2016,,,5.9748554,,,,,
Bangladesh,2022,,,,8.105499,,,,
Barbados,2016,20.78504,,,,,,,
Belarus,1998,,4.707066,,,,,,
Belarus,1999,,5.1033773,,,,,,
Belarus,2000,,5.657806,,,,,,
Belarus,2001,,6.8779416,,,,,,
Belarus,2002,,7.5400567,,,,,,
Belarus,2003,,7.902828,,,,,,
Belarus,2004,,8.85597,,,,,,
Belarus,2005,,11.035447,,,,,,
Belarus,2006,,12.6805315,,,,,,
Belarus,2007,,14.253359,,,,,,
Belarus,2008,,15.1606865,,,,,,
Belarus,2009,,14.983744,,,,,,
Belarus,2010,,17.22692,,,,,,
Belarus,2011,,17.654211,,,,,,
Belarus,2012,,19.450876,,,,,,
Belarus,2013,,21.655535,,,,,,
Belarus,2014,,22.485876,,,,,,
Belarus,2015,,20.248854,,,,,,
Belarus,2016,,19.199032,,,,,,
Belarus,2017,,19.865318,,,,,,
Belarus,2018,,21.468391,,,,,,
Belarus,2019,,22.750334,,,,,,
Belarus,2020,,22.802422,,,,,,
Belize,1995,,14.976731,,,,,,
Belize,2018,,,,21.79732,,,,
Benin,2003,2.979343,,,,,,,
Benin,2011,,3.1136057,,,,,,
Benin,2015,,3.2990718,,,,,,
Benin,2018,,,5.141371,,,,,
Benin,2021,,,5.772651,,,,,
Bhutan,2003,7.2520256,,,,,,,
Bhutan,2007,,9.131906,,,,,,
Bhutan,2012,,12.025083,,,,,,
Bhutan,2017,,13.823137,,,,,,
Bhutan,2022,,,20.43651,,,,,
Bosnia and Herzegovina,2001,15.802881,,,,,,,
Bosnia and Herzegovina,2004,24.298225,,,,,,,
Bosnia and Herzegovina,2007,,27.04506,,,,,,
Bosnia and Herzegovina,2011,,25.771032,,,,,,
Botswana,1985,4.9702897,,,,,,,
Botswana,1993,6.0438256,,,,,,,
Botswana,2002,,8.156059,,,,,,
Botswana,2009,,10.265252,,,,,,
Botswana,2015,,10.187167,,,,,,
Bulgaria,1989,31.094131,,,,,,,
Bulgaria,1994,17.704424,,,,,,,
Bulgaria,1995,,,,16.300585,,,,
Bulgaria,1997,,,9.054264,,,,,
Bulgaria,2001,,,,13.358337,,,,
Bulgaria,2003,,,,,12.0704775,,,
Bulgaria,2007,,,,,16.763357,,,
Burkina Faso,1994,1.5865421,,,,,,,
Burkina Faso,1998,,1.7951024,,,,,,
Burkina Faso,2003,,3.0300028,,,,,,
Burkina Faso,2009,,,3.1508129,,,,,
Burkina Faso,2014,,,,3.6078851,,,,
Burkina Faso,2018,,,,,4.5815005,,,
Burkina Faso,2021,,,,,4.63644,,,
Burundi,1992,2.1993892,,,,,,,
Burundi,1998,,1.9642497,,,,,,
Burundi,2006,,2.326825,,,,,,
Burundi,2013,,2.6315365,,,,,,
Burundi,2020,,,2.7780256,,,,,
Cameroon,1996,4.0357113,,,,,,,
Cameroon,2001,,6.0441346,,,,,,
Cameroon,2007,,5.999376,,,,,,
Cameroon,2014,,7.7735906,,,,,,
Cameroon,2021,,,7.5866017,,,,,
Cape Verde,2001,6.2034926,,,,,,,
Cape Verde,2007,,7.329047,,,,,,
Cape Verde,2015,,,9.205947,,,,,
Central African Republic,1992,1.6204559,,,,,,,
Central African Republic,2008,,3.2532556,,,,,,
Central African Republic,2021,,,2.892576,,,,,
Chad,2003,3.2200363,,,,,,,
Chad,2011,4.8297043,,,,,,,
Chad,2018,,4.763268,,,,,,
Chad,2022,,4.8149185,,,,,,
China,1990,,2.3175483,,,,,,
China,1993,,2.6034496,,,,,,
China,1996,,3.4592812,,,,,,
China,1999,,3.7894936,,,,,,
China,2002,,4.813818,,,,,,
China,2005,,6.23712,,,,,,
China,2008,,7.752908,,,,,,
China,2010,,9.054883,,,,,,
China,2011,,9.698509,,,,,,
China,2012,,10.652396,,,,,,
China,2013,,,11.821514,,,,,
China,2014,,,12.843007,,,,,
China,2015,,,13.726653,,,,,
China,2016,,,14.61258,,,,,
China,2017,,,15.343501,,,,,
China,2018,,,16.343767,,,,,
China,2019,,,17.15383,,,,,
China,2020,,,16.275951,,,,,
China,2021,,,18.529154,,,,,
China,2022,,,18.525764,,,,,
China (rural),1990,,1.909895,,,,,,
China (rural),1993,,2.0107317,,,,,,
China (rural),1996,,2.71039,,,,,,
China (rural),1999,,2.698121,,,,,,
China (rural),2002,,3.0808778,,,,,,
China (rural),2005,,4.056906,,,,,,
China (rural),2008,,4.5771194,,,,,,
China (rural),2010,,5.104822,,,,,,
China (rural),2011,,5.6639037,,,,,,
China (rural),2012,,6.226649,,,,,,
China (rural),2013,,,7.795604,,,,,
China (rural),2014,,,8.571515,,,,,
China (rural),2015,,,9.245653,,,,,
China (rural),2016,,,9.8248625,,,,,
China (rural),2017,,,10.377735,,,,,
China (rural),2018,,,11.31199,,,,,
China (rural),2019,,,11.983945,,,,,
China (rural),2020,,,11.790057,,,,,
China (rural),2021,,,13.908286,,,,,
China (rural),2022,,,14.199032,,,,,
China (urban),1990,,3.375024,,,,,,
China (urban),1993,,4.1481147,,,,,,
China (urban),1996,,4.8551164,,,,,,
China (urban),1999,,5.658054,,,,,,
China (urban),2002,,7.2426157,,,,,,
China (urban),2005,,8.959293,,,,,,
China (urban),2008,,10.8099375,,,,,,
China (urban),2010,,12.442041,,,,,,
China (urban),2011,,13.097561,,,,,,
China (urban),2012,,14.135427,,,,,,
China (urban),2013,,,15.426534,,,,,
China (urban),2014,,,16.488947,,,,,
China (urban),2015,,,17.343151,,,,,
China (urban),2016,,,18.338991,,,,,
China (urban),2017,,,19.056398,,,,,
China (urban),2018,,,20.04665,,,,,
China (urban),2019,,,20.814873,,,,,
China (urban),2020,,,19.204536,,,,,
China (urban),2021,,,21.50253,,,,,
China (urban),2022,,,21.174847,,,,,
Comoros,2004,7.053409,,,,,,,
Comoros,2014,,6.9482493,,,,,,
Congo,2005,4.3035583,,,,,,,
Congo,2011,5.864905,,,,,,,
Cote d'Ivoire,1985,9.921756,,,,,,,
Cote d'Ivoire,1986,8.7222185,,,,,,,
Cote d'Ivoire,1987,7.6292443,,,,,,,
Cote d'Ivoire,1988,6.5590596,,,,,,,
Cote d'Ivoire,1992,,5.2371674,,,,,,
Cote d'Ivoire,1995,,5.1706066,,,,,,
Cote d'Ivoire,1998,,4.5443563,,,,,,
Cote d'Ivoire,2008,,,4.6686215,,,,,
Cote d'Ivoire,2015,,,4.57541,,,,,
Cote d'Ivoire,2018,,,,6.730017,,,,
Cote d'Ivoire,2021,,,,6.5027375,,,,
Croatia,1998,,49.438625,,,,,,
Croatia,1999,,,23.89025,,,,,
Croatia,2000,,,26.863003,,,,,
Croatia,2001,,,25.614443,,,,,
Croatia,2004,,40.58689,,,,,,
Croatia,2008,,37.45321,,,,,,
Croatia,2009,,37.221077,,,,,,
Croatia,2010,,32.601814,,,,,,
Democratic Republic of Congo,2004,1.1886806,,,,,,,
Democratic Republic of Congo,2012,2.4121737,,,,,,,
Democratic Republic of Congo,2020,,1.9415882,,,,,,
Djibouti,2002,5.851915,,,,,,,
Djibouti,2012,,6.9188576,,,,,,
Djibouti,2013,,,6.093305,,,,,
Djibouti,2017,,,,6.7132125,,,,
East Timor,2001,3.8916476,,,,,,,
East Timor,2007,3.4447987,,,,,,,
East Timor,2014,4.1038756,,,,,,,
Egypt,1990,7.79493,,,,,,,
Egypt,1995,7.4343605,,,,,,,
Egypt,1999,,9.014106,,,,,,
Egypt,2004,,,8.021252,,,,,
Egypt,2008,,,8.070634,,,,,
Egypt,2010,,,,9.015551,,,,
Egypt,2012,,,,9.340609,,,,
Egypt,2015,,,,9.766024,,,,
Egypt,2017,,,,8.703908,,,,
Egypt,2019,,,,,9.251972,,,
Egypt,2021,,,,9.551621,,,,
Equatorial Guinea,2022,10.340157,,,,,,,
Estonia,1995,,12.7106695,,,,,,
Estonia,1998,,15.048639,,,,,,
Estonia,2000,,,14.276145,,,,,
Estonia,2001,,,13.685917,,,,,
Estonia,2002,,,14.282081,,,,,
Estonia,2003,,,14.56255,,,,,
Estonia,2004,,,16.431396,,,,,
Eswatini,1994,1.4460784,,,,,,,
Eswatini,2000,,3.4264078,,,,,,
Eswatini,2009,,4.217766,,,,,,
Eswatini,2016,,5.8578563,,,,,,
Ethiopia,1995,,2.7799518,,,,,,
Ethiopia,1999,,3.1581378,,,,,,
Ethiopia,2004,,4.2058015,,,,,,
Ethiopia,2010,,4.529424,,,,,,
Ethiopia,2015,,4.98099,,,,,,
Ethiopia,2021,,4.623629,,,,,,
Ethiopia (rural),1981,2.687751,,,,,,,
Fiji,2002,11.338589,,,,,,,
Fiji,2008,11.960547,,,,,,,
Fiji,2013,12.201428,,,,,,,
Fiji,2019,,9.548102,,,,,,
Gabon,2005,10.665635,,,,,,,
Gabon,2017,,16.450712,,,,,,
Gambia,1998,2.4746602,,,,,,,
Gambia,2003,,4.2569423,,,,,,
Gambia,2010,,,5.701832,,,,,
Gambia,2015,,,,6.9020066,,,,
Gambia,2020,,,,6.9130225,,,,
Georgia,1996,9.8095455,,,,,,,
Georgia,1997,,6.782744,,,,,,
Georgia,1998,,,6.780457,,,,,
Georgia,1999,,,5.874075,,,,,
Georgia,2000,,,5.654061,,,,,
Georgia,2001,,,5.3686686,,,,,
Georgia,2002,,,6.9190598,,,,,
Georgia,2003,,,7.0070224,,,,,
Georgia,2004,,,7.3082814,,,,,
Georgia,2005,,,7.0978284,,,,,
Georgia,2006,,,6.968255,,,,,
Georgia,2007,,,6.7426634,,,,,
Georgia,2008,,,7.2803564,,,,,
Georgia,2009,,,7.2348056,,,,,
Georgia,2010,,,7.244856,,,,,
Georgia,2011,,,7.4060197,,,,,
