country,year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,consumption_spell_7,consumption_spell_8,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7,income_spell_8
Albania,1996,6.351807,,,,,,,,,,,,,,,
Albania,2002,,5.8134522,,,,,,,,,,,,,,
Albania,2005,,6.764804,,,,,,,,,,,,,,
Albania,2008,,7.4611335,,,,,,,,,,,,,,
Albania,2012,,7.123329,,,,,,,,,,,,,,
Albania,2014,,,6.8041034,,,,,,,,,,,,,
Albania,2015,,,8.573123,,,,,,,,,,,,,
Albania,2016,,,8.5733795,,,,,,,,,,6.435726,,,
Albania,2017,,,8.595655,,,,,,,,,,7.012433,,,
Albania,2018,,,,10.023039,,,,,,,,,7.414018,,,
Albania,2019,,,,10.162654,,,,,,,,,,,,
Albania,2020,,,,10.555215,,,,,,,,,,,,
Algeria,1988,4.9627776,,,,,,,,,,,,,,,
Algeria,1995,,5.0999064,,,,,,,,,,,,,,
Algeria,2011,,,7.6378083,,,,,,,,,,,,,
Angola,2000,3.7790694,,,,,,,,,,,,,,,
Angola,2008,,3.9249125,,,,,,,,,,,,,,
Angola,2018,,,2.7009487,,,,,,,,,,,,,
Argentina (urban),1980,,,,,,,,,20.215687,,,,,,,
Argentina (urban),1986,,,,,,,,,21.202253,,,,,,,
Argentina (urban),1987,,,,,,,,,18.234444,,,,,,,
Argentina (urban),1991,,,,,,,,,12.4602995,,,,,,,
Argentina (urban),1992,,,,,,,,,,12.874003,,,,,,
Argentina (urban),1993,,,,,,,,,,13.145902,,,,,,
Argentina (urban),1994,,,,,,,,,,12.61192,,,,,,
Argentina (urban),1995,,,,,,,,,,11.190066,,,,,,
Argentina (urban),1996,,,,,,,,,,10.753078,,,,,,
Argentina (urban),1997,,,,,,,,,,11.373417,,,,,,
Argentina (urban),1998,,,,,,,,,,,10.448831,,,,,
Argentina (urban),1999,,,,,,,,,,,10.155893,,,,,
Argentina (urban),2000,,,,,,,,,,,9.506752,,,,,
Argentina (urban),2001,,,,,,,,,,,8.240986,,,,,
Argentina (urban),2002,,,,,,,,,,,5.7475123,,,,,
Argentina (urban),2003,,,,,,,,,,,,8.757152,,,,
Argentina (urban),2004,,,,,,,,,,,,10.034626,,,,
Argentina (urban),2005,,,,,,,,,,,,11.334879,,,,
Argentina (urban),2006,,,,,,,,,,,,13.050089,,,,
Argentina (urban),2007,,,,,,,,,,,,13.425366,,,,
Argentina (urban),2008,,,,,,,,,,,,14.341199,,,,
Argentina (urban),2009,,,,,,,,,,,,15.337396,,,,
Argentina (urban),2010,,,,,,,,,,,,15.748339,,,,
Argentina (urban),2011,,,,,,,,,,,,17.120893,,,,
Argentina (urban),2012,,,,,,,,,,,,17.42216,,,,
Argentina (urban),2013,,,,,,,,,,,,17.58673,,,,
Argentina (urban),2014,,,,,,,,,,,,15.860012,,,,
Argentina (urban),2016,,,,,,,,,,,,16.539946,,,,
Argentina (urban),2017,,,,,,,,,,,,17.71174,,,,
Argentina (urban),2018,,,,,,,,,,,,15.914594,,,,
Argentina (urban),2019,,,,,,,,,,,,14.827813,,,,
Argentina (urban),2020,,,,,,,,,,,,12.877558,,,,
Argentina (urban),2021,,,,,,,,,,,,14.418724,,,,
Argentina (urban),2022,,,,,,,,,,,,14.006629,,,,
Argentina (urban),2023,,,,,,,,,,,,13.404037,,,,
Argentina (urban),2024,,,,,,,,,,,,14.00801,,,,
Armenia,1996,,,,,,,,,4.0355587,,,,,,,
Armenia,1999,,3.6316807,,,,,,,,,,,,,,
Armenia,2001,,3.5555835,,,,,,,,,,,,,,
Armenia,2002,,3.7570918,,,,,,,,,,,,,,
Armenia,2003,,3.9722862,,,,,,,,,,,,,,
Armenia,2004,,4.577126,,,,,,,,,,,,,,
Armenia,2005,,5.1562324,,,,,,,,,,,,,,
Armenia,2006,,5.5504193,,,,,,,,,,,,,,
Armenia,2007,,6.100731,,,,,,,,,,,,,,
Armenia,2008,,6.3047347,,,,,,,,,,,,,,
Armenia,2009,,5.746505,,,,,,,,,,,,,,
Armenia,2010,,5.7062793,,,,,,,,,,,,,,
Armenia,2011,,5.9024,,,,,,,,,,,,,,
Armenia,2012,,6.118389,,,,,,,,,,,,,,
Armenia,2013,,6.200001,,,,,,,,,,,,,,
Armenia,2014,,6.274586,,,,,,,,,,,,,,
Armenia,2015,,6.7078705,,,,,,,,,,,,,,
Armenia,2016,,6.8583364,,,,,,,,,,,,,,
Armenia,2017,,6.6678643,,,,,,,,,,,,,,
Armenia,2018,,6.6055417,,,,,,,,,,,,,,
Armenia,2019,,,6.42906,,,,,,,,,,,,,
Armenia,2020,,,6.487488,,,,,,,,,,,,,
